field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.0553605556488037,-1.3035505116624881,True
gross_actual_interchange_mw,0.2460934792895835,0.10618716478347778,-0.13990631450610572,True
total_gen,0.9906449538219424,0.9414144270122051,-0.049230526809737274,True
metered_load_mw,0.9762308832723112,0.9715872127562761,-0.004643670516035092,True
total_losses,0.6540839836602339,0.6527906358242035,-0.0012933478360304118,True
congestion_price_da,0.0475838272605031,0.19845420122146606,0.15087037396096298,True
congestion_price_rt,0.4561738508473963,0.47634804248809814,0.020174191640701833,True
marginal_loss_price_da,0.4407231017762543,0.46887296438217163,0.028149862605917342,True
total_lmp_da,0.9299314144617218,0.9038015902042389,-0.026129824257482892,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9529257044196129,-0.022302114538148676,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9303446561098099,-0.0114984549358369,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.4169427156448364,-0.03996132235966765,True
