i,j,k,conf,v_triple_k25,syn3_k25_mixed,syn3_k25_consistent
2,10,38,da_as_total_mw_synchronized_reserve,0.2318226099014282,0.0698732733726502,0.053787112236023005
2,10,38,da_as_total_mw_thirty_minutes_reserve,0.5355397462844849,0.050541639328002985,0.04149383306503296
6,22,33,net_actual_interchange_mw,0.2867491245269775,0.007628679275512695,-0.005736351013183594
6,22,33,gross_actual_interchange_mw,0.0733665823936462,0.0202282071113586,-0.007899105548858601
6,22,33,total_gen,0.2768540382385254,0.035656571388244684,0.013043403625488281
6,22,33,metered_load_mw,0.2305280566215515,0.031932890415191706,0.012122154235839927
6,22,33,total_losses,0.2032554745674133,0.040252804756164606,0.00785338878631589
6,22,33,congestion_price_da,0.0597748160362243,0.007615685462951605,0.0025986433029175013
6,22,33,congestion_price_rt,0.0328828692436218,0.0212023854255676,0.0046565532684326
6,22,33,marginal_loss_price_da,0.015916109085083,-0.0233840346336364,-0.0279145240783691
6,22,33,total_lmp_da,0.0287284255027771,-0.003119468688964802,-0.013686180114746004
6,22,33,da_as_total_mw_primary_reserve,0.4776868820190429,0.014961183071136419,0.010404109954833929
6,22,33,da_as_total_mw_synchronized_reserve,0.5324758291244507,0.012784004211425781,-0.0013098716735839844
6,22,33,da_as_total_mw_thirty_minutes_reserve,0.2520092129707336,0.09087949991226199,0.06362324953079218
15,16,43,net_actual_interchange_mw,0.1762993931770324,0.05067902803421018,0.04301697015762329
15,16,43,gross_actual_interchange_mw,0.6401879787445068,0.011191964149475098,0.0022569894790649414
15,16,43,total_gen,0.6545285582542419,0.09374731779098511,0.05046159029006958
15,16,43,metered_load_mw,0.6584266424179077,0.08894270658493042,0.045191407203674316
15,16,43,total_losses,0.3249756097793579,0.054261744022369385,0.05236101150512701
15,16,43,congestion_price_da,0.2012603878974914,0.1165577173233032,0.007767617702484103
15,16,43,congestion_price_rt,0.1117753386497497,0.019031047821044894,-0.0037220716476440985
15,16,43,marginal_loss_price_da,0.4935995936393738,0.09712642431259155,0.011118531227111872
15,16,43,total_lmp_da,0.6688326597213745,0.08624649047851562,0.007218897342681885
15,16,43,da_as_total_mw_primary_reserve,0.0694215297698974,0.035837471485137905,0.0043374300003052035
15,16,43,da_as_total_mw_synchronized_reserve,0.1082820892333984,0.018340587615966797,0.003093421459197998
15,16,43,da_as_total_mw_thirty_minutes_reserve,0.267494797706604,0.015695035457611084,0.00810694694519043
2,10,28,net_actual_interchange_mw,0.2441640496253967,0.05013936758041379,0.0206066966056824
2,10,28,gross_actual_interchange_mw,0.1598361134529113,0.02135759592056269,0.008161485195159884
2,10,28,total_gen,0.6483020782470703,0.019181907176971436,0.0016351938247680664
2,10,28,metered_load_mw,0.6423450112342834,0.01695936918258667,0.000855565071105957
2,10,28,total_losses,0.4923437833786011,0.026239037513732966,0.0080633163452149
2,10,28,congestion_price_da,0.1227996945381164,0.007855355739593506,0.0004219412803650041
2,10,28,congestion_price_rt,0.0532763004302978,0.0014674067497253002,-3.153085708619552e-05
2,10,28,marginal_loss_price_da,0.2226536273956298,0.006845414638519204,-0.01147598028182989
2,10,28,total_lmp_da,0.351388156414032,0.02755367755889898,-0.007382512092590332
2,10,28,da_as_total_mw_primary_reserve,0.17570561170578,0.0456513166427612,0.025423467159271212
2,10,28,da_as_total_mw_synchronized_reserve,0.1984800696372985,0.03653073310852051,0.02044457197189331
2,10,28,da_as_total_mw_thirty_minutes_reserve,0.3005475401878357,0.09907573461532598,0.06403076648712158
4,14,40,net_actual_interchange_mw,0.3983669281005859,0.11773818731307978,0.08099275827407837
4,14,40,gross_actual_interchange_mw,0.2375333309173584,0.029965162277221707,0.014811694622039795
4,14,40,total_gen,0.972296178340912,-0.00035339593887318,-0.020188450813293235
4,14,40,metered_load_mw,0.9576627612113952,0.008116543292999157,-0.013735771179199219
4,14,40,total_losses,0.6608884334564209,0.033835530281066895,0.018368244171142578
4,14,40,congestion_price_da,0.177391767501831,-0.012875854969024714,0.004389524459838812
4,14,40,congestion_price_rt,0.3650715947151184,-0.033926248550414984,-0.021555662155151367
4,14,40,marginal_loss_price_da,0.5632993578910828,0.08202666044235235,0.02446216344833374
4,14,40,total_lmp_da,0.6728033423423767,0.07723873853683472,-0.00951927900314331
4,14,40,da_as_total_mw_primary_reserve,0.2280241847038269,0.010527372360229492,0.007905900478363093
4,14,40,da_as_total_mw_synchronized_reserve,0.1311319470405578,0.021931886672973605,0.008274495601654011
4,14,40,da_as_total_mw_thirty_minutes_reserve,0.5989816188812256,0.06871569156646729,0.02592259645462036
6,11,19,net_actual_interchange_mw,0.1639536023139953,0.03706508874893191,0.02920150756835932
6,11,19,gross_actual_interchange_mw,0.2101994156837463,0.03134304285049441,0.030641257762908908
6,11,19,total_gen,0.9736990332603456,0.008188247680664174,0.0009064674377443627
6,11,19,metered_load_mw,0.9872481226921082,0.008827686309814564,-0.0009267926216126599
6,11,19,total_losses,0.5795921087265015,0.038707733154296875,0.028432130813598633
6,11,19,congestion_price_da,0.1740334033966064,0.010691344738006592,0.011347830295562689
6,11,19,congestion_price_rt,0.121215283870697,0.026870965957641588,0.006174325942993192
6,11,19,marginal_loss_price_da,0.4274219870567322,0.06416195631027227,0.009878158569335993
6,11,19,total_lmp_da,0.5643015503883362,0.06033778190612793,0.007288753986358643
6,11,19,da_as_total_mw_primary_reserve,0.1216397881507873,0.03226405382156369,0.024804353713989202
6,11,19,da_as_total_mw_synchronized_reserve,0.1336047649383545,0.0389999747276307,0.017639875411987388
6,11,19,da_as_total_mw_thirty_minutes_reserve,0.4057082533836365,0.12071317434310919,0.048584640026092585
4,20,29,net_actual_interchange_mw,0.2877494692802429,0.035598039627075195,0.001115262508392334
4,20,29,gross_actual_interchange_mw,0.1914520859718322,0.025388062000274603,0.004047811031341497
4,20,29,total_gen,0.9702479243278505,0.013659596443176492,0.000511169433593861
4,20,29,metered_load_mw,0.97770357131958,0.013879954814910778,-3.7252902984841185e-05
4,20,29,total_losses,0.5826910734176636,0.03817474842071533,0.006628870964050293
4,20,29,congestion_price_da,0.1984796524047851,0.03775304555892939,0.019838452339172308
4,20,29,congestion_price_rt,0.1382992267608642,0.021767675876617404,0.010364770889282199
4,20,29,marginal_loss_price_da,0.5773502588272095,0.11925899982452398,0.06407535076141357
4,20,29,total_lmp_da,0.8147585988044739,0.057336270809173584,0.04541587829589844
4,20,29,da_as_total_mw_primary_reserve,0.276170015335083,0.02034097909927368,5.143880844121762e-05
4,20,29,da_as_total_mw_synchronized_reserve,0.1804665923118591,0.01587808132171631,-0.01953387260437009
4,20,29,da_as_total_mw_thirty_minutes_reserve,0.6462849378585815,0.0734626054763794,0.03669905662536621
10,20,32,net_actual_interchange_mw,0.3096110224723816,0.036591529846191406,0.019113659858703613
10,20,32,gross_actual_interchange_mw,0.1829479336738586,0.005236029624938993,-7.605552673342619e-05
10,20,32,total_gen,0.971019983291626,0.01442742347717274,0.0016416311264038086
10,20,32,metered_load_mw,0.9787940382957458,0.013443052768707275,-0.0006387829780577503
10,20,32,total_losses,0.581567645072937,0.030750393867492676,0.013788938522338867
10,20,32,congestion_price_da,0.1766276359558105,0.013515889644622803,0.012960135936737005
10,20,32,congestion_price_rt,0.1278973817825317,0.022257924079895006,0.009904921054840116
10,20,32,marginal_loss_price_da,0.4524587392807007,0.08494889736175537,0.018500804901123102
10,20,32,total_lmp_da,0.6008100509643555,0.10017901659011841,0.01978921890258789
10,20,32,da_as_total_mw_primary_reserve,0.4613168239593506,-0.005606949329376221,-0.003085911273956299
10,20,32,da_as_total_mw_synchronized_reserve,0.5487995147705078,0.016436100006103516,0.008743584156036377
10,20,32,da_as_total_mw_thirty_minutes_reserve,0.4777082204818725,0.10657632350921631,0.06061899662017822
1,9,24,net_actual_interchange_mw,0.2464140653610229,0.014801383018493597,0.01683163642883298
1,9,24,gross_actual_interchange_mw,0.2712190747261047,0.028084158897399875,0.014740288257598877
1,9,24,total_gen,0.909157693386078,0.028410553932190052,0.005131661891937367
1,9,24,metered_load_mw,0.8850628733634949,0.0273665189743042,0.004356861114501953
1,9,24,total_losses,0.5471322536468506,0.05039030313491821,0.009166598320007324
1,9,24,congestion_price_da,0.1650654673576355,0.031435251235962,0.018118202686309898
1,9,24,congestion_price_rt,0.0943366289138794,0.016054987907409696,0.0079721808433533
1,9,24,marginal_loss_price_da,0.3923779129981994,0.1309366226196289,0.05313700437545771
1,9,24,total_lmp_da,0.5656372904777527,0.09909522533416748,0.045139849185943604
1,9,24,da_as_total_mw_primary_reserve,0.1846969723701477,0.0306547284126282,0.024910330772399902
1,9,24,da_as_total_mw_synchronized_reserve,0.1282239556312561,0.025604248046875,0.010414540767669705
1,9,24,da_as_total_mw_thirty_minutes_reserve,0.3798940777778625,0.06521064043045038,0.010860025882720892
3,5,33,net_actual_interchange_mw,0.2746819257736206,0.011363029479980524,0.012757301330566406
3,5,33,gross_actual_interchange_mw,0.0797294378280639,0.0342039465904236,0.024609625339507994
3,5,33,total_gen,0.5995678901672363,0.027566492557525635,0.029917120933532715
3,5,33,metered_load_mw,0.5992588400840759,0.02959960699081421,0.032731831073760986
3,5,33,total_losses,0.2365295886993408,0.09618097543716428,0.06642341613769528
3,5,33,congestion_price_da,0.1753121018409729,0.0065532326698304055,-0.0028994679450987937
3,5,33,congestion_price_rt,0.1734659075736999,0.03659796714782709,0.022257983684539795
3,5,33,marginal_loss_price_da,0.4932995438575744,0.02832013368606562,0.00810164213180542
3,5,33,total_lmp_da,0.6839597225189209,0.027489900588989258,0.004230141639709473
3,5,33,da_as_total_mw_primary_reserve,0.461549162864685,0.0008546113967894953,-0.007057309150695801
3,5,33,da_as_total_mw_synchronized_reserve,0.5344885587692261,0.006166994571685791,0.0005958676338195801
3,5,33,da_as_total_mw_thirty_minutes_reserve,0.444132387638092,0.08786153793334961,0.07869082689285278
3,4,24,net_actual_interchange_mw,0.374095618724823,0.06391328573226929,0.04518324136734009
3,4,24,gross_actual_interchange_mw,0.2969304323196411,0.04379922151565552,0.0429379940032959
3,4,24,total_gen,0.6463273763656616,0.03435981273651123,0.005008816719055176
3,4,24,metered_load_mw,0.6308871507644653,0.029496431350708008,0.00030922889709472656
3,4,24,total_losses,0.4701089262962341,0.053227961063384954,0.022399187088012695
3,4,24,congestion_price_da,0.1443614363670349,0.02206367254257212,0.01616066694259652
3,4,24,congestion_price_rt,0.1144517064094543,-0.014294981956481892,-0.0016336441040038924
3,4,24,marginal_loss_price_da,0.3006737232208252,0.09216690063476571,0.018621921539306696
3,4,24,total_lmp_da,0.3149862885475158,0.1045240759849548,0.05649483203887934
3,4,24,da_as_total_mw_primary_reserve,0.2797871828079223,0.0319751501083374,0.023226439952850286
3,4,24,da_as_total_mw_synchronized_reserve,0.1433667540550232,0.0335841178894043,0.017907202243804987
3,4,24,da_as_total_mw_thirty_minutes_reserve,0.4977338314056396,0.057373762130737305,0.023937642574310303
11,24,43,net_actual_interchange_mw,0.2479411363601684,0.046155035495758,0.0194596648216247
11,24,43,gross_actual_interchange_mw,0.6537797451019287,0.021297454833984375,0.011195540428161621
11,24,43,total_gen,0.3961790800094604,0.027917802333831787,0.013399720191955511
11,24,43,metered_load_mw,0.3621624708175659,0.02225464582443243,0.004577279090881403
11,24,43,total_losses,0.3097727298736572,0.014706611633300837,0.004097461700439453
11,24,43,congestion_price_da,0.0937352180480957,0.015919506549835205,0.00020265579223639751
11,24,43,congestion_price_rt,0.0309070944786071,0.0263121128082275,0.006415963172912601
11,24,43,marginal_loss_price_da,0.1064088344573974,0.029103279113769503,0.02095603942871091
11,24,43,total_lmp_da,0.2573235034942627,0.0824850201606751,0.05598247051239019
11,24,43,da_as_total_mw_primary_reserve,0.1177751421928405,0.04617881774902341,0.01976543664932251
11,24,43,da_as_total_mw_synchronized_reserve,0.0956254601478576,0.007378756999969496,0.005177259445190402
11,24,43,da_as_total_mw_thirty_minutes_reserve,0.1649088859558105,0.08333832025527949,0.050593554973602295
10,11,33,net_actual_interchange_mw,0.3453295826911926,0.054378986358642634,0.03435331583023071
10,11,33,gross_actual_interchange_mw,0.1907106041908264,0.012359440326690702,0.009422481060028076
10,11,33,total_gen,0.6517025828361511,0.06065851449966431,0.03329885005950928
10,11,33,metered_load_mw,0.6301480531692505,0.05826514959335327,0.02911818027496338
10,11,33,total_losses,0.5316965579986572,0.051271140575408936,0.03178274631500244
10,11,33,congestion_price_da,0.109925627708435,0.03883677721023561,0.01834291219711301
10,11,33,congestion_price_rt,0.0545060038566589,0.0346110463142395,0.0158042311668396
10,11,33,marginal_loss_price_da,0.1392567753791809,0.029943406581878704,0.011517584323883112
10,11,33,total_lmp_da,0.2341665625572204,0.06038516759872431,0.012235522270202609
10,11,33,da_as_total_mw_primary_reserve,0.4506470561027527,-0.0007992982864379883,0.005551040172576904
10,11,33,da_as_total_mw_synchronized_reserve,0.5361520051956177,0.008700847625732422,-0.00023448467254638672
10,11,33,da_as_total_mw_thirty_minutes_reserve,0.2735660076141357,0.106360137462616,0.09035235643386838
11,14,29,net_actual_interchange_mw,0.1826644539833068,0.057688415050506606,0.05404305458068839
11,14,29,gross_actual_interchange_mw,0.1230782270431518,0.0144866108894348,2.4557113647405426e-05
11,14,29,total_gen,0.865141749382019,0.01708686351776123,0.0005331039428710938
11,14,29,metered_load_mw,0.8659292459487915,0.018816232681274414,-0.0035942792892456055
11,14,29,total_losses,0.3479284048080444,0.06459742784500117,0.015659451484680176
11,14,29,congestion_price_da,0.135042667388916,0.042569875717163086,0.010253369808196994
11,14,29,congestion_price_rt,0.1077207922935485,0.0220040082931518,0.0086577534675598
11,14,29,marginal_loss_price_da,0.4669285416603088,0.06086486577987671,0.0472111701965332
11,14,29,total_lmp_da,0.7540386915206909,0.035038113594055176,0.011106014251708984
11,14,29,da_as_total_mw_primary_reserve,0.185605764389038,0.03963297605514521,0.022045850753784096
11,14,29,da_as_total_mw_synchronized_reserve,0.1712532043457031,0.04176878929138181,0.028092980384826688
11,14,29,da_as_total_mw_thirty_minutes_reserve,0.4069620370864868,0.07820397615432739,0.064170241355896
8,11,33,net_actual_interchange_mw,0.2189704179763794,0.0062666535377503,0.010515034198760986
8,11,33,gross_actual_interchange_mw,0.1215706467628479,0.036920845508575495,0.014847934246063302
8,11,33,total_gen,0.3135043382644653,0.042189002037048284,0.022313296794891302
8,11,33,metered_load_mw,0.2902421355247497,0.0533298254013061,0.02815026044845581
8,11,33,total_losses,0.1646534204483032,0.0676121115684509,0.020714044570922907
8,11,33,congestion_price_da,0.0739519000053405,0.01686948537826541,0.010293662548065213
8,11,33,congestion_price_rt,0.0640883445739746,0.020999908447265694,0.011599183082580594
8,11,33,marginal_loss_price_da,0.093923807144165,0.026739895343780504,0.013517618179321303
8,11,33,total_lmp_da,0.1730080246925354,0.029425501823425293,0.0035241842269898016
8,11,33,da_as_total_mw_primary_reserve,0.4691184759140014,0.01029753684997553,0.009906411170959417
8,11,33,da_as_total_mw_synchronized_reserve,0.5608507394790649,0.02278876304626465,0.010816693305969238
8,11,33,da_as_total_mw_thirty_minutes_reserve,0.2412754893302917,0.074069619178772,0.058061838150024386
0,3,8,net_actual_interchange_mw,0.2816172242164612,0.04309791326522827,0.002066493034362793
0,3,8,gross_actual_interchange_mw,0.198340356349945,0.03262776136398313,0.026397466659545926
0,3,8,total_gen,0.8215605616569519,0.0448877215385437,0.01281517744064331
0,3,8,metered_load_mw,0.8264608383178711,0.051378607749938965,0.01664268970489502
0,3,8,total_losses,0.5469468832015991,0.037438273429870605,0.007629275321960449
0,3,8,congestion_price_da,0.1520460844039917,0.04186403751373299,0.018403589725494413
0,3,8,congestion_price_rt,0.1371660828590393,0.00950074195861822,0.003224968910217313
0,3,8,marginal_loss_price_da,0.4021101593971252,0.09176838397979731,0.03523439168930048
0,3,8,total_lmp_da,0.5390242338180542,0.12303692102432251,0.0640204548835755
0,3,8,da_as_total_mw_primary_reserve,0.1522489190101623,0.0330204367637634,0.01571595668792719
0,3,8,da_as_total_mw_synchronized_reserve,0.1446505784988403,0.026418507099151597,0.0206868648529053
0,3,8,da_as_total_mw_thirty_minutes_reserve,0.3810241818428039,0.08253401517868042,0.03843438625335688
1,9,21,net_actual_interchange_mw,0.1997957825660705,0.012926757335662814,0.005972027778625488
1,9,21,gross_actual_interchange_mw,0.1909283399581909,0.013938248157501193,0.006382167339324979
1,9,21,total_gen,0.9047189950942992,0.023971855640411266,0.0006929636001585804
1,9,21,metered_load_mw,0.8802393078804016,0.022542953491210938,-0.0004667043685913086
1,9,21,total_losses,0.5501937866210938,0.05345183610916138,0.012228131294250488
1,9,21,congestion_price_da,0.1695209145545959,0.03589069843292239,0.015610098838806097
1,9,21,congestion_price_rt,0.1909063458442688,0.03643983602523809,0.0030049681663514016
1,9,21,marginal_loss_price_da,0.4421709179878235,0.12099051475524908,0.0997193455696106
1,9,21,total_lmp_da,0.5891926288604736,0.08383381366729736,0.0436021089553833
1,9,21,da_as_total_mw_primary_reserve,0.1490836143493652,0.021338343620300293,0.005061030387878418
1,9,21,da_as_total_mw_synchronized_reserve,0.1239943504333496,0.020131230354309096,0.009683549404144301
1,9,21,da_as_total_mw_thirty_minutes_reserve,0.3572203516960144,0.04883319139480591,0.0016610026359558105
11,30,42,net_actual_interchange_mw,0.3050078749656677,0.03439253568649292,0.035432279109954834
11,30,42,gross_actual_interchange_mw,0.2952068448066711,0.02802896499633789,0.017373800277709905
11,30,42,total_gen,0.3903529644012451,0.1267470121383667,0.05784857273101812
11,30,42,metered_load_mw,0.3716879487037658,0.10331708192825312,0.0364850759506225
11,30,42,total_losses,0.19638592004776,0.0982711911201477,0.06601053476333621
11,30,42,congestion_price_da,0.1161879301071167,0.0382602214813233,0.025443136692047202
11,30,42,congestion_price_rt,0.0730908513069152,0.010519444942474296,-0.0034713149070740024
11,30,42,marginal_loss_price_da,0.4177303910255432,0.0523451566696167,0.011373639106750488
11,30,42,total_lmp_da,0.7357549667358398,0.05182290077209473,0.028086721897125244
11,30,42,da_as_total_mw_primary_reserve,0.1572369337081909,0.051114976406097384,0.03352940082550049
11,30,42,da_as_total_mw_synchronized_reserve,0.1389414668083191,0.036163508892059396,0.035582363605499295
11,30,42,da_as_total_mw_thirty_minutes_reserve,0.3957494497299194,0.050025880336761475,0.023240625858306885
3,18,42,net_actual_interchange_mw,0.3633514046669006,0.0754128098487854,0.07339423894882197
3,18,42,gross_actual_interchange_mw,0.2795798182487488,0.03873753547668457,0.02732479572296148
3,18,42,total_gen,0.37804114818573,0.11361229419708258,0.08832424879074097
3,18,42,metered_load_mw,0.375027596950531,0.10381931066513062,0.05961018800735479
3,18,42,total_losses,0.1955398917198181,0.07963716983795169,0.05817073583602908
3,18,42,congestion_price_da,0.0801103115081787,0.020056664943695096,0.013531923294067397
3,18,42,congestion_price_rt,0.1225588321685791,-0.0035496950149535855,0.0029116868972779014
3,18,42,marginal_loss_price_da,0.1581521034240722,0.04900866746902462,0.02405458688735962
3,18,42,total_lmp_da,0.2587886452674866,0.038108348846435575,0.022098779678344782
3,18,42,da_as_total_mw_primary_reserve,0.0985668897628784,0.052385032176971505,0.0394896864891053
3,18,42,da_as_total_mw_synchronized_reserve,0.0985404849052429,0.023035943508148207,0.01654887199401861
3,18,42,da_as_total_mw_thirty_minutes_reserve,0.2938392162322998,0.06522601842880252,0.037915706634521484
9,14,37,net_actual_interchange_mw,0.0975699424743652,0.02277487516403201,0.01272493600845341
9,14,37,gross_actual_interchange_mw,0.1079317331314086,0.02498364448547359,0.010264635086059501
9,14,37,total_gen,0.8789367079734802,0.009925603866577148,0.002806246280670166
9,14,37,metered_load_mw,0.8795272707939148,0.01584714651107788,0.0031177401542663574
9,14,37,total_losses,0.451279878616333,0.09681671857833862,0.05708199739456182
9,14,37,congestion_price_da,0.1162999272346496,0.018430352210998507,-0.0060442090034485
9,14,37,congestion_price_rt,0.0929450392723083,0.009523391723632799,0.006958484649658189
9,14,37,marginal_loss_price_da,0.3467993140220642,0.0786955356597901,-0.004505097866058294
9,14,37,total_lmp_da,0.5094833970069885,0.09555011987686163,0.017924726009368952
9,14,37,da_as_total_mw_primary_reserve,0.6444849371910095,0.013745665550231934,0.012297630310058594
9,14,37,da_as_total_mw_synchronized_reserve,0.3784025907516479,0.012131392955779974,0.0150154829025268
9,14,37,da_as_total_mw_thirty_minutes_reserve,0.3351207971572876,0.04984080791473389,0.010954320430755615
19,26,42,net_actual_interchange_mw,0.3873521685600281,0.03610199689865118,0.034116506576538086
19,26,42,gross_actual_interchange_mw,0.3670638799667358,0.0837486982345581,0.06022053956985468
19,26,42,total_gen,0.9764537215232848,0.01340985298156716,0.0025746822357175514
19,26,42,metered_load_mw,0.9864169359207152,0.013143718242645264,-0.0009555816650391735
19,26,42,total_losses,0.4791107177734375,0.03626900911331182,0.015379786491394098
19,26,42,congestion_price_da,0.1806935667991638,0.0076645612716674805,0.01023232936859128
19,26,42,congestion_price_rt,0.1085265278816223,0.014856934547424303,0.0034964680671692033
19,26,42,marginal_loss_price_da,0.4473217725753784,0.046967267990112305,0.020047247409820612
19,26,42,total_lmp_da,0.6467916965484619,0.10103893280029297,0.029356837272644043
19,26,42,da_as_total_mw_primary_reserve,0.121757686138153,0.03935301303863521,0.02845776081085201
19,26,42,da_as_total_mw_synchronized_reserve,0.1094364523887634,0.0305349826812744,0.017453610897064195
19,26,42,da_as_total_mw_thirty_minutes_reserve,0.321605920791626,0.10286200046539307,0.035380542278289795
4,8,13,net_actual_interchange_mw,0.3378685116767883,0.02796339988708496,0.010478019714355469
4,8,13,gross_actual_interchange_mw,0.2140260338783264,0.03752303123474118,0.017552077770233182
4,8,13,total_gen,0.5566611886024475,0.06588703393936163,0.018395602703094482
4,8,13,metered_load_mw,0.5402570366859436,0.07517474889755249,0.024191558361053467
4,8,13,total_losses,0.435754120349884,0.036543846130371094,0.005522668361663763
4,8,13,congestion_price_da,0.1171475648880004,0.027796864509582506,0.014191329479217502
4,8,13,congestion_price_rt,0.1171436309814453,0.007269799709320096,-0.0015912652015686035
4,8,13,marginal_loss_price_da,0.2233986854553222,0.10631394386291501,0.036303460597991916
4,8,13,total_lmp_da,0.2351272702217102,0.08445781469345101,0.06402689218521121
4,8,13,da_as_total_mw_primary_reserve,0.2740824818611145,0.02547323703765869,0.019410908222198486
4,8,13,da_as_total_mw_synchronized_reserve,0.1380210518836975,0.03319108486175541,0.010894477367401123
4,8,13,da_as_total_mw_thirty_minutes_reserve,0.4530646204948425,0.07553011178970337,0.045651853084564153
14,37,40,net_actual_interchange_mw,0.2557108998298645,0.04300814867019659,0.014691293239593506
14,37,40,gross_actual_interchange_mw,0.1505275964736938,0.028559029102325398,0.01721411943435669
14,37,40,total_gen,0.88088059425354,0.011869490146636963,0.0047501325607299805
14,37,40,metered_load_mw,0.8850994110107422,0.021419286727905273,0.00868988037109375
14,37,40,total_losses,0.4584255218505859,0.1343428492546081,0.07693678140640259
14,37,40,congestion_price_da,0.1258060336112976,-0.005916416645049993,-0.0019289255142211914
14,37,40,congestion_price_rt,0.344231903553009,0.010996043682098389,-0.014903306961059626
14,37,40,marginal_loss_price_da,0.5349908471107483,0.05616098642349249,-0.0038463473320007324
14,37,40,total_lmp_da,0.6868783831596375,0.09131377935409546,0.004555761814117432
14,37,40,da_as_total_mw_primary_reserve,0.6436620950698853,0.012922823429107666,0.011474788188934326
14,37,40,da_as_total_mw_synchronized_reserve,0.3834050297737121,0.017133831977844183,0.02001792192459101
14,37,40,da_as_total_mw_thirty_minutes_reserve,0.3520864844322204,0.06680649518966669,0.02792000770568842
1,8,42,net_actual_interchange_mw,0.3279051780700683,0.0544444322586059,0.05460995435714722
1,8,42,gross_actual_interchange_mw,0.3210427761077881,0.03516536951065069,0.01579415798187256
1,8,42,total_gen,0.8706950545310974,0.008485674858093262,0.0010176301002502441
1,8,42,metered_load_mw,0.8471062183380127,0.014921903610229492,0.002722620964050293
1,8,42,total_losses,0.2731295228004455,0.025745332241058294,0.005374431610107422
1,8,42,congestion_price_da,0.1341720819473266,0.012738287448883001,0.005704700946807806
1,8,42,congestion_price_rt,0.1046951413154602,0.01412403583526621,0.00966197252273561
1,8,42,marginal_loss_price_da,0.2668927907943725,0.042560517787933294,0.016277968883514404
1,8,42,total_lmp_da,0.4840705990791321,0.06253433227539068,0.020253121852874756
1,8,42,da_as_total_mw_primary_reserve,0.1654465198516845,0.015752375125884982,0.01015579700469968
1,8,42,da_as_total_mw_synchronized_reserve,0.1346665620803833,0.0197898149490357,0.011663198471069405
1,8,42,da_as_total_mw_thirty_minutes_reserve,0.3633183240890503,0.04081624746322632,0.0172346830368042
22,33,39,net_actual_interchange_mw,0.2466264963150024,0.02334946393966672,0.012333869934082003
22,33,39,gross_actual_interchange_mw,0.0940091609954834,0.041046321392059396,0.0016552805900574008
22,33,39,total_gen,0.4709125757217407,0.06973862648010254,0.014800965785980225
22,33,39,metered_load_mw,0.487658679485321,0.07066529989242548,0.01280677318572998
22,33,39,total_losses,0.2412631511688232,0.05384540557861328,0.019096970558166476
22,33,39,congestion_price_da,0.1471612453460693,-0.0017795562744140903,0.0012484788894653043
22,33,39,congestion_price_rt,0.434572696685791,0.011126637458801325,-0.006520569324493408
22,33,39,marginal_loss_price_da,0.4358784556388855,0.028080701828002985,0.004575192928314209
22,33,39,total_lmp_da,0.5574908256530762,0.05123072862625122,-0.00229567289352417
22,33,39,da_as_total_mw_primary_reserve,0.4606436491012573,0.0074056982994080145,0.006471931934356745
22,33,39,da_as_total_mw_synchronized_reserve,0.5394142866134644,0.015074729919433594,0.004021286964416504
22,33,39,da_as_total_mw_thirty_minutes_reserve,0.3797524571418762,0.08650684356689453,0.06459701061248779
19,22,37,net_actual_interchange_mw,0.1242322921752929,0.0588249564170837,0.0212294459342956
19,22,37,gross_actual_interchange_mw,0.1580784320831298,0.008346796035766602,-0.0025420784950256903
19,22,37,total_gen,0.9708267450332642,0.007907271385192982,-0.002753317356109619
19,22,37,metered_load_mw,0.982663094997406,0.009091019630432018,-0.00533008575439442
19,22,37,total_losses,0.4571963548660278,0.03339308500289917,0.017988324165344183
19,22,37,congestion_price_da,0.147658884525299,-0.005633294582366999,-0.00822633504867562
19,22,37,congestion_price_rt,0.1068624258041381,0.014968156814575195,0.004083752632141099
19,22,37,marginal_loss_price_da,0.3850913047790527,0.030785083770751898,-0.0038817524909973145
19,22,37,total_lmp_da,0.5742075443267822,0.07403713464736938,0.013172745704650879
19,22,37,da_as_total_mw_primary_reserve,0.6731711626052856,0.03516751527786255,0.029427409172058105
19,22,37,da_as_total_mw_synchronized_reserve,0.4245960116386413,0.046147227287292425,0.047044634819030706
19,22,37,da_as_total_mw_thirty_minutes_reserve,0.4425403475761413,0.12690049409866327,0.07584226131439209
0,8,18,net_actual_interchange_mw,0.2180235981941223,0.05785781145095828,0.01883220672607419
0,8,18,gross_actual_interchange_mw,0.1782572269439697,0.0162968039512634,0.017590999603271512
0,8,18,total_gen,0.8117165565490723,0.05285024642944336,0.017513036727905273
0,8,18,metered_load_mw,0.800189733505249,0.06101447343826294,0.023869991302490234
0,8,18,total_losses,0.6564551591873169,0.027912616729736328,0.0040558576583862305
0,8,18,congestion_price_da,0.1294150352478027,0.04287803173065191,0.009930074214935303
0,8,18,congestion_price_rt,0.0624408721923828,0.0260266661643982,0.0163629055023194
0,8,18,marginal_loss_price_da,0.3618539571762085,0.06103396415710449,0.008916914463043213
0,8,18,total_lmp_da,0.4570139646530151,0.06270700693130488,0.010471820831298773
0,8,18,da_as_total_mw_primary_reserve,0.1312545537948608,0.039665222167968806,0.01859414577484131
0,8,18,da_as_total_mw_synchronized_reserve,0.1516348123550415,0.03349924087524421,0.021247804164886502
0,8,18,da_as_total_mw_thirty_minutes_reserve,0.2239222526550293,0.1045094132423401,0.06427174806594849
