confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9801778309047222,0.008571276441216469,True
da_as_total_mw_primary_reserve,0.9677524156868458,0.04458795115351677,True
total_gen,0.956681065261364,0.019815519452095032,True
da_as_total_mw_synchronized_reserve,0.9254272431135178,0.06280732154846191,True
total_lmp_da,0.9153197482228279,0.03677746653556824,True
total_losses,0.6155685186386108,0.33749625086784363,True
congestion_price_rt,0.477939248085022,0.8532072901725769,True
marginal_loss_price_da,0.4753265976905823,0.28736087679862976,True
da_as_total_mw_thirty_minutes_reserve,0.4070572853088379,0.42551469802856445,True
congestion_price_da,0.23977965116500854,1.2884972095489502,True
gross_actual_interchange_mw,-0.5567127466201782,0.9089015126228333,False
net_actual_interchange_mw,-1.9254083633422852,2.2747650146484375,False
