feature,gate,pearson,spearman,kendall,nmi,distance_corr
marginal_loss_price_rt,0.71183693,0.5728551,0.49389133,0.34629828,1.0,0.5889969
system_energy_price_da,0.70126754,0.79645467,0.54234505,0.39456168,0.30250555,0.6891742
total_lmp_rt,0.6977304,0.624647,0.50040704,0.34625405,0.69532365,0.55750614
forecast_load_mw_latest_available,0.67685753,0.5708171,0.58281493,0.38377294,0.23244655,0.56188625
forecast_load_mw_day_ahead,0.66776794,0.543929,0.5019531,0.38930428,0.18823348,0.5582995
gen_fuel_oil_mw,0.65483356,0.64704025,0.3789073,0.25414157,0.15028624,0.5230682
gen_fuel_nuclear_pct,0.6539491,0.47529286,0.51175624,0.3515491,0.13505688,0.48714507
da_as_mcp_synchronized_reserve,0.6535556,0.5844083,0.32958835,0.27718404,0.2985833,0.4699188
gen_fuel_oil_pct,0.648116,0.6383996,0.33822542,0.2266318,0.15023518,0.49396184
gen_fuel_coal_mw,0.64776874,0.45499194,0.42214423,0.33189112,0.15446183,0.5006985
gen_fuel_gas_mw,0.6418887,0.44137484,0.4126004,0.32019645,0.11880242,0.47674707
gen_fuel_other_renewables_pct,0.63049024,0.38402724,0.4276859,0.30996534,0.09738981,0.381238
total_pjm_rmccp_cr,0.6298733,0.19145633,0.23038453,0.14221801,0.84888756,0.26598805
gen_fuel_hydro_mw,0.6291577,0.35982728,0.4012366,0.28531748,0.13266188,0.40253416
da_as_mcp_primary_reserve,0.62082374,0.46070093,0.2628087,0.17766719,0.21044517,0.33872145
rmccp,0.61103094,0.41789117,0.22804514,0.16924214,0.13452215,0.34558684
gen_fuel_hydro_pct,0.6103993,0.26905584,0.35724753,0.22980197,0.09098991,0.34917018
gen_fuel_coal_pct,0.60372055,0.3059346,0.29031134,0.2001933,0.07037857,0.3234318
gross_inadv_interchange_mw,0.600484,0.32303575,0.23932771,0.17736447,0.053398896,0.34230682
gen_fuel_storage_mw,0.5992421,0.24125017,0.29650882,0.22188629,0.044411987,0.3228184
gen_fuel_nuclear_mw,0.5955356,0.21866383,0.26843756,0.17470843,0.16371119,0.26064494
total_pjm_loc_credit,0.5868856,0.25427127,0.21819314,0.12608272,0.10095555,0.24559335
gen_fuel_multiple_fuels_mw,0.5815717,0.27276006,0.15444702,0.10451683,0.061415493,0.26470286
total_pjm_reg_purchases,0.58106214,0.20807217,0.21432842,0.12275655,0.0763645,0.23826814
total_pjm_assigned_reg,0.5632233,0.13757265,0.12033947,0.099752575,0.03516671,0.2061677
gen_fuel_gas_pct,0.5567877,0.1446308,0.1482964,0.050542764,0.0390828,0.1237627
da_as_as_req_mw_primary_reserve,0.5553527,0.12307253,0.110818915,0.086541444,0.06324382,0.11032328
da_as_as_req_mw_thirty_minutes_reserve,0.5538851,0.13868727,0.13124484,0.055088,0.039307985,0.1022311
da_as_as_req_mw_synchronized_reserve,0.5516045,0.12535438,0.122060575,0.06017097,0.059563033,0.07205551
gen_fuel_solar_mw,0.54962337,0.027944189,0.14342372,0.0823263,0.060177617,0.10318377
gen_fuel_multiple_fuels_pct,0.5490526,0.11706836,0.058778025,0.026639082,0.03526365,0.15368271
da_as_ss_mw_primary_reserve,0.548187,0.045535125,0.086944185,0.060488522,0.082704976,0.1188373
net_inadv_interchange_mw,0.5480729,0.110421054,0.09861425,0.048341706,0.025792442,0.09923149
gen_fuel_solar_pct,0.5478195,0.008213998,0.12572369,0.06133328,0.074890286,0.12057723
gen_fuel_other_renewables_mw,0.5477565,0.061385892,0.06744035,0.04793828,0.05601769,0.14830431
da_as_nsr_mw_primary_reserve,0.54769564,0.043146096,0.09198793,0.054022383,0.099893466,0.10101185
gen_fuel_wind_pct,0.54727614,0.105621904,0.079435915,0.044880416,0.040932704,0.10153966
gross_sched_interchange_mw,0.5445975,0.063915506,0.07639516,0.06279821,0.015111971,0.11612721
da_as_ss_mw_thirty_minutes_reserve,0.54427934,0.044299595,0.07417205,0.039060295,0.08471976,0.09565078
da_as_ss_mw_synchronized_reserve,0.54294485,0.041316584,0.062378746,0.040657822,0.08665644,0.08868269
total_pjm_rmpcp_cr,0.5403463,0.047191363,0.07461604,0.02383885,0.038656536,0.09045736
rmpcp,0.5367949,0.04338465,0.0661621,0.030089509,0.01692036,0.06706931
total_pjm_self_sched_reg,0.53261364,0.01687145,0.023879161,0.01175424,0.00435767,0.102805056
gen_fuel_wind_mw,0.5325101,0.006474558,0.03367326,0.021676378,0.014731952,0.0855752
da_as_ircmwt2_thirty_minutes_reserve,0.52104425,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.52104425,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.52104425,0.0,0.0,0.0,0.0,0.0
da_as_mcp_thirty_minutes_reserve,0.52104425,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_primary_reserve,0.52104425,0.0,0.0,0.0,0.0,0.0
