target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,16,0.1682627648115158,0.1660892516374588,0.17308726906776428,0.3093965947628021,0.1831640899181366
gross_actual_interchange_mw,17,0.17924858629703522,0.17805227637290955,0.1737217903137207,0.29621708393096924,0.17276032269001007
total_gen,28,0.19362890720367432,0.19377611577510834,0.19362153112888336,0.22918079793453217,0.1897926777601242
metered_load_mw,27,0.19031380116939545,0.18785952031612396,0.19684267044067383,0.23571357131004333,0.18927040696144104
total_losses,19,0.17343373596668243,0.16053983569145203,0.16765815019607544,0.3344436585903168,0.16392457485198975
congestion_price_da,8,0.1668677031993866,0.15464478731155396,0.1722588986158371,0.2461043894290924,0.26012420654296875
congestion_price_rt,11,0.1963086724281311,0.19522418081760406,0.18707579374313354,0.21690841019153595,0.20448294281959534
marginal_loss_price_da,21,0.2055961787700653,0.1832997053861618,0.19450873136520386,0.23216767609119415,0.18442770838737488
total_lmp_da,32,0.19680804014205933,0.18780863285064697,0.20128624141216278,0.2249322384595871,0.18916486203670502
da_as_total_mw_primary_reserve,11,0.23757515847682953,0.1818283647298813,0.22151626646518707,0.18083617091178894,0.17824402451515198
da_as_total_mw_synchronized_reserve,8,0.18244074285030365,0.17882820963859558,0.19113512337207794,0.26640525460243225,0.18119069933891296
da_as_total_mw_thirty_minutes_reserve,18,0.1885167807340622,0.20180845260620117,0.19432741403579712,0.23013387620449066,0.18521346151828766
