数据集,目标,字段,pearson,spearman,nmi,sage,perm_importance
pjm,net_actual_interchange_mw,gen_fuel_coal_mw,0.18504398,0.1414877241720486,0.1674938679281901,0.13009759187698364,0.3422057628631592
pjm,net_actual_interchange_mw,gen_fuel_gas_mw,0.3292328,0.33072964960294643,0.11195933194896046,0.2131599724292755,0.4739120602607727
pjm,net_actual_interchange_mw,gen_fuel_hydro_mw,0.0069341883,0.004384674676201596,0.07276490830293625,0.02218807876110077,0.07058519124984741
pjm,net_actual_interchange_mw,gen_fuel_multiple_fuels_mw,0.18881953,0.19947867715956563,0.11474396938680709,0.003829043507575989,0.008830249309539795
pjm,net_actual_interchange_mw,gen_fuel_nuclear_mw,0.39327133,0.3179688981005453,0.32151392150757374,0.2013118627667427,0.24098241329193115
pjm,net_actual_interchange_mw,gen_fuel_oil_mw,0.074027136,0.008432834761964688,0.09718080531341311,0.01809611529111862,0.024882137775421143
pjm,net_actual_interchange_mw,gen_fuel_other_renewables_mw,0.24937195,0.24113875536669294,0.1065372889622962,0.0204780313372612,0.029917418956756592
pjm,net_actual_interchange_mw,gen_fuel_solar_mw,0.16648746,0.1404280106943015,0.049263604603519084,0.024268247187137604,0.11960166692733765
pjm,net_actual_interchange_mw,gen_fuel_storage_mw,0.14280993,0.15872038663082885,0.03688918661665097,0.005717539191246033,0.002629697322845459
pjm,net_actual_interchange_mw,gen_fuel_wind_mw,0.17098184,0.18278692670728652,0.08142781952912781,-0.003982267081737518,0.03574115037918091
pjm,net_actual_interchange_mw,gen_fuel_coal_pct,0.025017697,0.047915122582018424,0.1695045605312515,0.034022226333618164,0.03445792198181152
pjm,net_actual_interchange_mw,gen_fuel_gas_pct,0.22413243,0.23174064889425902,0.07756317695497295,0.04907535821199417,0.0462377667427063
pjm,net_actual_interchange_mw,gen_fuel_hydro_pct,0.06970751,0.06539524391957084,0.029805562144889386,0.0012191668152809142,0.002969086170196533
pjm,net_actual_interchange_mw,gen_fuel_multiple_fuels_pct,0.31971315,0.30626487139706904,0.12570553140102403,0.020192700028419493,0.009648144245147705
pjm,net_actual_interchange_mw,gen_fuel_nuclear_pct,0.16824779,0.15751735936187308,0.051643509148414424,0.09632031410932541,0.28666502237319946
pjm,net_actual_interchange_mw,gen_fuel_oil_pct,0.003969187,0.061157524276721664,0.0258947130488969,0.005295341908931732,0.00811094045639038
pjm,net_actual_interchange_mw,gen_fuel_other_renewables_pct,0.123435706,0.1543971050301785,0.0450816264271765,0.015160699784755706,0.006618142127990723
pjm,net_actual_interchange_mw,gen_fuel_solar_pct,0.12440373,0.11672512202901576,0.02431673514417243,0.0061658513545989994,0.01793771982192993
pjm,net_actual_interchange_mw,gen_fuel_wind_pct,0.2131964,0.22652568480333313,0.06881310009827146,-0.01444674551486969,0.019392728805541992
pjm,net_actual_interchange_mw,forecast_load_mw_latest_available,0.16797191,0.1551293433830501,0.07841503588175147,-0.20519356429576874,0.9969351887702942
pjm,net_actual_interchange_mw,forecast_load_mw_day_ahead,0.17481709,0.1575370438270322,0.08962104500617407,-0.04004301965236664,0.30628901720046997
pjm,net_actual_interchange_mw,rmccp,0.12513666,0.19576306800789306,0.03723353390135031,0.004384421706199646,0.003018975257873535
pjm,net_actual_interchange_mw,rmpcp,0.11170629,0.15135589212172837,0.07598111838027055,0.003986963927745819,0.005279362201690674
pjm,net_actual_interchange_mw,total_pjm_loc_credit,0.0007962943,0.09220171034849489,0.012515975579641125,0.00185840904712677,0.00018012523651123047
pjm,net_actual_interchange_mw,total_pjm_reg_purchases,0.24215902,0.22973906356407123,0.13095479168203106,-0.010235609412193298,0.015190601348876953
pjm,net_actual_interchange_mw,total_pjm_self_sched_reg,0.067232594,0.09765584571946334,0.028784710148012316,0.000499759316444397,0.0016526579856872559
pjm,net_actual_interchange_mw,total_pjm_assigned_reg,0.2756651,0.2589206973818909,0.07820101206943963,0.022201623022556304,0.009374380111694336
pjm,net_actual_interchange_mw,total_pjm_rmccp_cr,0.13116413,0.21218619499099192,0.052482707583766164,0.0023393815755844115,0.0024924874305725098
pjm,net_actual_interchange_mw,total_pjm_rmpcp_cr,0.20837948,0.22919837512599728,0.1160803866484148,0.018652060925960542,0.008911967277526855
pjm,net_actual_interchange_mw,da_as_mcp_primary_reserve,0.10616921,0.12517730331027108,0.03361765778010106,0.0013584855198860168,0.0025947093963623047
pjm,net_actual_interchange_mw,da_as_mcp_synchronized_reserve,0.09615284,0.14398393110026136,0.04640755889687487,0.007825960516929626,0.013333499431610107
pjm,net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,0.40352654,0.33088653556605285,0.27033225530099303,0.004774047434329987,0.02816784381866455
pjm,net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,0.40154806,0.3300949168917563,0.2069360473741353,0.06550623565912246,0.04138225317001343
pjm,net_actual_interchange_mw,da_as_ss_mw_primary_reserve,0.035225205,0.05285753246258608,0.060671715515939084,0.005325121879577637,0.005668759346008301
pjm,net_actual_interchange_mw,da_as_nsr_mw_primary_reserve,0.15097108,0.1678039695257864,0.15869542333623876,0.004286976754665375,0.00845479965209961
pjm,net_actual_interchange_mw,system_energy_price_da,0.10766202,0.2790465084381664,0.09238023511214966,0.06818637788295746,0.12089353799819946
pjm,net_actual_interchange_mw,total_lmp_rt,0.08812581,0.19148021675073618,0.046187004395399356,-0.012844555974006654,0.05572044849395752
pjm,net_actual_interchange_mw,marginal_loss_price_rt,0.10100674,0.23075531444090386,0.05468816907290108,0.035606036186218264,0.09512203931808472
