数据集,指标,recall,precision
pjm,Pearson |r|,0.002967359050445104,1.0
pjm,Pearson |r|,0.017804154302670624,1.0
pjm,Pearson |r|,0.032640949554896145,1.0
pjm,Pearson |r|,0.04747774480712166,1.0
pjm,Pearson |r|,0.06231454005934718,1.0
pjm,Pearson |r|,0.0771513353115727,1.0
pjm,Pearson |r|,0.09198813056379822,1.0
pjm,Pearson |r|,0.10682492581602374,1.0
pjm,Pearson |r|,0.12166172106824925,1.0
pjm,Pearson |r|,0.13649851632047477,1.0
pjm,Pearson |r|,0.14540059347181009,0.9607843137254902
pjm,Pearson |r|,0.1572700296735905,0.9464285714285714
pjm,Pearson |r|,0.17210682492581603,0.9508196721311475
pjm,Pearson |r|,0.18694362017804153,0.9545454545454546
pjm,Pearson |r|,0.20178041543026706,0.9577464788732394
pjm,Pearson |r|,0.2166172106824926,0.9605263157894737
pjm,Pearson |r|,0.2314540059347181,0.9629629629629629
pjm,Pearson |r|,0.2433234421364985,0.9534883720930233
pjm,Pearson |r|,0.258160237388724,0.9560439560439561
pjm,Pearson |r|,0.27299703264094954,0.9583333333333334
pjm,Pearson |r|,0.2818991097922849,0.9405940594059405
pjm,Pearson |r|,0.29376854599406527,0.9339622641509434
pjm,Pearson |r|,0.2997032640949555,0.9099099099099099
pjm,Pearson |r|,0.3115727002967359,0.9051724137931034
pjm,Pearson |r|,0.32344213649851633,0.9008264462809917
pjm,Pearson |r|,0.33827893175074186,0.9047619047619048
pjm,Pearson |r|,0.34718100890207715,0.8931297709923665
pjm,Pearson |r|,0.3590504451038576,0.8897058823529411
pjm,Pearson |r|,0.37091988130563797,0.8865248226950354
pjm,Pearson |r|,0.3768545994065282,0.8698630136986302
pjm,Pearson |r|,0.3857566765578635,0.8609271523178808
pjm,Pearson |r|,0.39762611275964393,0.8589743589743589
pjm,Pearson |r|,0.4065281899109792,0.8509316770186336
pjm,Pearson |r|,0.41543026706231456,0.8433734939759037
pjm,Pearson |r|,0.42729970326409494,0.8421052631578947
pjm,Pearson |r|,0.4362017804154303,0.8352272727272727
pjm,Pearson |r|,0.44510385756676557,0.8287292817679558
pjm,Pearson |r|,0.4540059347181009,0.8225806451612904
pjm,Pearson |r|,0.4629080118694362,0.8167539267015707
pjm,Pearson |r|,0.4688427299703264,0.8061224489795918
pjm,Pearson |r|,0.47774480712166173,0.8009950248756219
pjm,Pearson |r|,0.4836795252225519,0.7912621359223301
pjm,Pearson |r|,0.49554896142433236,0.7914691943127962
pjm,Pearson |r|,0.5014836795252225,0.7824074074074074
pjm,Pearson |r|,0.5133531157270029,0.7828054298642534
pjm,Pearson |r|,0.5192878338278932,0.7743362831858407
pjm,Pearson |r|,0.5311572700296736,0.7748917748917749
pjm,Pearson |r|,0.5400593471810089,0.7711864406779662
pjm,Pearson |r|,0.5489614243323442,0.7676348547717843
pjm,Pearson |r|,0.5578635014836796,0.7642276422764228
pjm,Pearson |r|,0.5608308605341247,0.7529880478087649
pjm,Pearson |r|,0.56973293768546,0.75
pjm,Pearson |r|,0.5816023738872403,0.7509578544061303
pjm,Pearson |r|,0.5934718100890207,0.7518796992481203
pjm,Pearson |r|,0.6023738872403561,0.7490774907749077
pjm,Pearson |r|,0.6142433234421365,0.75
pjm,Pearson |r|,0.6261127596439169,0.7508896797153025
pjm,Pearson |r|,0.6379821958456974,0.7517482517482518
pjm,Pearson |r|,0.6468842729970327,0.7491408934707904
pjm,Pearson |r|,0.655786350148368,0.7466216216216216
pjm,Pearson |r|,0.6646884272997032,0.7441860465116279
pjm,Pearson |r|,0.6735905044510386,0.7418300653594772
pjm,Pearson |r|,0.6795252225519288,0.7363344051446945
pjm,Pearson |r|,0.6824925816023739,0.7278481012658228
pjm,Pearson |r|,0.6913946587537092,0.7258566978193146
pjm,Pearson |r|,0.6973293768545994,0.7208588957055214
pjm,Pearson |r|,0.7062314540059347,0.7190332326283988
pjm,Pearson |r|,0.7181008902077152,0.7202380952380952
pjm,Pearson |r|,0.7299703264094956,0.7214076246334311
pjm,Pearson |r|,0.7388724035608308,0.7196531791907514
pjm,Pearson |r|,0.7507418397626113,0.7207977207977208
pjm,Pearson |r|,0.7537091988130564,0.7134831460674157
pjm,Pearson |r|,0.7626112759643917,0.7119113573407202
pjm,Pearson |r|,0.771513353115727,0.7103825136612022
pjm,Pearson |r|,0.7863501483679525,0.7142857142857143
