i,j,fi,fj,conf,vi,vj,vij,max_single,synergy
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,congestion_price_rt,0.0,0.00437551736831665,0.012745022773742676,0.00437551736831665,0.008369505405426025
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,da_as_total_mw_primary_reserve,0.013137102127075195,0.002306044101715088,0.02051079273223877,0.013137102127075195,0.007373690605163574
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,da_as_total_mw_synchronized_reserve,0.04465889930725098,0.01885432004928589,0.07798731327056885,0.04465889930725098,0.03332841396331787
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.004697144031524658,0.022654592990875244,0.029902994632720947,0.022654592990875244,0.007248401641845703
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,gross_actual_interchange_mw,0.0029131174087524414,0.03597426414489746,0.03981208801269531,0.03597426414489746,0.0038378238677978516
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,marginal_loss_price_da,0.010466456413269043,0.019681036472320557,0.034516096115112305,0.019681036472320557,0.014835059642791748
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,metered_load_mw,0.05862534046173096,0.05414462089538574,0.127330482006073,0.05862534046173096,0.06870514154434204
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.021718144416809082,0.009338974952697754,0.052293598651885986,0.021718144416809082,0.030575454235076904
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,total_gen,0.06381911039352417,0.04809325933456421,0.12644332647323608,0.06381911039352417,0.06262421607971191
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,total_lmp_da,0.01505964994430542,0.03524196147918701,0.057650625705718994,0.03524196147918701,0.022408664226531982
9,36,gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,total_losses,0.06751734018325806,0.04991781711578369,0.13509291410446167,0.06751734018325806,0.06757557392120361
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,congestion_price_da,0.09656083583831787,0.06729912757873535,0.19727760553359985,0.09656083583831787,0.10071676969528198
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,congestion_price_rt,0.39875710010528564,0.00968325138092041,0.4445466995239258,0.39875710010528564,0.04578959941864014
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,da_as_total_mw_primary_reserve,0.0,0.012701034545898438,0.015062093734741211,0.012701034545898438,0.0023610591888427734
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,da_as_total_mw_synchronized_reserve,0.014980435371398926,0.01636725664138794,0.032024919986724854,0.01636725664138794,0.015657663345336914
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,da_as_total_mw_thirty_minutes_reserve,0.13670557737350464,0.008222222328186035,0.15509873628616333,0.13670557737350464,0.01839315891265869
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,gross_actual_interchange_mw,0.12213796377182007,0.6275267004966736,0.6342905759811401,0.6275267004966736,0.006763875484466553
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,marginal_loss_price_da,0.4609006643295288,0.07710427045822144,0.49439162015914917,0.4609006643295288,0.03349095582962036
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,metered_load_mw,0.3985971212387085,0.22253912687301636,0.47098231315612793,0.3985971212387085,0.07238519191741943
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,net_actual_interchange_mw,0.046090900897979736,0.09608173370361328,0.20263046026229858,0.09608173370361328,0.1065487265586853
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,total_gen,0.3363755941390991,0.2410200834274292,0.4305678606033325,0.3363755941390991,0.0941922664642334
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,total_lmp_da,0.5712572336196899,0.15100771188735962,0.6126714944839478,0.5712572336196899,0.04141426086425781
40,43,marginal_loss_price_rt,gross_inadv_interchange_mw,total_losses,0.2873595356941223,0.21546804904937744,0.3964114785194397,0.2873595356941223,0.10905194282531738
22,30,rmpcp,da_as_mcp_synchronized_reserve,congestion_price_da,0.008427202701568604,0.07273221015930176,0.08347189426422119,0.07273221015930176,0.010739684104919434
22,30,rmpcp,da_as_mcp_synchronized_reserve,congestion_price_rt,0.0012340545654296875,0.07469552755355835,0.0726887583732605,0.07469552755355835,-0.0020067691802978516
22,30,rmpcp,da_as_mcp_synchronized_reserve,da_as_total_mw_primary_reserve,0.04390239715576172,0.04541820287704468,0.07740926742553711,0.04541820287704468,0.03199106454849243
22,30,rmpcp,da_as_mcp_synchronized_reserve,da_as_total_mw_synchronized_reserve,0.028396427631378174,0.0489426851272583,0.08337664604187012,0.0489426851272583,0.034433960914611816
22,30,rmpcp,da_as_mcp_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,0.11270171403884888,0.3451758623123169,0.39802467823028564,0.3451758623123169,0.05284881591796875
22,30,rmpcp,da_as_mcp_synchronized_reserve,gross_actual_interchange_mw,0.002774834632873535,0.012646973133087158,0.021351873874664307,0.012646973133087158,0.008704900741577148
22,30,rmpcp,da_as_mcp_synchronized_reserve,marginal_loss_price_da,0.0055487751960754395,0.40355342626571655,0.42483270168304443,0.40355342626571655,0.02127927541732788
22,30,rmpcp,da_as_mcp_synchronized_reserve,metered_load_mw,0.06067079305648804,0.15492820739746094,0.1864384412765503,0.15492820739746094,0.031510233879089355
22,30,rmpcp,da_as_mcp_synchronized_reserve,net_actual_interchange_mw,0.06518048048019409,0.03038877248764038,0.08951449394226074,0.06518048048019409,0.02433401346206665
22,30,rmpcp,da_as_mcp_synchronized_reserve,total_gen,0.06757903099060059,0.13558757305145264,0.17697322368621826,0.13558757305145264,0.041385650634765625
22,30,rmpcp,da_as_mcp_synchronized_reserve,total_lmp_da,0.017649292945861816,0.6897073984146118,0.6951522827148438,0.6897073984146118,0.005444884300231934
22,30,rmpcp,da_as_mcp_synchronized_reserve,total_losses,0.01192474365234375,0.03254324197769165,0.04857492446899414,0.03254324197769165,0.01603168249130249
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,congestion_price_da,0.03360027074813843,0.027989208698272705,0.05865907669067383,0.03360027074813843,0.0250588059425354
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,congestion_price_rt,0.012352287769317627,0.03729516267776489,0.057872116565704346,0.03729516267776489,0.020576953887939453
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,da_as_total_mw_primary_reserve,0.042991697788238525,0.0815117359161377,0.13907235860824585,0.0815117359161377,0.057560622692108154
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,da_as_total_mw_synchronized_reserve,0.07519501447677612,0.033805787563323975,0.09869247674942017,0.07519501447677612,0.023497462272644043
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,da_as_total_mw_thirty_minutes_reserve,0.03458762168884277,0.15808749198913574,0.2086077332496643,0.15808749198913574,0.050520241260528564
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,gross_actual_interchange_mw,0.08286905288696289,0.1348394751548767,0.17659491300582886,0.1348394751548767,0.04175543785095215
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,marginal_loss_price_da,0.04007291793823242,0.06836199760437012,0.12528622150421143,0.06836199760437012,0.05692422389984131
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,metered_load_mw,0.2226024866104126,0.12786918878555298,0.294014036655426,0.2226024866104126,0.07141155004501343
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,net_actual_interchange_mw,0.07173275947570801,0.1736796498298645,0.22653186321258545,0.1736796498298645,0.05285221338272095
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,total_gen,0.2335335612297058,0.13001585006713867,0.3046826124191284,0.2335335612297058,0.07114905118942261
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,total_lmp_da,0.0897301435470581,0.16762763261795044,0.2390257716178894,0.16762763261795044,0.07139813899993896
11,24,gen_fuel_gas_pct,total_pjm_reg_purchases,total_losses,0.06562519073486328,0.046831488609313965,0.09957140684127808,0.06562519073486328,0.033946216106414795
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,congestion_price_da,0.06922268867492676,0.06729912757873535,0.11606913805007935,0.06922268867492676,0.04684644937515259
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,congestion_price_rt,0.02604997158050537,0.00968325138092041,0.05251568555831909,0.02604997158050537,0.02646571397781372
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,da_as_total_mw_primary_reserve,0.2265702486038208,0.012701034545898438,0.22992366552352905,0.2265702486038208,0.003353416919708252
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,da_as_total_mw_synchronized_reserve,0.0918741226196289,0.01636725664138794,0.11426639556884766,0.0918741226196289,0.02239227294921875
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,da_as_total_mw_thirty_minutes_reserve,0.32609856128692627,0.008222222328186035,0.38220375776290894,0.32609856128692627,0.056105196475982666
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,gross_actual_interchange_mw,0.1611422896385193,0.6275267004966736,0.6516503095626831,0.6275267004966736,0.02412360906600952
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,marginal_loss_price_da,0.10708892345428467,0.07710427045822144,0.1969946026802063,0.10708892345428467,0.08990567922592163
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,metered_load_mw,0.44651031494140625,0.22253912687301636,0.5143613815307617,0.44651031494140625,0.06785106658935547
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,0.28253573179244995,0.09608173370361328,0.35219138860702515,0.28253573179244995,0.0696556568145752
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,total_gen,0.49834293127059937,0.2410200834274292,0.5719515681266785,0.49834293127059937,0.0736086368560791
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,total_lmp_da,0.07990908622741699,0.15100771188735962,0.22866833209991455,0.15100771188735962,0.07766062021255493
4,43,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,total_losses,0.43912720680236816,0.21546804904937744,0.5127464532852173,0.43912720680236816,0.07361924648284912
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,congestion_price_da,0.06922268867492676,0.01107853651046753,0.1062476634979248,0.06922268867492676,0.03702497482299805
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,congestion_price_rt,0.02604997158050537,0.04175841808319092,0.06447774171829224,0.04175841808319092,0.02271932363510132
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,da_as_total_mw_primary_reserve,0.2265702486038208,0.6346538066864014,0.6910606622695923,0.6346538066864014,0.05640685558319092
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,da_as_total_mw_synchronized_reserve,0.0918741226196289,0.3535104990005493,0.4612939953804016,0.3535104990005493,0.1077834963798523
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,da_as_total_mw_thirty_minutes_reserve,0.32609856128692627,0.31920063495635986,0.44991183280944824,0.32609856128692627,0.12381327152252197
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,gross_actual_interchange_mw,0.1611422896385193,0.04310506582260132,0.166253924369812,0.1611422896385193,0.005111634731292725
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,marginal_loss_price_da,0.10708892345428467,0.04444700479507446,0.2151888608932495,0.10708892345428467,0.10809993743896484
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,metered_load_mw,0.44651031494140625,0.11058717966079712,0.5070546865463257,0.44651031494140625,0.060544371604919434
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,net_actual_interchange_mw,0.28253573179244995,0.1132543683052063,0.28206920623779297,0.28253573179244995,-0.0004665255546569824
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,total_gen,0.49834293127059937,0.12188047170639038,0.548907995223999,0.49834293127059937,0.05056506395339966
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,total_lmp_da,0.07990908622741699,0.10835462808609009,0.2640320062637329,0.10835462808609009,0.15567737817764282
4,37,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,total_losses,0.43912720680236816,0.10754275321960449,0.4391930103302002,0.43912720680236816,6.580352783203125e-05
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,congestion_price_da,0.009830892086029053,0.06729912757873535,0.07515227794647217,0.06729912757873535,0.007853150367736816
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,congestion_price_rt,0.00437551736831665,0.00968325138092041,0.01800680160522461,0.00968325138092041,0.0083235502243042
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,da_as_total_mw_primary_reserve,0.002306044101715088,0.012701034545898438,0.01841557025909424,0.012701034545898438,0.005714535713195801
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,da_as_total_mw_synchronized_reserve,0.01885432004928589,0.01636725664138794,0.039868175983428955,0.01885432004928589,0.021013855934143066
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,da_as_total_mw_thirty_minutes_reserve,0.022654592990875244,0.008222222328186035,0.04699629545211792,0.022654592990875244,0.024341702461242676
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,gross_actual_interchange_mw,0.03597426414489746,0.6275267004966736,0.6331405639648438,0.6275267004966736,0.005613863468170166
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,marginal_loss_price_da,0.019681036472320557,0.07710427045822144,0.08862006664276123,0.07710427045822144,0.011515796184539795
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,metered_load_mw,0.05414462089538574,0.22253912687301636,0.2643156051635742,0.22253912687301636,0.04177647829055786
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,net_actual_interchange_mw,0.009338974952697754,0.09608173370361328,0.11762064695358276,0.09608173370361328,0.021538913249969482
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,total_gen,0.04809325933456421,0.2410200834274292,0.2798304557800293,0.2410200834274292,0.0388103723526001
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,total_lmp_da,0.03524196147918701,0.15100771188735962,0.1776086688041687,0.15100771188735962,0.026600956916809082
36,43,da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,total_losses,0.04991781711578369,0.21546804904937744,0.2497016191482544,0.21546804904937744,0.03423357009887695
22,28,rmpcp,total_pjm_rmpcp_cr,congestion_price_da,0.008427202701568604,0.007127821445465088,0.021394193172454834,0.008427202701568604,0.01296699047088623
22,28,rmpcp,total_pjm_rmpcp_cr,congestion_price_rt,0.0012340545654296875,0.005011498928070068,0.018663108348846436,0.005011498928070068,0.013651609420776367
22,28,rmpcp,total_pjm_rmpcp_cr,da_as_total_mw_primary_reserve,0.04390239715576172,0.04380720853805542,0.0887555480003357,0.04390239715576172,0.044853150844573975
22,28,rmpcp,total_pjm_rmpcp_cr,da_as_total_mw_synchronized_reserve,0.028396427631378174,0.029383480548858643,0.04440838098526001,0.029383480548858643,0.015024900436401367
22,28,rmpcp,total_pjm_rmpcp_cr,da_as_total_mw_thirty_minutes_reserve,0.11270171403884888,0.1090238094329834,0.1647639274597168,0.11270171403884888,0.05206221342086792
22,28,rmpcp,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.002774834632873535,0.008168697357177734,0.019643962383270264,0.008168697357177734,0.01147526502609253
22,28,rmpcp,total_pjm_rmpcp_cr,marginal_loss_price_da,0.0055487751960754395,0.0008310675621032715,0.0034660696983337402,0.0055487751960754395,-0.0020827054977416992
22,28,rmpcp,total_pjm_rmpcp_cr,metered_load_mw,0.06067079305648804,0.06453311443328857,0.08494424819946289,0.06453311443328857,0.020411133766174316
22,28,rmpcp,total_pjm_rmpcp_cr,net_actual_interchange_mw,0.06518048048019409,0.10284316539764404,0.2139432430267334,0.10284316539764404,0.11110007762908936
22,28,rmpcp,total_pjm_rmpcp_cr,total_gen,0.06757903099060059,0.07542657852172852,0.10757774114608765,0.07542657852172852,0.03215116262435913
22,28,rmpcp,total_pjm_rmpcp_cr,total_lmp_da,0.017649292945861816,0.009779393672943115,0.015104830265045166,0.017649292945861816,-0.0025444626808166504
22,28,rmpcp,total_pjm_rmpcp_cr,total_losses,0.01192474365234375,0.011460304260253906,0.027678489685058594,0.01192474365234375,0.015753746032714844
0,38,gen_fuel_coal_mw,system_energy_price_da,congestion_price_da,0.09527891874313354,0.10350126028060913,0.27677810192108154,0.10350126028060913,0.1732768416404724
0,38,gen_fuel_coal_mw,system_energy_price_da,congestion_price_rt,0.033733904361724854,0.17142421007156372,0.18660128116607666,0.17142421007156372,0.01517707109451294
0,38,gen_fuel_coal_mw,system_energy_price_da,da_as_total_mw_primary_reserve,0.10008060932159424,0.03219062089920044,0.19397318363189697,0.10008060932159424,0.09389257431030273
0,38,gen_fuel_coal_mw,system_energy_price_da,da_as_total_mw_synchronized_reserve,0.09980005025863647,0.0743303894996643,0.18119055032730103,0.09980005025863647,0.08139050006866455
0,38,gen_fuel_coal_mw,system_energy_price_da,da_as_total_mw_thirty_minutes_reserve,0.1012609601020813,0.33354824781417847,0.5441989898681641,0.33354824781417847,0.2106507420539856
0,38,gen_fuel_coal_mw,system_energy_price_da,gross_actual_interchange_mw,0.13980311155319214,0.08454740047454834,0.1641901135444641,0.13980311155319214,0.024387001991271973
0,38,gen_fuel_coal_mw,system_energy_price_da,marginal_loss_price_da,0.3517560362815857,0.6481409668922424,0.6846221685409546,0.6481409668922424,0.03648120164871216
0,38,gen_fuel_coal_mw,system_energy_price_da,metered_load_mw,0.7515122890472412,0.45412468910217285,0.8263274431228638,0.7515122890472412,0.07481515407562256
0,38,gen_fuel_coal_mw,system_energy_price_da,net_actual_interchange_mw,0.18352478742599487,0.1043824553489685,0.3697229027748108,0.18352478742599487,0.18619811534881592
0,38,gen_fuel_coal_mw,system_energy_price_da,total_gen,0.7657418251037598,0.38641905784606934,0.8185867071151733,0.7657418251037598,0.052844882011413574
0,38,gen_fuel_coal_mw,system_energy_price_da,total_lmp_da,0.37581318616867065,0.9828075170516968,0.9855652451515198,0.9828075170516968,0.002757728099822998
0,38,gen_fuel_coal_mw,system_energy_price_da,total_losses,0.5048320293426514,0.2055281400680542,0.5330629944801331,0.5048320293426514,0.02823096513748169
11,31,gen_fuel_gas_pct,da_as_as_req_mw_primary_reserve,congestion_price_da,0.03360027074813843,0.06838631629943848,0.08905923366546631,0.06838631629943848,0.020672917366027832
