fi,fj,fk,conf,v_ijk_est,best_pair,syn3_est
gen_fuel_gas_mw,gen_fuel_gas_pct,forecast_load_mw_latest_available,da_as_total_mw_thirty_minutes_reserve,0.4950922131538391,0.35542815923690796,0.13966405391693115
gen_fuel_wind_mw,gen_fuel_wind_pct,da_as_mcp_primary_reserve,marginal_loss_price_da,0.5070499777793884,0.3675476908683777,0.13950228691101074
gen_fuel_nuclear_pct,forecast_load_mw_latest_available,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.570337176322937,0.43106746673583984,0.13926970958709717
gen_fuel_nuclear_mw,gen_fuel_solar_mw,gen_fuel_solar_pct,da_as_total_mw_thirty_minutes_reserve,0.5109080076217651,0.37180840969085693,0.1390995979309082
gen_fuel_gas_mw,gen_fuel_nuclear_pct,gen_fuel_solar_pct,total_losses,0.5133221745491028,0.3744262456893921,0.1388959288597107
gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,da_as_as_req_mw_primary_reserve,da_as_total_mw_thirty_minutes_reserve,0.46530967950820923,0.3264702558517456,0.13883942365646362
gen_fuel_multiple_fuels_pct,da_as_as_req_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,total_gen,0.49341505765914917,0.3546212315559387,0.13879382610321045
gen_fuel_oil_mw,gen_fuel_wind_mw,gen_fuel_wind_pct,da_as_total_mw_thirty_minutes_reserve,0.3972223401069641,0.2586023211479187,0.1386200189590454
gen_fuel_solar_mw,gen_fuel_solar_pct,system_energy_price_da,net_actual_interchange_mw,0.26477259397506714,0.1265277862548828,0.13824480772018433
gen_fuel_coal_mw,gen_fuel_nuclear_pct,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.5567871332168579,0.41855108737945557,0.13823604583740234
gen_fuel_coal_mw,gen_fuel_nuclear_pct,da_as_as_req_mw_primary_reserve,da_as_total_mw_thirty_minutes_reserve,0.5571588277816772,0.41904568672180176,0.1381131410598755
gen_fuel_gas_mw,gen_fuel_solar_pct,forecast_load_mw_latest_available,total_losses,0.6831256747245789,0.5454469919204712,0.13767868280410767
gen_fuel_other_renewables_mw,gen_fuel_nuclear_pct,gen_fuel_other_renewables_pct,da_as_total_mw_thirty_minutes_reserve,0.5041806101799011,0.36657583713531494,0.13760477304458618
gen_fuel_solar_mw,da_as_mcp_primary_reserve,gross_inadv_interchange_mw,total_gen,0.4432438015937805,0.3059249520301819,0.13731884956359863
gen_fuel_multiple_fuels_pct,da_as_as_req_mw_primary_reserve,gross_inadv_interchange_mw,metered_load_mw,0.4584423899650574,0.3212581276893616,0.1371842622756958
gen_fuel_multiple_fuels_mw,gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct,total_losses,0.4822136163711548,0.34514135122299194,0.13707226514816284
gen_fuel_gas_mw,gen_fuel_solar_pct,forecast_load_mw_day_ahead,total_losses,0.6616179943084717,0.5249142646789551,0.1367037296295166
gen_fuel_coal_mw,gen_fuel_nuclear_pct,da_as_as_req_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,0.5555809736251831,0.4193528890609741,0.13622808456420898
gen_fuel_hydro_mw,gen_fuel_other_renewables_mw,gen_fuel_coal_pct,da_as_total_mw_thirty_minutes_reserve,0.41587817668914795,0.2807735204696655,0.13510465621948242
gen_fuel_multiple_fuels_pct,da_as_as_req_mw_synchronized_reserve,gross_inadv_interchange_mw,metered_load_mw,0.45806145668029785,0.32309532165527344,0.13496613502502441
gen_fuel_gas_mw,gen_fuel_solar_mw,forecast_load_mw_latest_available,total_losses,0.6803632974624634,0.5454469919204712,0.1349163055419922
gen_fuel_coal_mw,gen_fuel_multiple_fuels_mw,gross_sched_interchange_mw,net_actual_interchange_mw,0.476487934589386,0.3426191806793213,0.1338687539100647
gen_fuel_multiple_fuels_pct,da_as_as_req_mw_synchronized_reserve,gross_inadv_interchange_mw,total_gen,0.4876171946525574,0.3542103171348572,0.1334068775177002
gen_fuel_other_renewables_mw,da_as_mcp_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,total_gen,0.4604278802871704,0.3271946907043457,0.1332331895828247
gen_fuel_solar_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,total_gen,0.7109916806221008,0.5780055522918701,0.1329861283302307
gen_fuel_coal_mw,gen_fuel_multiple_fuels_pct,gross_sched_interchange_mw,net_actual_interchange_mw,0.5106204748153687,0.37768250703811646,0.1329379677772522
gen_fuel_gas_mw,gen_fuel_solar_mw,forecast_load_mw_day_ahead,total_losses,0.6578293442726135,0.5249142646789551,0.13291507959365845
gen_fuel_gas_mw,gen_fuel_gas_pct,forecast_load_mw_day_ahead,da_as_total_mw_thirty_minutes_reserve,0.48811012506484985,0.35542815923690796,0.1326819658279419
gen_fuel_multiple_fuels_pct,da_as_as_req_mw_primary_reserve,gross_inadv_interchange_mw,total_gen,0.48775017261505127,0.35518741607666016,0.1325627565383911
gen_fuel_gas_mw,gen_fuel_nuclear_mw,gen_fuel_wind_pct,total_losses,0.6714929342269897,0.5389546155929565,0.1325383186340332
gen_fuel_gas_mw,da_as_mcp_primary_reserve,system_energy_price_da,da_as_total_mw_synchronized_reserve,0.3504255414009094,0.21799814701080322,0.1324273943901062
gen_fuel_nuclear_pct,forecast_load_mw_day_ahead,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.5662596225738525,0.4340675473213196,0.13219207525253296
gen_fuel_coal_mw,gen_fuel_hydro_mw,gen_fuel_other_renewables_mw,da_as_total_mw_thirty_minutes_reserve,0.4344283938407898,0.30236536264419556,0.13206303119659424
gen_fuel_gas_pct,gen_fuel_other_renewables_pct,system_energy_price_da,total_losses,0.39515453577041626,0.2633376121520996,0.13181692361831665
gen_fuel_solar_mw,gen_fuel_gas_pct,gen_fuel_nuclear_pct,marginal_loss_price_da,0.5224642753601074,0.39071518182754517,0.13174909353256226
gen_fuel_solar_pct,da_as_mcp_synchronized_reserve,gross_inadv_interchange_mw,metered_load_mw,0.45670539140701294,0.3249678611755371,0.13173753023147583
gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gross_sched_interchange_mw,net_actual_interchange_mw,0.5011250972747803,0.36957550048828125,0.13154959678649902
gen_fuel_solar_pct,forecast_load_mw_day_ahead,system_energy_price_da,congestion_price_da,0.3260064721107483,0.19453775882720947,0.13146871328353882
gen_fuel_solar_mw,gen_fuel_multiple_fuels_pct,gen_fuel_solar_pct,da_as_total_mw_thirty_minutes_reserve,0.37793833017349243,0.2464802861213684,0.13145804405212402
gen_fuel_solar_mw,da_as_mcp_primary_reserve,gross_inadv_interchange_mw,metered_load_mw,0.43461984395980835,0.3031963109970093,0.13142353296279907
gen_fuel_solar_mw,forecast_load_mw_day_ahead,system_energy_price_da,congestion_price_da,0.32574987411499023,0.19453775882720947,0.13121211528778076
gen_fuel_gas_pct,forecast_load_mw_day_ahead,marginal_loss_price_rt,total_losses,0.6793884634971619,0.5482375621795654,0.13115090131759644
gen_fuel_coal_mw,total_lmp_rt,marginal_loss_price_rt,total_losses,0.6949945092201233,0.5642585754394531,0.13073593378067017
gen_fuel_wind_mw,gen_fuel_wind_pct,da_as_mcp_primary_reserve,total_lmp_da,0.7463959455490112,0.6159229278564453,0.13047301769256592
gen_fuel_solar_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,metered_load_mw,0.7050127983093262,0.5747642517089844,0.1302485466003418
gen_fuel_hydro_mw,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,net_actual_interchange_mw,0.3155651092529297,0.18582475185394287,0.12974035739898682
gen_fuel_gas_mw,gen_fuel_multiple_fuels_pct,gross_sched_interchange_mw,net_actual_interchange_mw,0.5073854923248291,0.37768250703811646,0.12970298528671265
gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,da_as_total_mw_thirty_minutes_reserve,0.45617055892944336,0.3264702558517456,0.12970030307769775
gen_fuel_gas_pct,gen_fuel_other_renewables_pct,total_lmp_rt,total_losses,0.36434322595596313,0.23472023010253906,0.12962299585342407
gen_fuel_nuclear_pct,gen_fuel_solar_pct,system_energy_price_da,congestion_price_da,0.28644323348999023,0.15683001279830933,0.1296132206916809
gen_fuel_coal_mw,gen_fuel_gas_pct,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.3947247266769409,0.26532626152038574,0.12939846515655518
gen_fuel_gas_mw,gen_fuel_solar_mw,gen_fuel_nuclear_pct,total_losses,0.5036182403564453,0.3744262456893921,0.12919199466705322
gen_fuel_other_renewables_mw,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,total_gen,0.461448073387146,0.33237582445144653,0.12907224893569946
gen_fuel_coal_mw,gen_fuel_coal_pct,gen_fuel_oil_pct,da_as_total_mw_thirty_minutes_reserve,0.538130521774292,0.40966421365737915,0.12846630811691284
gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,forecast_load_mw_latest_available,net_actual_interchange_mw,0.32592976093292236,0.19782137870788574,0.12810838222503662
gen_fuel_gas_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,total_losses,0.6764551997184753,0.5484380722045898,0.1280171275138855
forecast_load_mw_day_ahead,da_as_mcp_primary_reserve,system_energy_price_da,da_as_total_mw_synchronized_reserve,0.3006071448326111,0.17262130975723267,0.12798583507537842
gen_fuel_gas_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,total_losses,0.7023669481277466,0.5744427442550659,0.12792420387268066
gen_fuel_oil_mw,gen_fuel_oil_pct,system_energy_price_da,net_actual_interchange_mw,0.37882572412490845,0.25096583366394043,0.12785989046096802
gen_fuel_multiple_fuels_mw,da_as_as_req_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,total_gen,0.5724790096282959,0.44473719596862793,0.12774181365966797
gen_fuel_nuclear_mw,system_energy_price_da,gross_sched_interchange_mw,net_actual_interchange_mw,0.5380654335021973,0.41049623489379883,0.12756919860839844
gen_fuel_gas_pct,system_energy_price_da,gross_inadv_interchange_mw,total_losses,0.44964033365249634,0.3223308324813843,0.12730950117111206
forecast_load_mw_latest_available,da_as_mcp_primary_reserve,system_energy_price_da,da_as_total_mw_synchronized_reserve,0.29918545484542847,0.17262130975723267,0.1265641450881958
gen_fuel_other_renewables_mw,da_as_as_req_mw_thirty_minutes_reserve,total_lmp_rt,total_gen,0.6047261953353882,0.47846078872680664,0.12626540660858154
gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,da_as_mcp_primary_reserve,total_lmp_da,0.788297712802887,0.6625613570213318,0.12573635578155518
gen_fuel_oil_mw,gen_fuel_oil_pct,gross_sched_interchange_mw,net_actual_interchange_mw,0.3817811608314514,0.25606220960617065,0.12571895122528076
gen_fuel_coal_mw,gen_fuel_oil_mw,gen_fuel_coal_pct,da_as_total_mw_thirty_minutes_reserve,0.5352646112442017,0.40966421365737915,0.1256003975868225
gen_fuel_gas_pct,forecast_load_mw_latest_available,marginal_loss_price_rt,total_losses,0.6835460066795349,0.5580329298973083,0.12551307678222656
gen_fuel_multiple_fuels_mw,gen_fuel_wind_mw,gen_fuel_wind_pct,net_actual_interchange_mw,0.27803415060043335,0.15266352891921997,0.12537062168121338
gen_fuel_coal_mw,gen_fuel_other_renewables_mw,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.3813973665237427,0.25613564252853394,0.12526172399520874
gen_fuel_gas_mw,gen_fuel_oil_pct,gross_sched_interchange_mw,net_actual_interchange_mw,0.41013991832733154,0.2848944067955017,0.12524551153182983
gen_fuel_hydro_mw,gen_fuel_multiple_fuels_pct,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.4626653790473938,0.3376043438911438,0.12506103515625
gen_fuel_other_renewables_mw,da_as_mcp_synchronized_reserve,da_as_as_req_mw_synchronized_reserve,total_gen,0.4593634009361267,0.3343992829322815,0.12496411800384521
gen_fuel_nuclear_mw,gen_fuel_multiple_fuels_pct,da_as_mcp_primary_reserve,marginal_loss_price_da,0.5769816637039185,0.45229482650756836,0.1246868371963501
gen_fuel_other_renewables_mw,da_as_mcp_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,total_gen,0.4305988550186157,0.30593228340148926,0.12466657161712646
gen_fuel_hydro_mw,gen_fuel_nuclear_mw,gen_fuel_multiple_fuels_pct,total_lmp_da,0.4999843239784241,0.3759593963623047,0.12402492761611938
gen_fuel_hydro_mw,gen_fuel_multiple_fuels_pct,da_as_as_req_mw_primary_reserve,da_as_total_mw_thirty_minutes_reserve,0.4708619713783264,0.347215473651886,0.12364649772644043
gen_fuel_coal_mw,gen_fuel_gas_pct,da_as_as_req_mw_primary_reserve,da_as_total_mw_thirty_minutes_reserve,0.398884654045105,0.2754577398300171,0.12342691421508789
gen_fuel_hydro_mw,gen_fuel_multiple_fuels_pct,da_as_as_req_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,0.47041022777557373,0.3470195531845093,0.12339067459106445
gen_fuel_solar_mw,gen_fuel_nuclear_pct,system_energy_price_da,congestion_price_da,0.2788386344909668,0.15552693605422974,0.12331169843673706
gen_fuel_gas_mw,total_lmp_rt,marginal_loss_price_rt,total_losses,0.6537680625915527,0.5305348634719849,0.12323319911956787
gen_fuel_coal_mw,gen_fuel_gas_pct,da_as_as_req_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,0.3988926410675049,0.2759581208229065,0.12293452024459839
gen_fuel_coal_pct,system_energy_price_da,gross_sched_interchange_mw,net_actual_interchange_mw,0.49985843896865845,0.3772205114364624,0.12263792753219604
gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.5227738618850708,0.40039414167404175,0.12237972021102905
gen_fuel_gas_mw,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,da_as_total_mw_primary_reserve,0.40250730514526367,0.28024226427078247,0.1222650408744812
gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gen_fuel_hydro_pct,da_as_total_mw_primary_reserve,0.39811426401138306,0.2760743498802185,0.12203991413116455
gen_fuel_hydro_mw,gen_fuel_multiple_fuels_pct,forecast_load_mw_latest_available,da_as_total_mw_primary_reserve,0.33071810007095337,0.20918911695480347,0.1215289831161499
gen_fuel_solar_mw,forecast_load_mw_latest_available,system_energy_price_da,congestion_price_da,0.3347291946411133,0.21355247497558594,0.12117671966552734
gen_fuel_coal_mw,gen_fuel_hydro_mw,gen_fuel_coal_pct,da_as_total_mw_primary_reserve,0.30951541662216187,0.1883537769317627,0.12116163969039917
gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_pct,da_as_total_mw_primary_reserve,0.4013124108314514,0.28024226427078247,0.12107014656066895
gen_fuel_wind_mw,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,total_losses,0.4058685302734375,0.2849186062812805,0.12094992399215698
gen_fuel_other_renewables_mw,forecast_load_mw_latest_available,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.5516990423202515,0.43106746673583984,0.12063157558441162
gen_fuel_other_renewables_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,da_as_total_mw_thirty_minutes_reserve,0.3658711910247803,0.24539291858673096,0.12047827243804932
gen_fuel_other_renewables_mw,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,metered_load_mw,0.4382392168045044,0.317854106426239,0.12038511037826538
gen_fuel_other_renewables_mw,da_as_mcp_primary_reserve,da_as_as_req_mw_synchronized_reserve,total_gen,0.4287174940109253,0.3084873557090759,0.12023013830184937
gen_fuel_solar_mw,system_energy_price_da,gross_inadv_interchange_mw,total_gen,0.60186767578125,0.48165297508239746,0.12021470069885254
gen_fuel_other_renewables_mw,da_as_mcp_primary_reserve,da_as_as_req_mw_primary_reserve,total_gen,0.42799967527389526,0.30789101123809814,0.12010866403579712
gen_fuel_oil_pct,forecast_load_mw_latest_available,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.551593542098999,0.43149125576019287,0.12010228633880615
