fi,fj,fk,conf,v_ijk_est,best_pair,syn3_est
gen_fuel_gas_mw,gen_fuel_gas_pct,forecast_load_mw_latest_available,net_actual_interchange_mw,0.6595873832702637,0.23832601308822632,0.42126137018203735
gen_fuel_nuclear_mw,gen_fuel_nuclear_pct,forecast_load_mw_latest_available,net_actual_interchange_mw,0.6852980852127075,0.35498476028442383,0.3303133249282837
gen_fuel_gas_mw,gen_fuel_gas_pct,forecast_load_mw_day_ahead,net_actual_interchange_mw,0.5531027317047119,0.2261912226676941,0.3269115090370178
gen_fuel_coal_mw,gen_fuel_coal_pct,forecast_load_mw_latest_available,net_actual_interchange_mw,0.6010255217552185,0.2771430015563965,0.323882520198822
gen_fuel_coal_mw,gen_fuel_coal_pct,forecast_load_mw_day_ahead,net_actual_interchange_mw,0.5273212194442749,0.2771430015563965,0.2501782178878784
gen_fuel_nuclear_mw,gen_fuel_nuclear_pct,forecast_load_mw_day_ahead,net_actual_interchange_mw,0.5873254537582397,0.35118818283081055,0.2361372709274292
gen_fuel_nuclear_pct,system_energy_price_da,gross_sched_interchange_mw,net_actual_interchange_mw,0.6023783683776855,0.378265917301178,0.22411245107650757
gen_fuel_hydro_mw,gen_fuel_hydro_pct,system_energy_price_da,net_actual_interchange_mw,0.4008883833885193,0.18328964710235596,0.21759873628616333
gen_fuel_wind_mw,gen_fuel_wind_pct,system_energy_price_da,net_actual_interchange_mw,0.3706863522529602,0.15522992610931396,0.21545642614364624
gen_fuel_coal_mw,gen_fuel_coal_pct,gen_fuel_nuclear_pct,da_as_total_mw_thirty_minutes_reserve,0.6271839141845703,0.41855108737945557,0.20863282680511475
gen_fuel_hydro_mw,gen_fuel_hydro_pct,system_energy_price_da,da_as_total_mw_thirty_minutes_reserve,0.5672668218612671,0.372194766998291,0.19507205486297607
gen_fuel_wind_mw,gen_fuel_wind_pct,system_energy_price_da,da_as_total_mw_thirty_minutes_reserve,0.587992787361145,0.3940744996070862,0.19391828775405884
gen_fuel_wind_mw,gen_fuel_wind_pct,marginal_loss_price_rt,net_actual_interchange_mw,0.3306303024291992,0.13971281051635742,0.1909174919128418
gen_fuel_gas_pct,gen_fuel_nuclear_pct,gen_fuel_solar_pct,total_losses,0.5426963567733765,0.35347193479537964,0.18922442197799683
gen_fuel_solar_mw,gen_fuel_gas_pct,gen_fuel_nuclear_pct,total_losses,0.5231441855430603,0.3394477367401123,0.183696448802948
gen_fuel_other_renewables_mw,gen_fuel_wind_mw,gen_fuel_other_renewables_pct,total_losses,0.5828300714492798,0.4009295105934143,0.18190056085586548
gen_fuel_gas_mw,marginal_loss_price_rt,gross_sched_interchange_mw,net_actual_interchange_mw,0.5447373390197754,0.366102397441864,0.17863494157791138
gen_fuel_gas_mw,system_energy_price_da,gross_sched_interchange_mw,net_actual_interchange_mw,0.6201047897338867,0.44575101137161255,0.17435377836227417
gen_fuel_gas_mw,gen_fuel_solar_mw,gen_fuel_gas_pct,total_losses,0.7117593288421631,0.5375759601593018,0.17418336868286133
gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,system_energy_price_da,net_actual_interchange_mw,0.41891902685165405,0.24754655361175537,0.17137247323989868
gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,total_losses,0.5720118284225464,0.4009295105934143,0.17108231782913208
gen_fuel_gas_mw,gen_fuel_gas_pct,gen_fuel_solar_pct,total_losses,0.708572506904602,0.5375759601593018,0.1709965467453003
forecast_load_mw_day_ahead,system_energy_price_da,gross_sched_interchange_mw,net_actual_interchange_mw,0.5476553440093994,0.3772205114364624,0.170434832572937
gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,da_as_mcp_primary_reserve,marginal_loss_price_da,0.6210089921951294,0.45229482650756836,0.16871416568756104
gen_fuel_hydro_mw,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,da_as_total_mw_thirty_minutes_reserve,0.5279860496520996,0.36040782928466797,0.16757822036743164
gen_fuel_coal_mw,system_energy_price_da,gross_sched_interchange_mw,net_actual_interchange_mw,0.5439770817756653,0.3772205114364624,0.16675657033920288
gen_fuel_gas_mw,total_lmp_rt,gross_sched_interchange_mw,net_actual_interchange_mw,0.4959087371826172,0.3296390175819397,0.1662697196006775
gen_fuel_nuclear_pct,marginal_loss_price_rt,gross_sched_interchange_mw,net_actual_interchange_mw,0.5092408657073975,0.34418123960494995,0.1650596261024475
gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,system_energy_price_da,da_as_total_mw_thirty_minutes_reserve,0.5938511490821838,0.42999351024627686,0.16385763883590698
forecast_load_mw_latest_available,system_energy_price_da,gross_sched_interchange_mw,net_actual_interchange_mw,0.5406372547149658,0.3772205114364624,0.16341674327850342
gen_fuel_coal_mw,marginal_loss_price_rt,gross_sched_interchange_mw,net_actual_interchange_mw,0.5043976306915283,0.34418123960494995,0.16021639108657837
gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_hydro_pct,net_actual_interchange_mw,0.30704253911972046,0.1486135721206665,0.15842896699905396
gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_hydro_pct,total_losses,0.5582582950592041,0.40110689401626587,0.15715140104293823
gen_fuel_wind_mw,gen_fuel_nuclear_pct,gen_fuel_wind_pct,da_as_total_mw_thirty_minutes_reserve,0.39888113737106323,0.24184739589691162,0.1570337414741516
gen_fuel_other_renewables_mw,gen_fuel_multiple_fuels_pct,gen_fuel_other_renewables_pct,da_as_total_mw_thirty_minutes_reserve,0.4827585220336914,0.3264702558517456,0.1562882661819458
forecast_load_mw_day_ahead,total_lmp_rt,marginal_loss_price_rt,total_losses,0.7029755115509033,0.5476460456848145,0.15532946586608887
gen_fuel_multiple_fuels_mw,gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,da_as_total_mw_thirty_minutes_reserve,0.48173290491104126,0.3264702558517456,0.15526264905929565
forecast_load_mw_latest_available,total_lmp_rt,marginal_loss_price_rt,total_losses,0.7062874436378479,0.5510990023612976,0.1551884412765503
gen_fuel_gas_pct,gen_fuel_solar_pct,forecast_load_mw_day_ahead,total_losses,0.702729344367981,0.5482375621795654,0.15449178218841553
gen_fuel_multiple_fuels_pct,da_as_as_req_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,metered_load_mw,0.4630786180496216,0.3088669776916504,0.1542116403579712
gen_fuel_solar_mw,gen_fuel_gas_pct,forecast_load_mw_day_ahead,total_losses,0.7021584510803223,0.5482375621795654,0.15392088890075684
gen_fuel_gas_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,total_losses,0.7115285396575928,0.5580329298973083,0.15349560976028442
gen_fuel_solar_mw,gen_fuel_gas_pct,forecast_load_mw_latest_available,total_losses,0.7113848924636841,0.5580329298973083,0.15335196256637573
gen_fuel_gas_mw,gen_fuel_gas_pct,marginal_loss_price_rt,total_losses,0.6908550262451172,0.5375759601593018,0.15327906608581543
gen_fuel_multiple_fuels_mw,gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct,total_losses,0.49730902910232544,0.34514135122299194,0.1521676778793335
gen_fuel_solar_mw,da_as_mcp_synchronized_reserve,gross_inadv_interchange_mw,total_gen,0.4702994227409363,0.31826215982437134,0.15203726291656494
gen_fuel_wind_mw,gen_fuel_wind_pct,total_lmp_rt,da_as_total_mw_thirty_minutes_reserve,0.40203166007995605,0.2500041127204895,0.15202754735946655
gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,marginal_loss_price_rt,net_actual_interchange_mw,0.34881341457366943,0.19782137870788574,0.1509920358657837
gen_fuel_multiple_fuels_mw,gen_fuel_multiple_fuels_pct,marginal_loss_price_rt,total_losses,0.5411080121994019,0.3904833197593689,0.15062469244003296
gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_hydro_pct,da_as_total_mw_thirty_minutes_reserve,0.5104056596755981,0.36040782928466797,0.14999783039093018
gen_fuel_coal_mw,gen_fuel_coal_pct,gen_fuel_multiple_fuels_pct,da_as_total_mw_thirty_minutes_reserve,0.5591323375701904,0.40966421365737915,0.14946812391281128
gen_fuel_hydro_mw,gen_fuel_hydro_pct,gen_fuel_wind_pct,total_losses,0.5504148006439209,0.40110689401626587,0.14930790662765503
gen_fuel_hydro_mw,gen_fuel_hydro_pct,marginal_loss_price_rt,net_actual_interchange_mw,0.29777759313583374,0.1486135721206665,0.14916402101516724
gen_fuel_other_renewables_mw,gen_fuel_nuclear_pct,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.5362192392349243,0.38788968324661255,0.14832955598831177
gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,marginal_loss_price_rt,total_losses,0.5491641163825989,0.4009295105934143,0.14823460578918457
gen_fuel_solar_mw,da_as_mcp_synchronized_reserve,gross_inadv_interchange_mw,metered_load_mw,0.46451616287231445,0.31639522314071655,0.1481209397315979
gen_fuel_wind_mw,gen_fuel_wind_pct,da_as_mcp_synchronized_reserve,marginal_loss_price_da,0.5705527067184448,0.4229872226715088,0.14756548404693604
gen_fuel_wind_mw,gen_fuel_wind_pct,total_lmp_rt,net_actual_interchange_mw,0.28696614503860474,0.13971281051635742,0.14725333452224731
gen_fuel_coal_mw,gen_fuel_multiple_fuels_mw,gen_fuel_coal_pct,da_as_total_mw_thirty_minutes_reserve,0.55654376745224,0.40966421365737915,0.14687955379486084
gen_fuel_gas_pct,gen_fuel_nuclear_pct,gen_fuel_solar_pct,marginal_loss_price_da,0.537123441696167,0.39071518182754517,0.14640825986862183
gen_fuel_gas_mw,gen_fuel_coal_pct,gen_fuel_wind_pct,total_losses,0.6984517574310303,0.5523364543914795,0.14611530303955078
gen_fuel_multiple_fuels_mw,gen_fuel_multiple_fuels_pct,system_energy_price_da,net_actual_interchange_mw,0.4665323495864868,0.321067750453949,0.14546459913253784
gen_fuel_multiple_fuels_mw,gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,net_actual_interchange_mw,0.35779905319213867,0.21255135536193848,0.1452476978302002
gen_fuel_other_renewables_pct,system_energy_price_da,gross_sched_interchange_mw,net_actual_interchange_mw,0.5218044519424438,0.3772205114364624,0.14458394050598145
gen_fuel_coal_mw,gen_fuel_hydro_pct,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.402444064617157,0.2581081986427307,0.14433586597442627
gen_fuel_nuclear_pct,total_lmp_rt,gross_sched_interchange_mw,net_actual_interchange_mw,0.4587371349334717,0.3150249719619751,0.14371216297149658
gen_fuel_gas_mw,gen_fuel_gas_pct,gen_fuel_nuclear_pct,da_as_total_mw_thirty_minutes_reserve,0.6008542776107788,0.4575016498565674,0.14335262775421143
gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_thirty_minutes_reserve,0.46956294775009155,0.3264702558517456,0.14309269189834595
gen_fuel_gas_pct,gen_fuel_nuclear_pct,gross_inadv_interchange_mw,total_losses,0.48010993003845215,0.3394477367401123,0.14066219329833984
gen_fuel_other_renewables_mw,gen_fuel_other_renewables_pct,da_as_as_req_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,0.4665455222129822,0.3264702558517456,0.14007526636123657
gen_fuel_coal_mw,gen_fuel_other_renewables_mw,gen_fuel_hydro_pct,da_as_total_mw_thirty_minutes_reserve,0.39800286293029785,0.2581081986427307,0.13989466428756714
