target_idx,target_field,source_idx,source_field,source_type,dominant_metric,dominant_alpha,alpha_pearson,corr_pearson,alpha_spearman,corr_spearman,alpha_kendall,corr_kendall,alpha_nmi,corr_nmi,alpha_distance_corr,corr_distance_corr
49,congestion_price_da,46,total_gen,confidential,distance_corr,0.6426057815551758,0.118840292096138,0.3388212323188782,0.08537989854812622,0.21601395308971405,0.07727064937353134,0.16420628130435944,0.07590332627296448,0.1540222465991974,0.6426057815551758,0.4351305067539215
49,congestion_price_da,19,forecast_load_mw_latest_available,general,nmi,0.4535127878189087,0.08677471429109573,0.35791346430778503,0.1554364562034607,0.20353685319423676,0.22842131555080414,0.16338692605495453,0.4535127878189087,0.14353172481060028,0.07585476338863373,0.42032766342163086
49,congestion_price_da,1,gen_fuel_gas_mw,general,nmi,0.4176087975502014,0.12335775047540665,0.33504968881607056,0.15604369342327118,0.2437940090894699,0.19344431161880493,0.17732825875282288,0.4176087975502014,0.1270899772644043,0.10954542458057404,0.3957001566886902
49,congestion_price_da,47,metered_load_mw,confidential,distance_corr,0.3663046061992645,0.24868594110012054,0.34235435724258423,0.13968950510025024,0.2019037902355194,0.11918000131845474,0.13189324736595154,0.12613993883132935,0.1590486615896225,0.3663046061992645,0.36620157957077026
49,congestion_price_da,52,total_lmp_da,confidential,kendall,0.3074599802494049,0.11494236439466476,0.497509241104126,0.16086162626743317,0.31039950251579285,0.3074599802494049,0.15131647884845734,0.2982405424118042,0.15379910171031952,0.11849550902843475,0.47566232085227966
49,congestion_price_da,38,system_energy_price_da,general,distance_corr,0.3024902939796448,0.20645582675933838,0.3317148983478546,0.1665327101945877,0.18383361399173737,0.14764343202114105,0.10419522225856781,0.17687766253948212,0.219191312789917,0.3024902939796448,0.4478509724140167
49,congestion_price_da,51,marginal_loss_price_da,confidential,nmi,0.2717832922935486,0.1576598882675171,0.3604949414730072,0.2038106918334961,0.24627968668937683,0.22950953245162964,0.20792758464813232,0.2717832922935486,0.1428236961364746,0.1372365951538086,0.46717315912246704
49,congestion_price_da,5,gen_fuel_oil_mw,general,distance_corr,0.24942180514335632,0.22052881121635437,0.34656307101249695,0.1812540590763092,0.15995657444000244,0.1720784455537796,0.10984385758638382,0.17671693861484528,0.13562051951885223,0.24942180514335632,0.45482492446899414
50,congestion_price_rt,38,system_energy_price_da,general,nmi,0.4586460590362549,0.13253316283226013,0.43597233295440674,0.12716281414031982,0.46427714824676514,0.1543682962656021,0.3479253947734833,0.4586460590362549,0.10832719504833221,0.12728963792324066,0.46357080340385437
50,congestion_price_rt,21,rmccp,general,pearson,0.37415385246276855,0.37415385246276855,0.2805345058441162,0.1755266636610031,0.36888736486434937,0.18873032927513123,0.305536150932312,0.09395710378885269,1.0,0.167632058262825,0.45376378297805786
50,congestion_price_rt,39,total_lmp_rt,general,distance_corr,0.31420350074768066,0.18897250294685364,0.5256344676017761,0.18435950577259064,0.597611665725708,0.17454123497009277,0.436840295791626,0.1379232257604599,0.23382802307605743,0.31420350074768066,0.6620169878005981
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,general,spearman,0.3102535903453827,0.207351416349411,0.3361304998397827,0.3102535903453827,0.38790032267570496,0.14879176020622253,0.259620726108551,0.10476846992969513,0.09694968909025192,0.22883477807044983,0.3576793074607849
50,congestion_price_rt,27,total_pjm_rmccp_cr,general,kendall,0.23582305014133453,0.19350935518741608,0.3426927924156189,0.19253988564014435,0.37057605385780334,0.23582305014133453,0.2931496798992157,0.17029690742492676,0.7031575441360474,0.20783083140850067,0.4245091676712036
