epoch,loss
1,0.16678458452224731
25,0.03708938881754875
50,0.001894483808428049
75,0.0012045615585520864
100,0.0006774549256078899
125,0.0017311717383563519
150,0.00021339036175049841
175,0.0004096592601854354
200,0.0014612673548981547
225,0.0003341583360452205
250,0.0002342078514629975
275,0.00021771281899418682
300,0.0002727480896282941
325,0.00020869035506621003
350,0.0006198618793860078
375,0.0002448679879307747
400,0.00025813988759182394
425,0.00019253256323281676
450,0.00036707197432406247
475,0.0002608720678836107
500,0.0003603615623433143
525,0.0004807247605640441
550,0.00022256597003433853
575,8.479848474962637e-05
600,0.00019528614939190447
625,0.0003866671759169549
650,0.0001800883619580418
675,0.00017040396051015705
700,0.00036553756217472255
725,0.0004881219647359103
750,0.0001984798291232437
775,0.0001944022806128487
800,0.00021282507805153728
825,0.0001322751777479425
850,0.00026458993670530617
875,0.00026017820346169174
900,0.00015590146358590573
925,0.000404919235734269
950,0.00011421733506722376
975,0.00044174634967930615
1000,0.0001983123365789652
1025,0.00015586322115268558
1050,0.00016152598254848272
1075,0.0007291311048902571
1100,0.00019825038907583803
1125,0.0006012532976455986
1150,9.982358460547403e-05
1175,0.00018787615408655256
1200,0.00024054026289377362
