field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.9050096645951271,-0.08563528922681529,True
metered_load_mw,0.9762308832723112,0.9551156833767891,-0.02111519989552213,True
total_losses,0.6540839836602339,0.657374918460846,0.0032909348006120442,True
congestion_price_da,0.0475838272605031,0.21716678142547607,0.169582954164973,True
congestion_price_rt,0.4561738508473963,0.47266918420791626,0.016495333360519948,True
marginal_loss_price_da,0.4407231017762543,0.46701210737228394,0.026289005596029646,True
total_lmp_da,0.9299314144617218,0.9063585996627808,-0.023572814798941022,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9702162612229586,-0.005011557734802996,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.934362530708313,-0.0074805803373337865,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.37754642963409424,-0.07935760837040984,True
