experiment,run_dir,architecture,best_test_loss_targets,final_test_mse_targets,final_test_mse_all,final_test_mse_excluded,excluded_targets,r2_congestion_price_da,r2_congestion_price_rt,r2_total_losses,r2_marginal_loss_price_da,r2_da_as_total_mw_thirty_minutes_reserve
adaptive_relaxed_allloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation15/outputs_adaptive/run_20260524_025645_adaptive_relaxed_allloss,hybrid_bilinear_gated,0.45286616683006287,0.45286616683006287,0.45286616683006287,,,0.10864514112472534,0.48291951417922974,0.5587879419326782,0.472625195980072,0.37973421812057495
adaptive_relaxed_maskloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation15/outputs_adaptive/run_20260524_024711_adaptive_relaxed_maskloss,hybrid_bilinear_gated,0.37844979763031006,0.37844979763031006,0.5806803703308105,1.5918333530426025,"net_actual_interchange_mw,gross_actual_interchange_mw",0.07983362674713135,0.4686811566352844,0.5060558319091797,0.47565001249313354,0.4008055329322815
adaptive_sharp_allloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation15/outputs_adaptive/run_20260524_022848_adaptive_sharp_allloss,hybrid_bilinear_gated,0.4808620512485504,0.4808620512485504,0.4808620512485504,,,0.06903201341629028,0.4535067677497864,0.527929812669754,0.4163667559623718,0.3761903643608093
adaptive_sharp_maskloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation15/outputs_adaptive/run_20260524_022131_adaptive_sharp_maskloss,hybrid_bilinear_gated,0.366659015417099,0.366659015417099,0.5708547830581665,1.5918333530426025,"net_actual_interchange_mw,gross_actual_interchange_mw",0.16804367303848267,0.44321662187576294,0.5330101847648621,0.4613288640975952,0.41422849893569946
