metric,mean,std,min,q05,q25,median,q75,q95,max
pearson,0.19993415474891663,0.006924443878233433,0.15773506462574005,0.19470183178782463,0.19968857243657112,0.19999493658542633,0.20032138749957085,0.2044147290289402,0.3271085321903229
spearman,0.19954901933670044,0.005508767440915108,0.14655016362667084,0.19515933096408844,0.19966362789273262,0.1999882161617279,0.20021070912480354,0.20325714722275734,0.2356187254190445
kendall,0.19982795417308807,0.005063083488494158,0.13506722450256348,0.19710992276668549,0.1997719667851925,0.1999986618757248,0.20022571831941605,0.20244624465703964,0.25953271985054016
nmi,0.2009839117527008,0.013631990179419518,0.12463577091693878,0.1912466064095497,0.1992679201066494,0.20001796633005142,0.20095838606357574,0.2119206301867962,0.34731394052505493
distance_corr,0.19970493018627167,0.0055612423457205296,0.15740084648132324,0.195586409419775,0.199614517390728,0.19999337196350098,0.20031700283288956,0.20282837748527527,0.2453753501176834
