,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,gross_actual_interchange_mw,total_gen,metered_load_mw,total_losses,congestion_price_da,congestion_price_rt,marginal_loss_price_da,total_lmp_da,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve
gen_fuel_coal_mw,0.2,0.20138842,0.2,0.2,0.19982797,0.19934024,0.2000571,0.2,0.2,0.2,0.19939248,0.2,0.2,0.2,0.20036405,0.19961523,0.19971493,0.2,0.2,0.20033525,0.20055243,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19792919,0.20199893,0.20045653,0.2,0.20024273,0.19957979,0.2,0.1999683,0.20005435,0.20005494,0.20001657,0.2,0.2,0.19998047,0.19998436,0.2,0.2,0.2
gen_fuel_gas_mw,0.2001076,0.2,0.19995579,0.1998713,0.20018211,0.19995244,0.2,0.2,0.2,0.19989304,0.20021068,0.2000482,0.2,0.2,0.20005822,0.19996357,0.19998533,0.2,0.1998901,0.19981892,0.19993308,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19990577,0.19991015,0.19991134,0.2,0.2,0.2,0.2,0.19966975,0.20019528,0.2005347,0.1999372,0.2,0.20021176,0.2,0.2,0.19994502,0.19992846,0.19990385,0.2,0.2,0.1999661,0.19997136,0.2,0.20005135,0.2
gen_fuel_hydro_mw,0.2,0.19993407,0.2,0.2,0.2,0.199995,0.2,0.2,0.19986086,0.2,0.2,0.2,0.19977205,0.2,0.20027065,0.20000792,0.2,0.2,0.2,0.19985001,0.19984649,0.2,0.19982925,0.20018515,0.20003688,0.2,0.2,0.2,0.19989936,0.20014149,0.19981284,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19908887,0.20154244,0.2,0.2,0.2,0.2,0.2,0.2,0.20003282,0.20001827,0.2,0.2,0.2,0.20001458,0.19999556,0.2,0.2,0.2
gen_fuel_multiple_fuels_mw,0.2,0.19919534,0.2,0.2,0.2,0.20072307,0.2,0.2,0.2,0.20015678,0.2,0.20034589,0.2,0.19966632,0.20107232,0.20087026,0.20021968,0.2,0.20016389,0.19824584,0.19802466,0.2,0.2,0.2,0.2,0.2,0.2,0.20046017,0.20126766,0.2,0.2,0.2,0.2,0.2,0.19992983,0.19994952,0.19994341,0.2,0.20190316,0.19959141,0.19927385,0.2,0.2,0.2,0.2,0.2,0.20006515,0.20007592,0.2,0.2,0.2001663,0.2,0.20016143,0.2,0.2,0.20019372
gen_fuel_nuclear_mw,0.19648986,0.2029168,0.2,0.2,0.2,0.2,0.19863395,0.2,0.2,0.2,0.19517829,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2023754,0.20319909,0.2,0.2,0.2,0.2,0.19902027,0.2,0.2,0.2,0.2,0.2,0.2002062,0.19982865,0.20018607,0.2,0.2,0.2,0.19858363,0.2,0.2,0.2,0.2,0.19997644,0.20068261,0.20007059,0.19993587,0.20029704,0.2003274,0.20012152,0.2,0.2,0.2,0.2,0.20022811,0.2,0.20029296
gen_fuel_oil_mw,0.20052667,0.20010681,0.19973722,0.19873887,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20042263,0.2,0.19973275,0.20074837,0.2000057,0.2001494,0.2,0.2000377,0.19951738,0.19982857,0.19999914,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19995366,0.2000324,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20019358,0.19999914,0.19988643,0.2,0.2,0.2,0.2,0.2,0.20001611,0.20005655,0.2,0.2,0.20010214,0.19994102,0.2000706,0.2,0.2,0.2000153
gen_fuel_other_renewables_mw,0.19998357,0.2,0.2,0.2,0.1999918,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20006329,0.2,0.2,0.19997811,0.19998094,0.2,0.2,0.2,0.2,0.20005213,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_solar_mw,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000044,0.2,0.2,0.2,0.2,0.2,0.2,0.20000029,0.2,0.20000724,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999804,0.2,0.20000026,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_storage_mw,0.2,0.2,0.19994064,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999072,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19997185,0.2,0.2,0.2,0.2,0.20000167,0.19993965,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1997377,0.20052066,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20011172,0.2,0.2,0.2
gen_fuel_wind_mw,0.2,0.19995591,0.2,0.20000175,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19998974,0.2,0.19999713,0.2,0.2,0.2,0.2,0.20001607,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
