,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,gross_actual_interchange_mw,total_gen,metered_load_mw,total_losses,congestion_price_da,congestion_price_rt,marginal_loss_price_da,total_lmp_da,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve
gen_fuel_coal_mw,0.2,0.20157957,0.2,0.2,0.19983985,0.19798447,0.20005074,0.2,0.2,0.2,0.19948189,0.2,0.2,0.2,0.2004961,0.19783135,0.19963482,0.2,0.2,0.20036377,0.2005966,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19816852,0.19881424,0.19897863,0.2,0.20035283,0.19934522,0.2,0.19997042,0.2000789,0.20006898,0.20003113,0.2,0.2,0.19999164,0.19996832,0.2,0.2,0.2
gen_fuel_gas_mw,0.20012243,0.2,0.19996671,0.1998245,0.20013906,0.19983743,0.2,0.2,0.2,0.1999058,0.20014949,0.20004073,0.2,0.2,0.2000828,0.19985092,0.19998024,0.2,0.19990517,0.19978884,0.19992284,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19990633,0.19990854,0.1999092,0.2,0.2,0.2,0.2,0.19958778,0.19935627,0.19987015,0.1999315,0.2,0.20023362,0.2,0.2,0.19994055,0.19991899,0.19993772,0.2,0.2,0.1999641,0.1999703,0.2,0.20003422,0.2
gen_fuel_hydro_mw,0.2,0.20021018,0.2,0.2,0.2,0.20005102,0.2,0.2,0.19988085,0.2,0.2,0.2,0.19981037,0.2,0.20045435,0.20004621,0.2,0.2,0.2,0.19983706,0.19980146,0.2,0.19996974,0.1999772,0.1999895,0.2,0.2,0.2,0.20004515,0.19991302,0.19999708,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1996351,0.20021087,0.2,0.2,0.2,0.2,0.2,0.2,0.1999613,0.19996472,0.2,0.2,0.2,0.20003399,0.20003147,0.2,0.2,0.2
gen_fuel_multiple_fuels_mw,0.2,0.19879946,0.2,0.2,0.2,0.20032974,0.2,0.2,0.2,0.20013595,0.2,0.2003216,0.2,0.19973552,0.20134,0.20060816,0.2003011,0.2,0.2001316,0.19698928,0.19695789,0.2,0.2,0.2,0.2,0.2,0.2,0.19955644,0.20011783,0.2,0.2,0.2,0.2,0.2,0.19992737,0.19993593,0.1999453,0.2,0.200274,0.20039047,0.20044865,0.2,0.2,0.2,0.2,0.2,0.20006815,0.20006846,0.2,0.2,0.20015706,0.2,0.20012343,0.2,0.2,0.20020674
gen_fuel_nuclear_mw,0.196864,0.20219018,0.2,0.2,0.2,0.2,0.19860241,0.2,0.2,0.2,0.19703299,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2015258,0.20205623,0.2,0.2,0.2,0.2,0.19905359,0.2,0.2,0.2,0.2,0.2,0.20013818,0.19982548,0.20029415,0.2,0.2,0.2,0.20047052,0.2,0.2,0.2,0.2,0.20000245,0.2008008,0.20033635,0.19993666,0.2001697,0.20021288,0.20010188,0.2,0.2,0.2,0.2,0.20027001,0.2,0.20015763
gen_fuel_oil_mw,0.20130605,0.20035128,0.19938895,0.19931248,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20018373,0.2,0.20003629,0.20091903,0.19999963,0.2001993,0.2,0.20002587,0.19859356,0.1988493,0.19999434,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20030583,0.2008002,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.200811,0.19999506,0.19948505,0.2,0.2,0.2,0.2,0.2,0.20016235,0.20020552,0.2,0.2,0.20010008,0.20029102,0.20029952,0.2,0.2,0.20005906
gen_fuel_other_renewables_mw,0.19997856,0.2,0.2,0.2,0.19999117,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20008136,0.2,0.2,0.19999468,0.1999934,0.2,0.2,0.2,0.2,0.20002736,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_solar_mw,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000051,0.2,0.2,0.2,0.2,0.2,0.2,0.20000105,0.2,0.2000058,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999482,0.2,0.20000017,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_storage_mw,0.2,0.2,0.19993718,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19998883,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19998842,0.2,0.2,0.2,0.2,0.19999945,0.19998157,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19998536,0.20007536,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19997266,0.2,0.2,0.2
gen_fuel_wind_mw,0.2,0.19996242,0.2,0.19999765,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999894,0.2,0.20000552,0.2,0.2,0.2,0.2,0.20001383,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
