target_idx,target_field,source_idx,source_field,edge_weight,dominant_metric,dominant_alpha,alpha_pearson,corr_pearson,alpha_spearman,corr_spearman,alpha_kendall,corr_kendall,alpha_nmi,corr_nmi,alpha_distance_corr,corr_distance_corr
49,congestion_price_da,52,total_lmp_da,0.3535987138748169,distance_corr,0.21675613522529602,0.21109087765216827,0.4613504707813263,0.1947314441204071,0.29018691182136536,0.18850676715373993,0.2076619416475296,0.18891476094722748,0.21505770087242126,0.21675613522529602,0.5532950162887573
49,congestion_price_da,38,system_energy_price_da,0.27251529693603516,kendall,0.22546111047267914,0.1783309280872345,0.388834685087204,0.2163487672805786,0.19425344467163086,0.22546111047267914,0.13705527782440186,0.20787116885185242,0.2259063422679901,0.17198805510997772,0.48426321148872375
49,congestion_price_da,51,marginal_loss_price_da,0.27072674036026,distance_corr,0.2219599336385727,0.20623336732387543,0.31557369232177734,0.19860675930976868,0.24942809343338013,0.1886417418718338,0.16413700580596924,0.1845582276582718,0.10439097881317139,0.2219599336385727,0.4770117700099945
49,congestion_price_da,19,forecast_load_mw_latest_available,0.27052271366119385,distance_corr,0.23606209456920624,0.22096824645996094,0.35352468490600586,0.192296102643013,0.2318982034921646,0.17425109446048737,0.14451201260089874,0.17642255127429962,0.15798461437225342,0.23606209456920624,0.4014131426811218
49,congestion_price_da,40,marginal_loss_price_rt,0.2535240054130554,kendall,0.23311352729797363,0.1847134530544281,0.3099381625652313,0.22513964772224426,0.17911888659000397,0.23311352729797363,0.13185171782970428,0.18231844902038574,0.3215057849884033,0.17471487820148468,0.38116180896759033
50,congestion_price_rt,39,total_lmp_rt,0.5441014170646667,spearman,0.22670477628707886,0.2008368968963623,0.551084578037262,0.22670477628707886,0.6060451865196228,0.16437244415283203,0.4237808585166931,0.1831909418106079,0.4952596426010132,0.22489497065544128,0.6031481027603149
50,congestion_price_rt,40,marginal_loss_price_rt,0.5292412042617798,distance_corr,0.24523745477199554,0.1895315796136856,0.49367573857307434,0.2073785960674286,0.5644955635070801,0.17634564638137817,0.4334668815135956,0.1815066933631897,0.45772281289100647,0.24523745477199554,0.6487181782722473
50,congestion_price_rt,27,total_pjm_rmccp_cr,0.445142537355423,kendall,0.22030770778656006,0.2164829820394516,0.2986759841442108,0.20530769228935242,0.3606615364551544,0.22030770778656006,0.2802852988243103,0.1582300066947937,1.0,0.19967159628868103,0.4330042600631714
50,congestion_price_rt,21,rmccp,0.4099041819572449,kendall,0.21966888010501862,0.20745110511779785,0.31632015109062195,0.2022196352481842,0.36091718077659607,0.21966888010501862,0.2560354471206665,0.16944053769111633,0.7817705273628235,0.20121988654136658,0.41045671701431274
50,congestion_price_rt,52,total_lmp_da,0.34939056634902954,kendall,0.20056667923927307,0.20003734529018402,0.4078725576400757,0.20029214024543762,0.48755285143852234,0.20056667923927307,0.329294353723526,0.1990915834903717,0.0783608928322792,0.20001229643821716,0.44247952103614807
