,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,gross_actual_interchange_mw,total_gen,metered_load_mw,total_losses,congestion_price_da,congestion_price_rt,marginal_loss_price_da,total_lmp_da,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve
gen_fuel_coal_mw,0.2,0.19942199,0.2,0.2,0.20016965,0.20106293,0.20001164,0.2,0.2,0.2,0.200043,0.2,0.2,0.2,0.20018409,0.20081836,0.20025614,0.2,0.2,0.19986361,0.19976053,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20062356,0.20012496,0.19955124,0.2,0.19985539,0.20017546,0.2,0.2000896,0.20008942,0.20009279,0.2001018,0.2,0.2,0.20009354,0.20010103,0.2,0.2,0.2
gen_fuel_gas_mw,0.19994913,0.2,0.20005865,0.20010176,0.19985417,0.20010549,0.2,0.2,0.2,0.19998205,0.19989656,0.20000334,0.2,0.2,0.19998899,0.20006265,0.19999737,0.2,0.19999284,0.20004074,0.200013,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20007822,0.20010807,0.20007649,0.2,0.2,0.2,0.2,0.20027815,0.19906142,0.19991712,0.20004666,0.2,0.19988678,0.2,0.2,0.20001276,0.20002683,0.20001198,0.2,0.2,0.20001025,0.20002039,0.2,0.19997965,0.2
gen_fuel_hydro_mw,0.2,0.2000695,0.2,0.2,0.2,0.19999184,0.2,0.2,0.20000935,0.2,0.2,0.2,0.20001048,0.2,0.19970758,0.19999339,0.2,0.2,0.2,0.20019841,0.20020258,0.2,0.19999894,0.19991775,0.20003633,0.2,0.2,0.2,0.19999428,0.19988082,0.19997185,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2002631,0.19968149,0.2,0.2,0.2,0.2,0.2,0.2,0.19998205,0.19997987,0.2,0.2,0.2,0.19993512,0.19995846,0.2,0.2,0.2
gen_fuel_multiple_fuels_mw,0.2,0.20055892,0.2,0.2,0.2,0.19994774,0.2,0.2,0.2,0.19991857,0.2,0.19989805,0.2,0.19996856,0.19936296,0.19993477,0.19982126,0.2,0.19988135,0.20103435,0.20123814,0.2,0.2,0.2,0.2,0.2,0.2,0.19981167,0.1996697,0.2,0.2,0.2,0.2,0.2,0.19993953,0.199943,0.19993812,0.2,0.19972165,0.20030583,0.2004232,0.2,0.2,0.2,0.2,0.2,0.19989206,0.19987366,0.2,0.2,0.19979344,0.2,0.19981332,0.2,0.2,0.19977751
gen_fuel_nuclear_mw,0.20285478,0.19735229,0.2,0.2,0.2,0.2,0.20136121,0.2,0.2,0.2,0.20364493,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19861528,0.19812626,0.2,0.2,0.2,0.2,0.2010359,0.2,0.2,0.2,0.2,0.2,0.19831827,0.1985226,0.19910428,0.2,0.2,0.2,0.20037115,0.2,0.2,0.2,0.2,0.20010194,0.19980058,0.1998301,0.20013069,0.19989428,0.1998975,0.20004126,0.2,0.2,0.2,0.2,0.19979164,0.2,0.19993165
gen_fuel_oil_mw,0.19910213,0.19973876,0.20036422,0.20025133,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19990276,0.2,0.19999574,0.1994545,0.1999755,0.1999809,0.2,0.20000225,0.20089056,0.20041338,0.19975318,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1997668,0.19958064,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19952469,0.19994418,0.20083468,0.2,0.2,0.2,0.2,0.2,0.19993782,0.19990414,0.2,0.2,0.1999468,0.19986218,0.19982725,0.2,0.2,0.19998652
gen_fuel_other_renewables_mw,0.19999805,0.2,0.2,0.2,0.20000495,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19998224,0.2,0.2,0.19999039,0.19998914,0.2,0.2,0.2,0.2,0.20000741,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_solar_mw,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999842,0.2,0.2,0.2,0.2,0.2,0.2,0.2000084,0.2,0.20000263,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999497,0.2,0.20000115,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_storage_mw,0.2,0.2,0.20007256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20002773,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000896,0.2,0.2,0.2,0.2,0.20000325,0.19997296,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999623,0.20003776,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20002027,0.2,0.2,0.2
gen_fuel_wind_mw,0.2,0.19999985,0.2,0.1999956,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999979,0.2,0.19999944,0.2,0.2,0.2,0.2,0.2000087,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
