target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.6449590921401978,0.8453417507168977
gross_actual_interchange_mw,10,2.0215022563934326,0.8779272751066403
total_gen,23,2.8151936531066895,0.8978468653537144
metered_load_mw,21,2.7411715984344482,0.9003617659274639
total_losses,14,2.0511741638183594,0.7772374403542779
congestion_price_da,4,0.33128416538238525,0.2389710112611032
congestion_price_rt,9,1.6980516910552979,0.7728166290192838
marginal_loss_price_da,16,2.254713535308838,0.8132160090038208
total_lmp_da,25,2.867581367492676,0.890864240657712
da_as_total_mw_primary_reserve,8,1.5648163557052612,0.7525175987593069
da_as_total_mw_synchronized_reserve,7,1.4706990718841553,0.7557898151659982
da_as_total_mw_thirty_minutes_reserve,15,1.9511672258377075,0.7205062982375874
