target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1525235176086426,0.9796556709820852
gross_actual_interchange_mw,11,2.171074628829956,0.9054084444214645
total_gen,28,2.9851529598236084,0.8958492645658931
metered_load_mw,27,2.984574794769287,0.9055590176669159
total_losses,19,2.785052537918091,0.9458686553275181
congestion_price_da,8,1.9964234828948975,0.960076752762247
congestion_price_rt,11,2.285388708114624,0.9530811182790104
marginal_loss_price_da,21,2.895571708679199,0.9510758314017868
total_lmp_da,32,3.2617406845092773,0.9411394220414615
da_as_total_mw_primary_reserve,11,2.081761598587036,0.8681620178339136
da_as_total_mw_synchronized_reserve,8,1.798080325126648,0.8646938560600768
da_as_total_mw_thirty_minutes_reserve,18,2.7962496280670166,0.9674359778903814
