target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,12,2.396235227584839,0.9643159946428062
gross_actual_interchange_mw,16,2.5558667182922363,0.9218340599133397
total_gen,16,2.5859477519989014,0.9326834994516945
metered_load_mw,16,2.6063010692596436,0.9400244069211227
total_losses,16,2.6429476737976074,0.9532418755792075
congestion_price_da,16,2.6531689167022705,0.9569284096917773
congestion_price_rt,16,2.5791430473327637,0.9302292210325568
marginal_loss_price_da,16,2.62595796585083,0.9471141337289657
total_lmp_da,16,2.64882230758667,0.9553607018378373
da_as_total_mw_primary_reserve,15,2.2694718837738037,0.838046459718546
da_as_total_mw_synchronized_reserve,11,1.973557710647583,0.8230374916851223
da_as_total_mw_thirty_minutes_reserve,16,2.673516273498535,0.9642671673780696
