confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9846855998039246,0.015977293252944946,True
total_gen,0.9835367202758789,0.017343299463391304,True
total_lmp_da,0.9726265668869019,0.03129292652010918,True
da_as_total_mw_primary_reserve,0.9444107413291931,0.05838992819190025,True
da_as_total_mw_synchronized_reserve,0.9089058637619019,0.09398742765188217,True
da_as_total_mw_thirty_minutes_reserve,0.7836112380027771,0.2249649167060852,True
total_losses,0.7821319699287415,0.21751683950424194,True
net_actual_interchange_mw,0.7507741451263428,0.2527526319026947,True
gross_actual_interchange_mw,0.7245482206344604,0.28701505064964294,True
marginal_loss_price_da,0.713628888130188,0.2814832627773285,True
congestion_price_rt,0.540056586265564,0.5145696997642517,True
congestion_price_da,0.2809743881225586,0.7811403870582581,True
