组,目标,τ,基底选择数,平均新增关键,最大新增关键,平均解除关键,M2平均变化,违反M3上界,估计关键召回,估计关键精确,新增关键召回,余量005关键召回,余量005关键精确,余量005新增召回,M2估计误差
pjm_load,Y_metered_load_mw,0.5,22,0.0,0,0.0,-0.06715433123860169,0,0.9935064935064936,1.0,,0.8982683982683983,0.9090909090909091,,0.036639740351926194
pjm_load,Y_metered_load_mw,0.7,22,6.363636363636363,8,0.045454545454545456,-0.06715433123860169,0,0.6343401116427432,0.9978354978354979,0.24962121212121213,0.9445559922533607,0.9512223071046599,0.8763528138528138,0.036639740351926194
rts,Y_线路潮流_C35,0.5,19,0.0,0,1.105263157894737,-0.152195697429737,0,0.9214171793119161,0.9904306220095694,,0.6091250854408748,0.6619257121131001,,0.014019089971521967
rts,Y_线路潮流_C35,0.7,23,1.6956521739130435,2,0.08695652173913043,-0.17755259563336553,0,0.9101355166572559,0.9979296066252588,0.8913043478260869,0.9880481837003576,0.9860718991153774,1.0,0.0135249275430713
