confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9705870747566223,0.012731647118926048,True
da_as_total_mw_primary_reserve,0.9627419710159302,0.051590461283922195,True
total_gen,0.9603658318519592,0.018135052174329758,True
da_as_total_mw_synchronized_reserve,0.9106491804122925,0.07508981972932816,True
total_lmp_da,0.8779425024986267,0.05306625738739967,True
total_losses,0.6504983901977539,0.30699029564857483,True
marginal_loss_price_da,0.4865207076072693,0.2815801799297333,True
congestion_price_rt,0.47271281480789185,0.862726092338562,True
da_as_total_mw_thirty_minutes_reserve,0.4116494655609131,0.4227289855480194,True
congestion_price_da,0.2935686707496643,1.19912850856781,True
gross_actual_interchange_mw,0.08869987726211548,0.5327278971672058,True
net_actual_interchange_mw,-1.3186008930206299,1.7906720638275146,True
