target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.6500929594039917,0.8479800365937077
gross_actual_interchange_mw,10,1.8178515434265137,0.7894828942294444
total_gen,23,2.8021252155303955,0.8936789617709545
metered_load_mw,21,2.738276958465576,0.899410996134144
total_losses,14,2.4270401000976562,0.9196617568181016
congestion_price_da,4,1.381685495376587,0.9966754061240064
congestion_price_rt,9,2.0260679721832275,0.9221032720467328
marginal_loss_price_da,16,2.6077492237091064,0.940546718231793
total_lmp_da,25,2.9467217922210693,0.9154505959675301
da_as_total_mw_primary_reserve,8,1.7265578508377075,0.8302988164038225
da_as_total_mw_synchronized_reserve,7,1.6455565690994263,0.8456487931358493
da_as_total_mw_thirty_minutes_reserve,15,2.5567703247070312,0.9441369748856184
