experiment,run_dir,architecture,best_test_loss_targets,final_test_mse_targets,final_test_mse_all,final_test_mse_excluded,excluded_targets,r2_congestion_price_da,r2_congestion_price_rt,r2_total_losses,r2_marginal_loss_price_da,r2_da_as_total_mw_thirty_minutes_reserve
residual_expert_allloss_netgross16,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation17/outputs_residual_expert/run_20260524_052159_residual_expert_allloss_netgross16,hybrid_bilinear_gated,0.4640704095363617,0.4640704095363617,0.4640704095363617,,,0.24810844659805298,0.4177672266960144,0.6445856988430023,0.46789926290512085,0.38284045457839966
residual_expert_maskloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation17/outputs_residual_expert/run_20260524_051529_residual_expert_maskloss,hybrid_bilinear_gated,0.34054747223854065,0.34054747223854065,0.549095094203949,1.5918333530426025,"net_actual_interchange_mw,gross_actual_interchange_mw",0.2507975697517395,0.47765111923217773,0.656773179769516,0.4752298593521118,0.3751325011253357
