experiment,run_dir,architecture,best_test_loss_targets,final_test_mse_targets,final_test_mse_all,final_test_mse_excluded,excluded_targets,r2_congestion_price_da,r2_congestion_price_rt,r2_total_losses,r2_marginal_loss_price_da,r2_da_as_total_mw_thirty_minutes_reserve
general_gat_allloss_netgross16,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation16/outputs_general_gat/run_20260524_045409_general_gat_allloss_netgross16,hybrid_bilinear_gated_general_gat,0.4510118365287781,0.4510118365287781,0.4510118365287781,,,0.23327821493148804,0.45292264223098755,0.6543005704879761,0.4341084957122803,0.34131884574890137
general_gat_maskloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation16/outputs_general_gat/run_20260524_044710_general_gat_maskloss,hybrid_bilinear_gated_general_gat,0.3393815755844116,0.3393815755844116,0.5481235384941101,1.5918333530426025,"net_actual_interchange_mw,gross_actual_interchange_mw",0.24855148792266846,0.47380566596984863,0.6264620125293732,0.43478190898895264,0.40658658742904663
