k,mask,single,attn,ig,lrp,shapley
1,0.02795679308474064,0.02795679308474064,-0.16283206641674042,0.02795679308474064,0.02795679308474064,0.02795679308474064
2,0.1227649450302124,0.1227649450302124,-0.16283206641674042,0.11722031980752945,0.11722031980752945,0.1227649450302124
3,0.1984919309616089,0.13843576610088348,-0.16283206641674042,0.1417914777994156,0.21639759838581085,0.1984919309616089
4,0.364688903093338,0.27227553725242615,-0.16283206641674042,0.364688903093338,0.364688903093338,0.27227553725242615
5,0.4956141412258148,0.3157343864440918,0.10134414583444595,0.4019646942615509,0.4956141412258148,0.4956141412258148
6,0.5481425523757935,0.339659184217453,0.10134414583444595,0.5305311679840088,0.5481425523757935,0.5481425523757935
7,0.5905763506889343,0.38114818930625916,0.1984919309616089,0.5905763506889343,0.5905763506889343,0.573084831237793
8,0.6087307333946228,0.5909258127212524,0.1984919309616089,0.6131055951118469,0.6131055951118469,0.6131055951118469
9,0.6286640763282776,0.6286640763282776,0.1984919309616089,0.6222531199455261,0.6286640763282776,0.6286640763282776
10,0.6356902718544006,0.6286640763282776,0.1984919309616089,0.6356902718544006,0.6356902718544006,0.6356902718544006
11,0.6351584792137146,0.6286640763282776,0.1984919309616089,0.6351584792137146,0.6351584792137146,0.6351584792137146
12,0.6351584792137146,0.6286640763282776,0.1984919309616089,0.6351584792137146,0.6351584792137146,0.6351584792137146
13,0.6351584792137146,0.6286640763282776,0.1984919309616089,0.6351584792137146,0.6351584792137146,0.6351584792137146
14,0.6351584792137146,0.6286640763282776,0.1984919309616089,0.6351584792137146,0.6351584792137146,0.6351584792137146
15,0.6351584792137146,0.6286640763282776,0.1984919309616089,0.6351584792137146,0.6351584792137146,0.6351584792137146
16,0.6351584792137146,0.6286640763282776,0.27227553725242615,0.6351584792137146,0.6351584792137146,0.6351584792137146
17,0.6351584792137146,0.6286640763282776,0.27227553725242615,0.6351584792137146,0.6351584792137146,0.6351584792137146
18,0.6351584792137146,0.6286640763282776,0.4956141412258148,0.6351584792137146,0.6351584792137146,0.6351584792137146
19,0.6351584792137146,0.6286640763282776,0.4956141412258148,0.6351584792137146,0.6351584792137146,0.6351584792137146
20,0.6351584792137146,0.6286640763282776,0.5481425523757935,0.6351584792137146,0.6351584792137146,0.6351584792137146
21,0.6351584792137146,0.6286640763282776,0.5481425523757935,0.6351584792137146,0.6351584792137146,0.6351584792137146
22,0.6351584792137146,0.6286640763282776,0.5481425523757935,0.6351584792137146,0.6351584792137146,0.6351584792137146
23,0.6351584792137146,0.6286640763282776,0.5696715712547302,0.6351584792137146,0.6351584792137146,0.6351584792137146
24,0.6351584792137146,0.6278037428855896,0.5696715712547302,0.6351584792137146,0.6351584792137146,0.6351584792137146
25,0.6351584792137146,0.6278037428855896,0.5909258127212524,0.6351584792137146,0.6351584792137146,0.6351584792137146
26,0.6351584792137146,0.6278037428855896,0.5909258127212524,0.6351584792137146,0.6351584792137146,0.6351584792137146
27,0.6351584792137146,0.6278037428855896,0.5909258127212524,0.6351584792137146,0.6351584792137146,0.6351584792137146
28,0.6351584792137146,0.6278037428855896,0.5909258127212524,0.6351584792137146,0.6351584792137146,0.6351584792137146
29,0.6351584792137146,0.6278037428855896,0.5909258127212524,0.6351584792137146,0.6351584792137146,0.6351584792137146
30,0.6351584792137146,0.6278037428855896,0.5909258127212524,0.6351584792137146,0.6351584792137146,0.6351584792137146
31,0.6351584792137146,0.6278037428855896,0.5909258127212524,0.6351584792137146,0.6351584792137146,0.6351584792137146
32,0.6351584792137146,0.6278037428855896,0.6286640763282776,0.6351584792137146,0.6351584792137146,0.6351584792137146
33,0.6351584792137146,0.6278037428855896,0.6286640763282776,0.6351584792137146,0.6351584792137146,0.6351584792137146
34,0.6351584792137146,0.6278037428855896,0.6286640763282776,0.6351584792137146,0.6351584792137146,0.6351584792137146
35,0.6351584792137146,0.6351584792137146,0.6286640763282776,0.6351584792137146,0.6351584792137146,0.6351584792137146
36,0.6351584792137146,0.6351584792137146,0.6286640763282776,0.6351584792137146,0.6351584792137146,0.6351584792137146
37,0.6351584792137146,0.6351584792137146,0.6278037428855896,0.6351584792137146,0.6351584792137146,0.6351584792137146
38,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146
39,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146
40,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146
41,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146
42,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146
43,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146
44,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146,0.6351584792137146
