feature,gate,pearson,spearman,kendall,nmi,distance_corr
system_energy_price_da,0.78917253,0.9929799,0.9901285,0.9288402,1.0,0.9882222
total_lmp_rt,0.7377908,0.649229,0.8364714,0.64583355,1.0,0.7482922
da_as_mcp_synchronized_reserve,0.71544474,0.7959499,0.5843953,0.46627048,0.87715876,0.7057389
marginal_loss_price_rt,0.7119246,0.68953305,0.78798133,0.60672164,0.56515956,0.7522991
gen_fuel_oil_mw,0.6869638,0.80590606,0.59012425,0.42924982,0.37083507,0.7450472
gen_fuel_nuclear_pct,0.67728436,0.6122829,0.6997809,0.5165792,0.33188668,0.6432145
forecast_load_mw_latest_available,0.6761862,0.64129424,0.66979706,0.48878324,0.34245658,0.6371383
gen_fuel_oil_pct,0.6755059,0.7574166,0.5839601,0.4358949,0.27119038,0.7030124
rmccp,0.6637417,0.3326465,0.45157903,0.33232957,1.0,0.4580859
da_as_mcp_primary_reserve,0.66261125,0.6826138,0.47139332,0.3602384,0.47228527,0.5401296
total_pjm_rmccp_cr,0.6603223,0.29968476,0.47656092,0.30723956,1.0,0.44262868
forecast_load_mw_day_ahead,0.659191,0.60723984,0.58613676,0.4375023,0.2836494,0.5788364
gen_fuel_gas_mw,0.6442571,0.5449982,0.52437866,0.38371843,0.23826778,0.56364095
gen_fuel_coal_mw,0.63887036,0.5141348,0.55025566,0.34560296,0.2824482,0.4807266
gen_fuel_hydro_mw,0.6382432,0.49063075,0.50143546,0.36278766,0.20987684,0.6016456
gen_fuel_other_renewables_pct,0.6309801,0.45903173,0.54051733,0.41183835,0.14835608,0.49259135
gen_fuel_multiple_fuels_mw,0.61860996,0.42439386,0.48042378,0.32666293,0.16966961,0.4574075
gen_fuel_hydro_pct,0.6170412,0.36319986,0.46149454,0.33004633,0.19758745,0.48785868
total_pjm_reg_purchases,0.61196804,0.361812,0.49044186,0.31692523,0.17244983,0.4213052
gross_inadv_interchange_mw,0.6053499,0.40083423,0.42031828,0.31674728,0.095008835,0.41595313
gen_fuel_storage_mw,0.60400885,0.3346979,0.45650795,0.3383808,0.09934357,0.4098921
gen_fuel_coal_pct,0.5956924,0.33484945,0.4166425,0.27703238,0.117127344,0.36217645
gen_fuel_multiple_fuels_pct,0.5895145,0.27754027,0.39313856,0.28286174,0.09661871,0.36807153
total_pjm_assigned_reg,0.57858974,0.26496142,0.35217938,0.23505305,0.07455054,0.32396036
gen_fuel_gas_pct,0.57155854,0.2506242,0.27494088,0.21355554,0.076706156,0.32303396
total_pjm_loc_credit,0.55984527,0.24230538,0.23022406,0.14208159,0.092417166,0.25294116
total_pjm_rmpcp_cr,0.5516352,0.053743303,0.25450405,0.22726703,0.07189629,0.2511621
net_inadv_interchange_mw,0.53873384,0.15703417,0.153378,0.11191417,0.016039215,0.21038763
rmpcp,0.5377084,0.015293277,0.23470168,0.16339912,0.059987295,0.18170168
gen_fuel_wind_pct,0.5372425,0.15646598,0.14630334,0.10674232,0.044233866,0.17008409
gross_sched_interchange_mw,0.53252363,0.15794408,0.06617828,0.05384487,0.053788047,0.2181782
gen_fuel_nuclear_mw,0.5255913,0.11699445,0.06002569,0.033331387,0.105826035,0.13189764
da_as_as_req_mw_primary_reserve,0.5205146,0.09537961,0.049541775,0.020346418,0.08176005,0.12863328
gen_fuel_solar_pct,0.5200058,0.093028925,0.027240325,0.01316331,0.08284929,0.15107943
da_as_as_req_mw_synchronized_reserve,0.51801836,0.08711682,0.018870048,0.023821875,0.08659017,0.11917946
da_as_ss_mw_synchronized_reserve,0.5179862,0.028980413,0.08807943,0.02792132,0.095645085,0.1086987
gen_fuel_wind_mw,0.516729,0.07174176,0.07336607,0.03822984,0.03239715,0.10856566
da_as_nsr_mw_primary_reserve,0.5160105,0.026300369,0.03408844,0.0038224438,0.1342723,0.11701529
da_as_ss_mw_primary_reserve,0.5134614,0.00036693568,0.052287817,0.04705633,0.08151708,0.09941958
da_as_as_req_mw_thirty_minutes_reserve,0.5129396,0.06852879,0.0010437937,0.009797723,0.064771585,0.11798411
gen_fuel_solar_mw,0.51265544,0.016170558,0.06356267,0.034032065,0.055450466,0.10020259
gen_fuel_other_renewables_mw,0.5124217,0.03791859,0.038961492,0.027673695,0.04496485,0.112081364
da_as_ss_mw_thirty_minutes_reserve,0.5100268,0.004284253,0.038247813,0.013952126,0.08345522,0.08952537
total_pjm_self_sched_reg,0.5071082,0.0011091566,0.027624195,0.0308688,0.027577678,0.09883635
da_as_ircmwt2_synchronized_reserve,0.49484205,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_thirty_minutes_reserve,0.49484205,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.49484205,0.0,0.0,0.0,0.0,0.0
da_as_mcp_thirty_minutes_reserve,0.49484205,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_primary_reserve,0.49484205,0.0,0.0,0.0,0.0,0.0
