confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9901998043060303,0.010217733681201935,True
total_gen,0.9869284629821777,0.013758924789726734,True
total_lmp_da,0.9789767265319824,0.02401047945022583,True
da_as_total_mw_primary_reserve,0.9507741928100586,0.051776815205812454,True
da_as_total_mw_synchronized_reserve,0.9154238700866699,0.08721932768821716,True
net_actual_interchange_mw,0.8612403273582458,0.14080150425434113,True
total_losses,0.8440117239952087,0.15558557212352753,True
da_as_total_mw_thirty_minutes_reserve,0.8392907977104187,0.16702498495578766,True
gross_actual_interchange_mw,0.7736502885818481,0.23553819954395294,True
marginal_loss_price_da,0.7447434663772583,0.25069761276245117,True
congestion_price_rt,0.6496812701225281,0.39146092534065247,True
congestion_price_da,0.5437142848968506,0.494951993227005,True
