general_field,mask_norm,single_norm,attn_norm,ig_norm,lrp_norm,shapley_norm
gen_fuel_coal_mw,0.21800757674884053,0.26038906119494487,0.37047049742714006,0.40544504,0.48996773,0.2902396017564781
gen_fuel_gas_mw,0.0,0.0,0.4760353496660104,0.0,0.0,0.0
gen_fuel_hydro_mw,0.0,0.0,0.13388459636279715,0.0,0.0,0.0
gen_fuel_multiple_fuels_mw,0.013742995549026703,0.003204424276726287,0.15345001264548633,0.10431131,0.11864732,0.019920298469431535
gen_fuel_nuclear_mw,0.2120355935788291,0.2315795097516717,0.44230018262513954,0.5943875,0.6332946,0.24621666759047053
gen_fuel_oil_mw,0.0,0.0,0.23138321230695433,0.0,0.0,0.0
gen_fuel_other_renewables_mw,0.03397942858494866,0.016046440997218903,0.24416506524489462,0.11023571,0.17963983,0.04426033398831132
gen_fuel_solar_mw,0.025070206349766505,0.004670736470712096,0.2001870731487578,0.0973938,0.2636773,0.019565345139522638
gen_fuel_storage_mw,0.004789323697998362,0.0,0.05915113142175669,0.031389292,0.055908002,0.004454729451900485
gen_fuel_wind_mw,0.025142038977038077,0.030147897601380813,0.14179056461700035,0.18751355,0.15284722,0.037154612411285905
gen_fuel_coal_pct,0.027608862414660176,0.08711838305521878,0.18527427263155025,0.15366264,0.19494683,0.046582277140410286
gen_fuel_gas_pct,0.059087506218667485,0.0,0.0578033006116428,0.14823243,0.17149226,0.03754225542444843
gen_fuel_hydro_pct,0.0,0.0,0.08779189305384832,0.0,0.0,0.0
gen_fuel_multiple_fuels_pct,0.02978640395341115,0.020114332606217693,0.6405374191985895,0.17425442,0.20676231,0.0398876547082637
gen_fuel_nuclear_pct,0.22608635910223868,0.1175492085728995,0.5609757119816606,0.3498268,0.45550522,0.1315529545748991
gen_fuel_oil_pct,0.022275959399176468,0.0,0.20074197929160958,0.07206249,0.1588288,0.019427941384894183
gen_fuel_other_renewables_pct,0.0588699781753702,0.09341067652597079,0.16562504082690985,0.21678482,0.2787487,0.07338165252532156
gen_fuel_solar_pct,0.0,0.0,0.04234907863151446,0.0,0.0,0.0
gen_fuel_wind_pct,0.017129399786015968,0.018988180101374236,0.04839602068558397,0.14048317,0.12962472,0.027739339525136745
forecast_load_mw_latest_available,0.12058170979612853,1.0,1.0,1.0,0.95999765,0.5334982733151877
forecast_load_mw_day_ahead,0.10975483354595009,0.9421972301293957,0.9984629824815647,0.9985777,0.97212255,0.4913059290328409
rmccp,0.0,0.0,0.15010297065846925,0.0,0.0,0.0
rmpcp,0.0037048620985421906,3.616093945823936e-05,0.017074118125531883,0.024163721,0.03478984,0.003740520249221098
total_pjm_loc_credit,0.013474842367807343,0.0014696915993440318,0.014522196727141216,0.13131902,0.09527938,-0.0035799333262122274
total_pjm_reg_purchases,0.0,0.0,0.05161999667871908,0.0,0.0,0.0
total_pjm_self_sched_reg,0.0011778828189216836,0.0,0.009011360967918526,0.022067947,0.034251064,0.0019334840537431012
total_pjm_assigned_reg,0.006940832085780603,0.011404768211973771,0.04322980711423205,0.06756582,0.08512232,0.011326105503036582
total_pjm_rmccp_cr,0.009760329841159593,0.003730328212187916,0.13360512318531229,0.06728275,0.05519331,0.0034552838806182133
total_pjm_rmpcp_cr,0.0028786987143255872,0.0,0.047803492427320925,0.03172017,0.045275595,0.004477522433644472
da_as_mcp_primary_reserve,0.0,0.0,0.3151253685371993,0.0,0.0,0.0
da_as_mcp_synchronized_reserve,0.05858317042391433,0.07847778513842484,0.26518196548994294,0.23651947,0.19154583,0.049130685385108765
da_as_as_req_mw_primary_reserve,0.5409005570047002,0.341627497045103,0.626725368809064,0.8144598,1.0,0.4808771588588729
da_as_as_req_mw_synchronized_reserve,0.0,0.0,0.7435271081996747,0.0,0.0,0.0
da_as_as_req_mw_thirty_minutes_reserve,0.0,0.0,0.6458843189852437,0.0,0.0,0.0
da_as_ss_mw_primary_reserve,0.0007088376398870775,0.0,0.005601820769733661,0.019444995,0.021241652,0.0017350307731429837
da_as_ss_mw_synchronized_reserve,0.00061916937711724,0.0,0.0,0.014626399,0.017244807,0.0012815039611955637
da_as_ss_mw_thirty_minutes_reserve,0.0006217808155454428,0.0,0.0,0.012911428,0.01598615,0.0019302364130579842
da_as_nsr_mw_primary_reserve,0.5609940999711953,0.5636474435865361,0.7953636338166208,0.6615958,0.9001319,0.5496953795059344
system_energy_price_da,1.0,0.9840211916471793,0.7707864571183591,0.629162,0.8576255,1.0
total_lmp_rt,0.08855423313947666,0.16606521149987735,0.41172340420872294,0.18149334,0.2404153,0.13468694686851626
marginal_loss_price_rt,0.07983853148244095,0.21856436880973562,0.45925627322225193,0.42512235,0.37118146,0.14858241419402887
net_inadv_interchange_mw,0.0006976428836960803,0.0,0.0,0.010770723,0.01661301,-0.00016870683293739573
gross_sched_interchange_mw,0.14373513220010556,0.07653677026907323,0.2804819844676122,0.16739433,0.23695399,0.1573252613310164
gross_inadv_interchange_mw,0.0,0.0,0.37695900257055664,0.0,0.0,0.0
