k,mask,single,attn,ig,lrp,shapley
1,0.10582473874092102,0.07475793361663818,0.07475793361663818,0.07475793361663818,-0.0001175999641418457,0.10582473874092102
2,0.2254316806793213,0.24326588213443756,0.11417680978775024,0.11417680978775024,0.14625184237957,0.2254316806793213
3,0.29334262013435364,0.2671761214733124,0.22983431816101074,0.18835961818695068,0.18835961818695068,0.3578483760356903
4,0.2880600690841675,0.3777869939804077,0.3777869939804077,0.3001514673233032,0.3001514673233032,0.3777869939804077
5,0.34887924790382385,0.45463624596595764,0.3777869939804077,0.45463624596595764,0.45463624596595764,0.45463624596595764
6,0.422370582818985,0.4961042106151581,0.3777869939804077,0.5003897547721863,0.5003897547721863,0.4961042106151581
7,0.464741587638855,0.5557412505149841,0.3868752419948578,0.5263621807098389,0.5557412505149841,0.5557412505149841
8,0.6188826560974121,0.5827416777610779,0.4663587808609009,0.5827416777610779,0.6067233085632324,0.5956946611404419
9,0.6464194655418396,0.5970014929771423,0.5077031254768372,0.6488015055656433,0.6488015055656433,0.6240002512931824
10,0.684903085231781,0.6697236895561218,0.5077031254768372,0.6612210869789124,0.6582029461860657,0.6400753259658813
11,0.7152757048606873,0.6823842525482178,0.5405572652816772,0.6721987128257751,0.6651217341423035,0.7152757048606873
12,0.7289164662361145,0.6886165142059326,0.5979887843132019,0.6816830039024353,0.6899304389953613,0.724605143070221
13,0.7401507496833801,0.7058413028717041,0.618524432182312,0.7082086205482483,0.7289683222770691,0.7408261299133301
14,0.7563260197639465,0.7482168674468994,0.618524432182312,0.7194613814353943,0.742825984954834,0.7482168674468994
15,0.7667796015739441,0.7569944262504578,0.6819369792938232,0.7610121369361877,0.7495928406715393,0.7581219673156738
16,0.7769586443901062,0.7684125304222107,0.6819369792938232,0.7684125304222107,0.7658451199531555,0.7678125500679016
17,0.7852051854133606,0.7720680236816406,0.7257289290428162,0.7846181392669678,0.7744457721710205,0.7852051854133606
18,0.7932924628257751,0.7807660102844238,0.7402475476264954,0.7881395220756531,0.7914167046546936,0.7932924628257751
19,0.7996826767921448,0.785841166973114,0.7483882904052734,0.7891874313354492,0.8007779121398926,0.796910285949707
20,0.8090160489082336,0.7915738224983215,0.7483882904052734,0.7971343398094177,0.8090160489082336,0.8049377799034119
21,0.8122914433479309,0.7952704429626465,0.7538718581199646,0.805884599685669,0.8122914433479309,0.8112277984619141
22,0.8178515434265137,0.8025886416435242,0.7612324357032776,0.8136826157569885,0.8178515434265137,0.8178515434265137
23,0.8202881217002869,0.8056620955467224,0.7685160040855408,0.8202881217002869,0.8202881217002869,0.820578396320343
24,0.8236262798309326,0.8060978055000305,0.7824895977973938,0.8234131336212158,0.8234131336212158,0.8206768035888672
25,0.8262526392936707,0.8060978055000305,0.7869329452514648,0.8262526392936707,0.8250219821929932,0.8219061493873596
26,0.827704906463623,0.8081348538398743,0.7869329452514648,0.826151430606842,0.827704906463623,0.8230189681053162
27,0.8276939988136292,0.8081348538398743,0.7966030240058899,0.82746821641922,0.82746821641922,0.8250235915184021
28,0.8284291625022888,0.8081348538398743,0.7966030240058899,0.8284291625022888,0.8284291625022888,0.8251736164093018
29,0.8286194801330566,0.8221960067749023,0.8000608086585999,0.8286194801330566,0.8286194801330566,0.8253572583198547
30,0.8288648724555969,0.8223763108253479,0.8000608086585999,0.8288648724555969,0.8288648724555969,0.8255932927131653
31,0.8289811611175537,0.8223763108253479,0.8025410771369934,0.8289600014686584,0.8289600014686584,0.8256137371063232
32,0.8290535807609558,0.8223763108253479,0.818045437335968,0.8289675116539001,0.82904452085495,0.8256137371063232
33,0.829028308391571,0.8279340863227844,0.818045437335968,0.829028308391571,0.829028308391571,0.8256137371063232
34,0.829028308391571,0.8279340863227844,0.8224392533302307,0.829028308391571,0.829028308391571,0.8256137371063232
35,0.829028308391571,0.8279340863227844,0.8224053978919983,0.829028308391571,0.829028308391571,0.8256137371063232
36,0.829028308391571,0.8279340863227844,0.8241403102874756,0.829028308391571,0.829028308391571,0.8256137371063232
37,0.829028308391571,0.8281779885292053,0.8241403102874756,0.829028308391571,0.829028308391571,0.8256137371063232
38,0.829028308391571,0.8283612132072449,0.8250235915184021,0.829028308391571,0.829028308391571,0.8256137371063232
39,0.829028308391571,0.8283612132072449,0.8284291625022888,0.829028308391571,0.829028308391571,0.8256137371063232
40,0.829028308391571,0.8283612132072449,0.8286194801330566,0.829028308391571,0.829028308391571,0.8256137371063232
41,0.829028308391571,0.8289600014686584,0.8288648724555969,0.829028308391571,0.829028308391571,0.8256137371063232
42,0.829028308391571,0.8289675116539001,0.8289600014686584,0.829028308391571,0.829028308391571,0.8256137371063232
43,0.829028308391571,0.829028308391571,0.8289675116539001,0.829028308391571,0.829028308391571,0.825694739818573
44,0.829028308391571,0.829028308391571,0.829028308391571,0.829028308391571,0.829028308391571,0.829028308391571
