target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.483717441558838,0.8958117089765898
gross_actual_interchange_mw,17,2.3622841835021973,0.8337826688759677
total_gen,28,3.0043466091156006,0.9016093099752858
metered_load_mw,27,2.9845006465911865,0.9055365201401526
total_losses,19,2.80609393119812,0.9530148021585133
congestion_price_da,8,2.0489673614501953,0.9853450171025138
congestion_price_rt,11,2.244130849838257,0.9358752549769744
marginal_loss_price_da,21,2.9129421710968018,0.9567813115790298
total_lmp_da,32,3.2566919326782227,0.9396826601955931
da_as_total_mw_primary_reserve,11,2.049684524536133,0.8547848389325727
da_as_total_mw_synchronized_reserve,8,1.7772130966186523,0.8546588403648827
da_as_total_mw_thirty_minutes_reserve,18,2.7687244415283203,0.9579129168988323
