split,order,method,rank,n_tasks,per_conf_mae,per_conf_bias,per_conf_spearman,maxconf_spearman,pool_fraction,truth_threshold,n_strong,strong_recall
audit,2,gradmap_1024,16,50,0.022507314284642536,-0.018768185973167414,0.5923626536790748,0.7509723889555822,0.3,0.05,32,0.46875
audit,2,gradmap_1024,16,50,0.022507314284642536,-0.018768185973167414,0.5923626536790748,0.7509723889555822,0.3,0.1,20,0.6
audit,2,gradmap_1024,16,50,0.022507314284642536,-0.018768185973167414,0.5923626536790748,0.7509723889555822,0.3,0.2,3,1.0
audit,2,gradmap_1024,32,50,0.02288069059451421,-0.018203074435393016,0.5756065989072192,0.7316686674669867,0.3,0.05,32,0.4375
audit,2,gradmap_1024,32,50,0.02288069059451421,-0.018203074435393016,0.5756065989072192,0.7316686674669867,0.3,0.1,20,0.55
audit,2,gradmap_1024,32,50,0.02288069059451421,-0.018203074435393016,0.5756065989072192,0.7316686674669867,0.3,0.2,3,1.0
audit,2,gradmap_1024,64,50,0.02234135349591573,-0.017856835722923275,0.601789560526557,0.7715246098439374,0.3,0.05,32,0.46875
audit,2,gradmap_1024,64,50,0.02234135349591573,-0.017856835722923275,0.601789560526557,0.7715246098439374,0.3,0.1,20,0.6
audit,2,gradmap_1024,64,50,0.02234135349591573,-0.017856835722923275,0.601789560526557,0.7715246098439374,0.3,0.2,3,1.0
audit,2,gradmap_1024,128,50,0.021840922037760415,-0.0188429061571757,0.6240997891660809,0.8076350540216085,0.3,0.05,32,0.46875
audit,2,gradmap_1024,128,50,0.021840922037760415,-0.0188429061571757,0.6240997891660809,0.8076350540216085,0.3,0.1,20,0.65
audit,2,gradmap_1024,128,50,0.021840922037760415,-0.0188429061571757,0.6240997891660809,0.8076350540216085,0.3,0.2,3,1.0
audit,2,gradmap_1024,192,50,0.02191924770673116,-0.019326664010683694,0.6654459040163999,0.8686194477791116,0.3,0.05,32,0.46875
audit,2,gradmap_1024,192,50,0.02191924770673116,-0.019326664010683694,0.6654459040163999,0.8686194477791116,0.3,0.1,20,0.65
audit,2,gradmap_1024,192,50,0.02191924770673116,-0.019326664010683694,0.6654459040163999,0.8686194477791116,0.3,0.2,3,1.0
audit,2,gradmap_1024,256,50,0.02202046404282252,-0.019864046474297837,0.6923987107241786,0.8791836734693877,0.3,0.05,32,0.46875
audit,2,gradmap_1024,256,50,0.02202046404282252,-0.019864046474297837,0.6923987107241786,0.8791836734693877,0.3,0.1,20,0.65
audit,2,gradmap_1024,256,50,0.02202046404282252,-0.019864046474297837,0.6923987107241786,0.8791836734693877,0.3,0.2,3,1.0
audit,2,gradmap_1024,320,50,0.020801121195157368,-0.019487423102060954,0.720228038414385,0.9008883553421368,0.3,0.05,32,0.46875
audit,2,gradmap_1024,320,50,0.020801121195157368,-0.019487423102060954,0.720228038414385,0.9008883553421368,0.3,0.1,20,0.6
audit,2,gradmap_1024,320,50,0.020801121195157368,-0.019487423102060954,0.720228038414385,0.9008883553421368,0.3,0.2,3,1.0
audit,2,gradmap_256,4,50,0.02258468627929687,-0.019996953209241226,0.6368652488959837,0.8496038415366146,0.3,0.05,32,0.46875
audit,2,gradmap_256,4,50,0.02258468627929687,-0.019996953209241226,0.6368652488959837,0.8496038415366146,0.3,0.1,20,0.6
audit,2,gradmap_256,4,50,0.02258468627929687,-0.019996953209241226,0.6368652488959837,0.8496038415366146,0.3,0.2,3,1.0
audit,2,gradmap_256,8,50,0.022284415364265436,-0.019660383661588027,0.6324053445155943,0.8257863145258102,0.3,0.05,32,0.46875
