split,order,method,rank,n_tasks,per_conf_mae,per_conf_bias,per_conf_spearman,maxconf_spearman,pool_fraction,truth_threshold,n_strong,strong_recall
audit,2,gradmap_1024,16,50,0.022507314284642536,-0.018768185973167418,0.5923626536790748,0.7509723889555822,0.3,0.05,32,0.46875
audit,2,gradmap_1024,16,50,0.022507314284642536,-0.018768185973167418,0.5923626536790748,0.7509723889555822,0.3,0.1,20,0.6
audit,2,gradmap_1024,16,50,0.022507314284642536,-0.018768185973167418,0.5923626536790748,0.7509723889555822,0.3,0.2,3,1.0
audit,2,gradmap_1024,32,50,0.02288069059451421,-0.018203074435393016,0.5756065989072192,0.7316686674669867,0.3,0.05,32,0.4375
audit,2,gradmap_1024,32,50,0.02288069059451421,-0.018203074435393016,0.5756065989072192,0.7316686674669867,0.3,0.1,20,0.55
audit,2,gradmap_1024,32,50,0.02288069059451421,-0.018203074435393016,0.5756065989072192,0.7316686674669867,0.3,0.2,3,1.0
audit,2,gradmap_1024,64,50,0.02234135349591573,-0.017856835722923278,0.601789560526557,0.7715246098439374,0.3,0.05,32,0.46875
audit,2,gradmap_1024,64,50,0.02234135349591573,-0.017856835722923278,0.601789560526557,0.7715246098439374,0.3,0.1,20,0.6
audit,2,gradmap_1024,64,50,0.02234135349591573,-0.017856835722923278,0.601789560526557,0.7715246098439374,0.3,0.2,3,1.0
audit,2,gradmap_1024,128,50,0.021840922037760415,-0.0188429061571757,0.6240970200486256,0.8076350540216085,0.3,0.05,32,0.46875
audit,2,gradmap_1024,128,50,0.021840922037760415,-0.0188429061571757,0.6240970200486256,0.8076350540216085,0.3,0.1,20,0.65
audit,2,gradmap_1024,128,50,0.021840922037760415,-0.0188429061571757,0.6240970200486256,0.8076350540216085,0.3,0.2,3,1.0
audit,2,gradmap_1024,192,50,0.02191924770673116,-0.019326664010683694,0.6654459040163999,0.8686194477791116,0.3,0.05,32,0.46875
audit,2,gradmap_1024,192,50,0.02191924770673116,-0.019326664010683694,0.6654459040163999,0.8686194477791116,0.3,0.1,20,0.65
audit,2,gradmap_1024,192,50,0.02191924770673116,-0.019326664010683694,0.6654459040163999,0.8686194477791116,0.3,0.2,3,1.0
audit,2,gradmap_1024,256,50,0.02202046404282252,-0.01986404647429784,0.6923987107241786,0.8791836734693877,0.3,0.05,32,0.46875
audit,2,gradmap_1024,256,50,0.02202046404282252,-0.01986404647429784,0.6923987107241786,0.8791836734693877,0.3,0.1,20,0.65
audit,2,gradmap_1024,256,50,0.02202046404282252,-0.01986404647429784,0.6923987107241786,0.8791836734693877,0.3,0.2,3,1.0
audit,2,gradmap_1024,320,50,0.020801121195157368,-0.019487423102060954,0.7202256317441338,0.9008883553421368,0.3,0.05,32,0.46875
audit,2,gradmap_1024,320,50,0.020801121195157368,-0.019487423102060954,0.7202256317441338,0.9008883553421368,0.3,0.1,20,0.6
audit,2,gradmap_1024,320,50,0.020801121195157368,-0.019487423102060954,0.7202256317441338,0.9008883553421368,0.3,0.2,3,1.0
audit,2,gradmap_256,4,50,0.022584686279296873,-0.01999695320924123,0.6368643966277974,0.8496038415366146,0.3,0.05,32,0.46875
audit,2,gradmap_256,4,50,0.022584686279296873,-0.01999695320924123,0.6368643966277974,0.8496038415366146,0.3,0.1,20,0.6
audit,2,gradmap_256,4,50,0.022584686279296873,-0.01999695320924123,0.6368643966277974,0.8496038415366146,0.3,0.2,3,1.0
audit,2,gradmap_256,8,50,0.022284415364265443,-0.019660383661588034,0.6324032144038718,0.8257863145258102,0.3,0.05,32,0.46875
audit,2,gradmap_256,8,50,0.022284415364265443,-0.019660383661588034,0.6324032144038718,0.8257863145258102,0.3,0.1,20,0.55
audit,2,gradmap_256,8,50,0.022284415364265443,-0.019660383661588034,0.6324032144038718,0.8257863145258102,0.3,0.2,3,1.0
audit,2,gradmap_256,16,50,0.022158613701661427,-0.019591435690720877,0.6305524737568715,0.7629771908763505,0.3,0.05,32,0.46875
audit,2,gradmap_256,16,50,0.022158613701661427,-0.019591435690720877,0.6305524737568715,0.7629771908763505,0.3,0.1,20,0.6
audit,2,gradmap_256,16,50,0.022158613701661427,-0.019591435690720877,0.6305524737568715,0.7629771908763505,0.3,0.2,3,1.0
audit,2,gradmap_256,32,50,0.022255914509296416,-0.019377317130565643,0.6147591521087558,0.7103481392557023,0.3,0.05,32,0.46875
audit,2,gradmap_256,32,50,0.022255914509296416,-0.019377317130565643,0.6147591521087558,0.7103481392557023,0.3,0.1,20,0.6
audit,2,gradmap_256,32,50,0.022255914509296416,-0.019377317130565643,0.6147591521087558,0.7103481392557023,0.3,0.2,3,1.0
audit,2,gradmap_256,64,50,0.022100920180479686,-0.019811889827251433,0.6311026419517831,0.7851620648259303,0.3,0.05,32,0.46875
audit,2,gradmap_256,64,50,0.022100920180479686,-0.019811889827251433,0.6311026419517831,0.7851620648259303,0.3,0.1,20,0.65
audit,2,gradmap_256,64,50,0.022100920180479686,-0.019811889827251433,0.6311026419517831,0.7851620648259303,0.3,0.2,3,1.0
audit,2,gradmap_256,128,50,0.021257808605829875,-0.019476050933202108,0.6799097314146668,0.8864825930372148,0.3,0.05,32,0.46875
audit,2,gradmap_256,128,50,0.021257808605829875,-0.019476050933202108,0.6799097314146668,0.8864825930372148,0.3,0.1,20,0.65
audit,2,gradmap_256,128,50,0.021257808605829875,-0.019476050933202108,0.6799097314146668,0.8864825930372148,0.3,0.2,3,1.0
audit,2,gradmap_256,192,50,0.02137567013502121,-0.019673655331134795,0.7102024270928867,0.8756302521008402,0.3,0.05,32,0.46875
audit,2,gradmap_256,192,50,0.02137567013502121,-0.019673655331134795,0.7102024270928867,0.8756302521008402,0.3,0.1,20,0.65
audit,2,gradmap_256,192,50,0.02137567013502121,-0.019673655331134795,0.7102024270928867,0.8756302521008402,0.3,0.2,3,1.0
audit,2,gradmap_256,256,50,0.021553957362969715,-0.02002191513776779,0.7176190133200098,0.8734213685474188,0.3,0.05,32,0.46875
audit,2,gradmap_256,256,50,0.021553957362969715,-0.02002191513776779,0.7176190133200098,0.8734213685474188,0.3,0.1,20,0.65
audit,2,gradmap_256,256,50,0.021553957362969715,-0.02002191513776779,0.7176190133200098,0.8734213685474188,0.3,0.2,3,1.0
audit,2,gradmap_256,320,50,0.0207352872689565,-0.01979495108127594,0.7308295300820279,0.9103961584633853,0.3,0.05,32,0.46875
audit,2,gradmap_256,320,50,0.0207352872689565,-0.01979495108127594,0.7308295300820279,0.9103961584633853,0.3,0.1,20,0.6
audit,2,gradmap_256,320,50,0.0207352872689565,-0.01979495108127594,0.7308295300820279,0.9103961584633853,0.3,0.2,3,1.0
audit,2,gradmask_1024,4,50,0.0220446847875913,-0.018691321710745494,0.6524314041112015,0.8724609843937575,0.3,0.05,32,0.46875
audit,2,gradmask_1024,4,50,0.0220446847875913,-0.018691321710745494,0.6524314041112015,0.8724609843937575,0.3,0.1,20,0.65
audit,2,gradmask_1024,4,50,0.0220446847875913,-0.018691321710745494,0.6524314041112015,0.8724609843937575,0.3,0.2,3,1.0
audit,2,gradmask_1024,8,50,0.02158494770526886,-0.01883776009082794,0.6809856516815697,0.8704441776710683,0.3,0.05,32,0.46875
audit,2,gradmask_1024,8,50,0.02158494770526886,-0.01883776009082794,0.6809856516815697,0.8704441776710683,0.3,0.1,20,0.65
audit,2,gradmask_1024,8,50,0.02158494770526886,-0.01883776009082794,0.6809856516815697,0.8704441776710683,0.3,0.2,3,1.0
audit,2,gradmask_1024,16,50,0.021101318101088205,-0.01913236767053604,0.6942359284331344,0.896470588235294,0.3,0.05,32,0.46875
audit,2,gradmask_1024,16,50,0.021101318101088205,-0.01913236767053604,0.6942359284331344,0.896470588235294,0.3,0.1,20,0.6
audit,2,gradmask_1024,16,50,0.021101318101088205,-0.01913236767053604,0.6942359284331344,0.896470588235294,0.3,0.2,3,1.0
audit,2,gradmask_1024,32,50,0.020758258601029714,-0.01972849080959956,0.7080743557620992,0.9114525810324129,0.3,0.05,32,0.46875
audit,2,gradmask_1024,32,50,0.020758258601029714,-0.01972849080959956,0.7080743557620992,0.9114525810324129,0.3,0.1,20,0.6
audit,2,gradmask_1024,32,50,0.020758258601029714,-0.01972849080959956,0.7080743557620992,0.9114525810324129,0.3,0.2,3,1.0
audit,2,gradmask_1024,64,50,0.019962249795595806,-0.018925069967905682,0.7429045739419357,0.9143337334933973,0.3,0.05,32,0.46875
audit,2,gradmask_1024,64,50,0.019962249795595806,-0.018925069967905682,0.7429045739419357,0.9143337334933973,0.3,0.1,20,0.65
audit,2,gradmask_1024,64,50,0.019962249795595806,-0.018925069967905682,0.7429045739419357,0.9143337334933973,0.3,0.2,3,1.0
audit,2,gradmask_1024,128,50,0.019657449622948964,-0.01856247991323471,0.7387301631393419,0.9200960384153661,0.3,0.05,32,0.46875
audit,2,gradmask_1024,128,50,0.019657449622948964,-0.01856247991323471,0.7387301631393419,0.9200960384153661,0.3,0.1,20,0.65
audit,2,gradmask_1024,128,50,0.019657449622948964,-0.01856247991323471,0.7387301631393419,0.9200960384153661,0.3,0.2,3,1.0
audit,2,gradmask_1024,192,50,0.01961759070555369,-0.018409975369771323,0.7491151190574851,0.9243217286914766,0.3,0.05,32,0.46875
audit,2,gradmask_1024,192,50,0.01961759070555369,-0.018409975369771323,0.7491151190574851,0.9243217286914766,0.3,0.1,20,0.65
audit,2,gradmask_1024,192,50,0.01961759070555369,-0.018409975369771323,0.7491151190574851,0.9243217286914766,0.3,0.2,3,1.0
audit,2,gradmask_1024,256,50,0.01957489311695099,-0.01850325584411621,0.752267700743613,0.9143337334933973,0.3,0.05,32,0.46875
audit,2,gradmask_1024,256,50,0.01957489311695099,-0.01850325584411621,0.752267700743613,0.9143337334933973,0.3,0.1,20,0.6
audit,2,gradmask_1024,256,50,0.01957489311695099,-0.01850325584411621,0.752267700743613,0.9143337334933973,0.3,0.2,3,1.0
audit,2,gradmask_1024,320,50,0.01965794712305069,-0.018561008075873058,0.7483646899019163,0.9137575030012004,0.3,0.05,32,0.46875
audit,2,gradmask_1024,320,50,0.01965794712305069,-0.018561008075873058,0.7483646899019163,0.9137575030012004,0.3,0.1,20,0.6
audit,2,gradmask_1024,320,50,0.01965794712305069,-0.018561008075873058,0.7483646899019163,0.9137575030012004,0.3,0.2,3,1.0
audit,2,gradmask_256,4,50,0.022068827152252196,-0.018976181348164877,0.6620737927337825,0.8707322929171669,0.3,0.05,32,0.46875
audit,2,gradmask_256,4,50,0.022068827152252196,-0.018976181348164877,0.6620737927337825,0.8707322929171669,0.3,0.1,20,0.65
audit,2,gradmask_256,4,50,0.022068827152252196,-0.018976181348164877,0.6620737927337825,0.8707322929171669,0.3,0.2,3,1.0
audit,2,gradmask_256,8,50,0.021653463244438172,-0.019275713761647544,0.6981336544083232,0.8732292917166866,0.3,0.05,32,0.46875
audit,2,gradmask_256,8,50,0.021653463244438172,-0.019275713761647544,0.6981336544083232,0.8732292917166866,0.3,0.1,20,0.65
audit,2,gradmask_256,8,50,0.021653463244438172,-0.019275713761647544,0.6981336544083232,0.8732292917166866,0.3,0.2,3,1.0
audit,2,gradmask_256,16,50,0.021040481626987458,-0.01938810000816981,0.7273173536593156,0.8981032412965185,0.3,0.05,32,0.46875
audit,2,gradmask_256,16,50,0.021040481626987458,-0.01938810000816981,0.7273173536593156,0.8981032412965185,0.3,0.1,20,0.6
audit,2,gradmask_256,16,50,0.021040481626987458,-0.01938810000816981,0.7273173536593156,0.8981032412965185,0.3,0.2,3,1.0
audit,2,gradmask_256,32,50,0.02088096578915914,-0.019851339459419252,0.7231206853785801,0.9093397358943576,0.3,0.05,32,0.46875
audit,2,gradmask_256,32,50,0.02088096578915914,-0.019851339459419252,0.7231206853785801,0.9093397358943576,0.3,0.1,20,0.65
audit,2,gradmask_256,32,50,0.02088096578915914,-0.019851339459419252,0.7231206853785801,0.9093397358943576,0.3,0.2,3,1.0
audit,2,gradmask_256,64,50,0.01984840154647827,-0.01875393549601237,0.7409388914969208,0.9140456182472988,0.3,0.05,32,0.46875
audit,2,gradmask_256,64,50,0.01984840154647827,-0.01875393549601237,0.7409388914969208,0.9140456182472988,0.3,0.1,20,0.65
audit,2,gradmask_256,64,50,0.01984840154647827,-0.01875393549601237,0.7409388914969208,0.9140456182472988,0.3,0.2,3,1.0
audit,2,gradmask_256,128,50,0.019780281285444897,-0.01862924963235855,0.7359185544392978,0.9259543817527011,0.3,0.05,32,0.46875
audit,2,gradmask_256,128,50,0.019780281285444897,-0.01862924963235855,0.7359185544392978,0.9259543817527011,0.3,0.1,20,0.65
audit,2,gradmask_256,128,50,0.019780281285444897,-0.01862924963235855,0.7359185544392978,0.9259543817527011,0.3,0.2,3,1.0
audit,2,gradmask_256,192,50,0.019534857670466105,-0.018214864532152812,0.740891922236948,0.9117406962785114,0.3,0.05,32,0.46875
audit,2,gradmask_256,192,50,0.019534857670466105,-0.018214864532152812,0.740891922236948,0.9117406962785114,0.3,0.1,20,0.65
audit,2,gradmask_256,192,50,0.019534857670466105,-0.018214864532152812,0.740891922236948,0.9117406962785114,0.3,0.2,3,1.0
audit,2,gradmask_256,256,50,0.019808097779750823,-0.018900148371855417,0.7511570309917527,0.911548619447779,0.3,0.05,32,0.46875
audit,2,gradmask_256,256,50,0.019808097779750823,-0.018900148371855417,0.7511570309917527,0.911548619447779,0.3,0.1,20,0.6
audit,2,gradmask_256,256,50,0.019808097779750823,-0.018900148371855417,0.7511570309917527,0.911548619447779,0.3,0.2,3,1.0
audit,2,gradmask_256,320,50,0.019862554669380188,-0.018930534720420836,0.7493132480923558,0.916734693877551,0.3,0.05,32,0.46875
audit,2,gradmask_256,320,50,0.019862554669380188,-0.018930534720420836,0.7493132480923558,0.916734693877551,0.3,0.1,20,0.6
audit,2,gradmask_256,320,50,0.019862554669380188,-0.018930534720420836,0.7493132480923558,0.916734693877551,0.3,0.2,3,1.0
audit,2,maskmap,4,50,0.022636142273743946,-0.01976958245038986,0.665367524151005,0.8779351740696278,0.3,0.05,32,0.46875
audit,2,maskmap,4,50,0.022636142273743946,-0.01976958245038986,0.665367524151005,0.8779351740696278,0.3,0.1,20,0.65
audit,2,maskmap,4,50,0.022636142273743946,-0.01976958245038986,0.665367524151005,0.8779351740696278,0.3,0.2,3,1.0
audit,2,maskmap,8,50,0.022738661468029022,-0.020459313293298087,0.681534542125648,0.8816806722689075,0.3,0.05,32,0.46875
audit,2,maskmap,8,50,0.022738661468029022,-0.020459313293298087,0.681534542125648,0.8816806722689075,0.3,0.1,20,0.65
audit,2,maskmap,8,50,0.022738661468029022,-0.020459313293298087,0.681534542125648,0.8816806722689075,0.3,0.2,3,1.0
audit,2,maskmap,16,50,0.022816523412863412,-0.02107131709655126,0.7022127283686899,0.9146218487394957,0.3,0.05,32,0.46875
audit,2,maskmap,16,50,0.022816523412863412,-0.02107131709655126,0.7022127283686899,0.9146218487394957,0.3,0.1,20,0.6
audit,2,maskmap,16,50,0.022816523412863412,-0.02107131709655126,0.7022127283686899,0.9146218487394957,0.3,0.2,3,1.0
audit,2,maskmap,32,50,0.02241553415854772,-0.021449059744675956,0.7068494634707317,0.9084753901560624,0.3,0.05,32,0.46875
audit,2,maskmap,32,50,0.02241553415854772,-0.021449059744675956,0.7068494634707317,0.9084753901560624,0.3,0.1,20,0.6
audit,2,maskmap,32,50,0.02241553415854772,-0.021449059744675956,0.7068494634707317,0.9084753901560624,0.3,0.2,3,1.0
audit,2,maskmap,64,50,0.022511728207270303,-0.021591803630193074,0.722988008300023,0.876110444177671,0.3,0.05,32,0.46875
audit,2,maskmap,64,50,0.022511728207270303,-0.021591803630193074,0.722988008300023,0.876110444177671,0.3,0.1,20,0.65
audit,2,maskmap,64,50,0.022511728207270303,-0.021591803630193074,0.722988008300023,0.876110444177671,0.3,0.2,3,1.0
audit,2,maskmap,128,50,0.02235207627216975,-0.021402832170327506,0.7280279111886422,0.8569987995198078,0.3,0.05,32,0.46875
audit,2,maskmap,128,50,0.02235207627216975,-0.021402832170327506,0.7280279111886422,0.8569987995198078,0.3,0.1,20,0.65
audit,2,maskmap,128,50,0.02235207627216975,-0.021402832170327506,0.7280279111886422,0.8569987995198078,0.3,0.2,3,1.0
audit,2,maskmap,192,50,0.022327063580354054,-0.02137427161137263,0.727772410478918,0.8559423769507803,0.3,0.05,32,0.46875
audit,2,maskmap,192,50,0.022327063580354054,-0.02137427161137263,0.727772410478918,0.8559423769507803,0.3,0.1,20,0.65
audit,2,maskmap,192,50,0.022327063580354054,-0.02137427161137263,0.727772410478918,0.8559423769507803,0.3,0.2,3,1.0
audit,2,maskmap,256,50,0.022312631011009217,-0.02135888397693634,0.7279125219792275,0.8561344537815125,0.3,0.05,32,0.46875
audit,2,maskmap,256,50,0.022312631011009217,-0.02135888397693634,0.7279125219792275,0.8561344537815125,0.3,0.1,20,0.65
audit,2,maskmap,256,50,0.022312631011009217,-0.02135888397693634,0.7279125219792275,0.8561344537815125,0.3,0.2,3,1.0
audit,2,maskmap,320,50,0.022319029370943707,-0.021367374857266745,0.7281252447923465,0.8561344537815125,0.3,0.05,32,0.46875
audit,2,maskmap,320,50,0.022319029370943707,-0.021367374857266745,0.7281252447923465,0.8561344537815125,0.3,0.1,20,0.65
audit,2,maskmap,320,50,0.022319029370943707,-0.021367374857266745,0.7281252447923465,0.8561344537815125,0.3,0.2,3,1.0
audit,2,projected_teacher,4,50,0.01998763531446457,-0.013922368983427684,0.6295975616375367,0.8285714285714285,0.3,0.05,32,0.46875
audit,2,projected_teacher,4,50,0.01998763531446457,-0.013922368983427684,0.6295975616375367,0.8285714285714285,0.3,0.1,20,0.65
audit,2,projected_teacher,4,50,0.01998763531446457,-0.013922368983427684,0.6295975616375367,0.8285714285714285,0.3,0.2,3,1.0
audit,2,projected_teacher,8,50,0.019578029414017994,-0.01624076853195826,0.6788384967736021,0.8772629051620647,0.3,0.05,32,0.46875
audit,2,projected_teacher,8,50,0.019578029414017994,-0.01624076853195826,0.6788384967736021,0.8772629051620647,0.3,0.1,20,0.6
audit,2,projected_teacher,8,50,0.019578029414017994,-0.01624076853195826,0.6788384967736021,0.8772629051620647,0.3,0.2,3,1.0
audit,2,projected_teacher,16,50,0.020092710157235464,-0.018215090731779734,0.6854519040330667,0.8736134453781513,0.3,0.05,32,0.46875
audit,2,projected_teacher,16,50,0.020092710157235464,-0.018215090731779734,0.6854519040330667,0.8736134453781513,0.3,0.1,20,0.6
audit,2,projected_teacher,16,50,0.020092710157235464,-0.018215090731779734,0.6854519040330667,0.8736134453781513,0.3,0.2,3,1.0
audit,2,projected_teacher,32,50,0.01922302653392156,-0.017836345533529918,0.7216886713574204,0.8986794717887154,0.3,0.05,32,0.46875
audit,2,projected_teacher,32,50,0.01922302653392156,-0.017836345533529918,0.7216886713574204,0.8986794717887154,0.3,0.1,20,0.65
audit,2,projected_teacher,32,50,0.01922302653392156,-0.017836345533529918,0.7216886713574204,0.8986794717887154,0.3,0.2,3,1.0
audit,2,projected_teacher,64,50,0.01780942052602768,-0.016342938045660654,0.7498713607537797,0.9113565426170468,0.3,0.05,32,0.46875
audit,2,projected_teacher,64,50,0.01780942052602768,-0.016342938045660654,0.7498713607537797,0.9113565426170468,0.3,0.1,20,0.65
audit,2,projected_teacher,64,50,0.01780942052602768,-0.016342938045660654,0.7498713607537797,0.9113565426170468,0.3,0.2,3,1.0
audit,2,projected_teacher,128,50,0.016602307160695395,-0.01521893302599589,0.7684367456576268,0.9176950780312124,0.3,0.05,32,0.46875
audit,2,projected_teacher,128,50,0.016602307160695395,-0.01521893302599589,0.7684367456576268,0.9176950780312124,0.3,0.1,20,0.65
audit,2,projected_teacher,128,50,0.016602307160695395,-0.01521893302599589,0.7684367456576268,0.9176950780312124,0.3,0.2,3,1.0
audit,2,projected_teacher,192,50,0.016196386218070985,-0.0147904501358668,0.7775443928669857,0.9341176470588234,0.3,0.05,32,0.46875
audit,2,projected_teacher,192,50,0.016196386218070985,-0.0147904501358668,0.7775443928669857,0.9341176470588234,0.3,0.1,20,0.7
audit,2,projected_teacher,192,50,0.016196386218070985,-0.0147904501358668,0.7775443928669857,0.9341176470588234,0.3,0.2,3,1.0
audit,2,projected_teacher,256,50,0.015872386296590168,-0.014423682093620301,0.7874926150835504,0.9339255702280912,0.3,0.05,32,0.46875
audit,2,projected_teacher,256,50,0.015872386296590168,-0.014423682093620301,0.7874926150835504,0.9339255702280912,0.3,0.1,20,0.7
audit,2,projected_teacher,256,50,0.015872386296590168,-0.014423682093620301,0.7874926150835504,0.9339255702280912,0.3,0.2,3,1.0
audit,2,projected_teacher,320,50,0.015655803382396697,-0.014222496052583059,0.7895410652465851,0.9365186074429772,0.3,0.05,32,0.46875
audit,2,projected_teacher,320,50,0.015655803382396697,-0.014222496052583059,0.7895410652465851,0.9365186074429772,0.3,0.1,20,0.7
audit,2,projected_teacher,320,50,0.015655803382396697,-0.014222496052583059,0.7895410652465851,0.9365186074429772,0.3,0.2,3,1.0
audit,2,scalar_grad1024,4,50,0.02133405258258184,-0.018891699413458505,0.6292340597192536,0.7953421368547419,0.3,0.05,32,0.46875
audit,2,scalar_grad1024,4,50,0.02133405258258184,-0.018891699413458505,0.6292340597192536,0.7953421368547419,0.3,0.1,20,0.65
audit,2,scalar_grad1024,4,50,0.02133405258258184,-0.018891699413458505,0.6292340597192536,0.7953421368547419,0.3,0.2,3,1.0
audit,2,scalar_grad1024,8,50,0.020462921063105266,-0.018280683954556783,0.6517962000891849,0.7889075630252101,0.3,0.05,32,0.46875
audit,2,scalar_grad1024,8,50,0.020462921063105266,-0.018280683954556783,0.6517962000891849,0.7889075630252101,0.3,0.1,20,0.6
audit,2,scalar_grad1024,8,50,0.020462921063105266,-0.018280683954556783,0.6517962000891849,0.7889075630252101,0.3,0.2,3,1.0
audit,2,scalar_grad1024,16,50,0.020775590340296426,-0.018033570448557537,0.6300815630088739,0.757406962785114,0.3,0.05,32,0.46875
audit,2,scalar_grad1024,16,50,0.020775590340296426,-0.018033570448557537,0.6300815630088739,0.757406962785114,0.3,0.1,20,0.6
audit,2,scalar_grad1024,16,50,0.020775590340296426,-0.018033570448557537,0.6300815630088739,0.757406962785114,0.3,0.2,3,1.0
audit,2,scalar_grad1024,32,50,0.022068573236465452,-0.017367086807886758,0.5931938690376791,0.7399279711884753,0.3,0.05,32,0.46875
audit,2,scalar_grad1024,32,50,0.022068573236465452,-0.017367086807886758,0.5931938690376791,0.7399279711884753,0.3,0.1,20,0.6
audit,2,scalar_grad1024,32,50,0.022068573236465452,-0.017367086807886758,0.5931938690376791,0.7399279711884753,0.3,0.2,3,1.0
audit,2,scalar_grad1024,64,50,0.022642050782839457,-0.017967562476793927,0.5631547569324165,0.7777671068427371,0.3,0.05,32,0.46875
audit,2,scalar_grad1024,64,50,0.022642050782839457,-0.017967562476793927,0.5631547569324165,0.7777671068427371,0.3,0.1,20,0.65
audit,2,scalar_grad1024,64,50,0.022642050782839457,-0.017967562476793927,0.5631547569324165,0.7777671068427371,0.3,0.2,3,1.0
audit,2,scalar_grad1024,128,50,0.024591220021247865,-0.01963065246740977,0.5157390474729924,0.8161824729891957,0.3,0.05,32,0.46875
audit,2,scalar_grad1024,128,50,0.024591220021247865,-0.01963065246740977,0.5157390474729924,0.8161824729891957,0.3,0.1,20,0.65
audit,2,scalar_grad1024,128,50,0.024591220021247865,-0.01963065246740977,0.5157390474729924,0.8161824729891957,0.3,0.2,3,1.0
audit,2,scalar_grad1024,192,50,0.026007343331972757,-0.02047388513882955,0.49061455421380695,0.7939015606242497,0.3,0.05,32,0.46875
audit,2,scalar_grad1024,192,50,0.026007343331972757,-0.02047388513882955,0.49061455421380695,0.7939015606242497,0.3,0.1,20,0.65
audit,2,scalar_grad1024,192,50,0.026007343331972757,-0.02047388513882955,0.49061455421380695,0.7939015606242497,0.3,0.2,3,1.0
audit,2,scalar_grad1024,256,50,0.026623106201489766,-0.02081069886684418,0.47376537282981834,0.7908283313325329,0.3,0.05,32,0.46875
audit,2,scalar_grad1024,256,50,0.026623106201489766,-0.02081069886684418,0.47376537282981834,0.7908283313325329,0.3,0.1,20,0.65
audit,2,scalar_grad1024,256,50,0.026623106201489766,-0.02081069886684418,0.47376537282981834,0.7908283313325329,0.3,0.2,3,1.0
audit,2,scalar_grad1024,320,50,0.026857503056526184,-0.020837576985359194,0.4748880723956871,0.7932292917166867,0.3,0.05,32,0.46875
audit,2,scalar_grad1024,320,50,0.026857503056526184,-0.020837576985359194,0.4748880723956871,0.7932292917166867,0.3,0.1,20,0.65
audit,2,scalar_grad1024,320,50,0.026857503056526184,-0.020837576985359194,0.4748880723956871,0.7932292917166867,0.3,0.2,3,1.0
audit,2,scalar_grad256,4,50,0.021926617026329042,-0.01878329674402873,0.632969633661132,0.7905402160864345,0.3,0.05,32,0.46875
audit,2,scalar_grad256,4,50,0.021926617026329042,-0.01878329674402873,0.632969633661132,0.7905402160864345,0.3,0.1,20,0.65
audit,2,scalar_grad256,4,50,0.021926617026329042,-0.01878329674402873,0.632969633661132,0.7905402160864345,0.3,0.2,3,1.0
audit,2,scalar_grad256,8,50,0.021653507351875306,-0.018774301211039224,0.6454592030754773,0.7680672268907562,0.3,0.05,32,0.46875
