confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9877751469612122,0.012754046358168125,True
total_gen,0.9858890175819397,0.014865280129015446,True
total_lmp_da,0.9729977250099182,0.030868662521243095,True
da_as_total_mw_primary_reserve,0.9456225633621216,0.057117026299238205,True
da_as_total_mw_synchronized_reserve,0.9070097804069519,0.09594374895095825,True
total_losses,0.805882453918457,0.19380463659763336,True
da_as_total_mw_thirty_minutes_reserve,0.7905494570732117,0.21775171160697937,True
net_actual_interchange_mw,0.7769168615341187,0.22624000906944275,True
marginal_loss_price_da,0.7312784194946289,0.2641349136829376,True
gross_actual_interchange_mw,0.7275149822235107,0.2839237451553345,True
congestion_price_rt,0.5264777541160583,0.5297613143920898,True
congestion_price_da,0.35738086700439453,0.6981332898139954,True
