rank,field,sensitivity,masked_loss,loss_increase
1,metered_load_mw,41.727816710026936,0.21268586814403534,0.2077081771567464
2,forecast_load_mw_latest_available,9.39111427932618,0.05172375589609146,0.04674606490880251
3,gen_fuel_gas_mw,8.12376413886137,0.045415278524160385,0.04043758753687143
4,forecast_load_mw_day_ahead,4.140258066085349,0.02558661624789238,0.020608925260603428
5,gen_fuel_coal_mw,3.77128586810808,0.02374998666346073,0.01877229567617178
6,gen_fuel_nuclear_pct,0.7558398841481041,0.008740028366446495,0.003762337379157543
7,gen_fuel_nuclear_mw,0.46171957367550054,0.007275988347828388,0.0022982973605394363
8,gen_fuel_other_renewables_pct,0.390031535589564,0.0069191474467515945,0.0019414564594626427
9,gen_fuel_coal_pct,0.31876129027429695,0.006564386188983917,0.0015866952016949654
10,total_lmp_rt,0.30806547727632044,0.0065111457370221615,0.0015334547497332096
11,gen_fuel_oil_mw,0.2990616033850008,0.0064663272351026535,0.0014886362478137016
12,gen_fuel_gas_pct,0.2693309609140176,0.00631833728402853,0.0013406462967395782
13,gross_sched_interchange_mw,0.25717839264849374,0.006257845554500818,0.0012801545672118664
14,net_actual_interchange_mw,0.19642827407430274,0.005955450236797333,0.0009777592495083809
15,gen_fuel_other_renewables_mw,0.1879026260324374,0.005913012195378542,0.0009353212080895901
16,gen_fuel_hydro_mw,0.1561924728074533,0.005755168851464987,0.0007774778641760349
17,gen_fuel_wind_pct,0.13618753338553405,0.005655590444803238,0.000677899457514286
18,da_as_as_req_mw_primary_reserve,0.10366574333154653,0.005493707023561001,0.000516016036272049
19,da_as_as_req_mw_thirty_minutes_reserve,0.09753721171503651,0.0054632010869681835,0.00048551009967923164
20,gross_inadv_interchange_mw,0.05796944855283357,0.005266244988888502,0.00028855400159955025
21,marginal_loss_price_da,0.04092170735609022,0.005181386601179838,0.0002036956138908863
22,da_as_total_mw_thirty_minutes_reserve,0.040803460588932514,0.005180798005312681,0.00020310701802372932
23,total_losses,0.03945961975806188,0.0051741087809205055,0.00019641779363155365
24,da_as_as_req_mw_synchronized_reserve,0.029009187511869112,0.005122089758515358,0.0001443987712264061
25,gen_fuel_wind_mw,0.025809508574293864,0.005106162745505571,0.0001284717582166195
26,da_as_total_mw_synchronized_reserve,0.024218696647460923,0.005098244175314903,0.00012055318802595139
27,gross_actual_interchange_mw,0.012901433274303499,0.005041910335421562,6.421934813261032e-05
28,congestion_price_da,0.005157579720679433,0.005003363825380802,2.567283809185028e-05
29,gen_fuel_solar_pct,0.0013963221887626281,0.004984641447663307,6.950460374355316e-06
30,da_as_ss_mw_synchronized_reserve,0.0007445617245318073,0.004981397185474634,3.7061981856822968e-06
31,da_as_ss_mw_thirty_minutes_reserve,0.0007081709077403922,0.0049812160432338715,3.525055944919586e-06
32,total_pjm_reg_purchases,0.000519668347754013,0.004980277735739946,2.5867484509944916e-06
33,da_as_ss_mw_primary_reserve,0.00028439095898689465,0.004979106597602367,1.4156103134155273e-06
34,total_pjm_assigned_reg,1.6745388703504652e-05,0.00497777434065938,8.335337042808533e-08
35,total_pjm_rmpcp_cr,-0.0005371621337180095,0.004975017160177231,-2.673827111721039e-06
36,rmpcp,-0.0009017251492350912,0.004973202478140593,-4.488509148359299e-06
37,gen_fuel_solar_mw,-0.0013273760911398185,0.004971083719283342,-6.607268005609512e-06
38,gen_fuel_hydro_pct,-0.001349360260666766,0.004970974288880825,-6.716698408126831e-06
39,total_pjm_loc_credit,-0.0020087917968176277,0.004967691842466593,-9.999144822359085e-06
40,gen_fuel_multiple_fuels_mw,-0.002382990427063542,0.004965829197317362,-1.1861789971590042e-05
41,gen_fuel_storage_mw,-0.0036602239017504076,0.004959471523761749,-1.8219463527202606e-05
42,gen_fuel_multiple_fuels_pct,-0.003740676607253279,0.004959071055054665,-1.8619932234287262e-05
43,da_as_nsr_mw_primary_reserve,-0.0045644748917396585,0.004954970441758633,-2.2720545530319214e-05
44,total_pjm_self_sched_reg,-0.007878097312224788,0.004938476253300905,-3.9214733988046646e-05
45,rmccp,-0.008193172558891848,0.004936907906085253,-4.078308120369911e-05
46,da_as_mcp_primary_reserve,-0.01194788161477935,0.004918218124657869,-5.9472862631082535e-05
47,net_inadv_interchange_mw,-0.01201374057370263,0.004917890299111605,-5.980068817734718e-05
48,total_pjm_rmccp_cr,-0.012886839527723909,0.0049135442823171616,-6.414670497179031e-05
49,da_as_total_mw_primary_reserve,-0.014443786478519596,0.004905794281512499,-7.189670577645302e-05
50,da_as_mcp_synchronized_reserve,-0.01517235121160839,0.004902167711406946,-7.552327588200569e-05
51,system_energy_price_da,-0.016653710039094403,0.004894793964922428,-8.289702236652374e-05
52,total_lmp_da,-0.022560248318211032,0.004865393042564392,-0.00011229794472455978
53,gen_fuel_oil_pct,-0.025339982842992805,0.00485155638307333,-0.00012613460421562195
54,congestion_price_rt,-0.029350456662653387,0.004831593483686447,-0.00014609750360250473
55,marginal_loss_price_rt,-0.03175309251780484,0.0048196339048445225,-0.0001580570824444294
