target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.121793746948242,0.9656699496419137
gross_actual_interchange_mw,11,2.2774081230163574,0.9497529557905157
total_gen,28,3.0192794799804688,0.9060906888400191
metered_load_mw,27,3.0280935764312744,0.9187631850548325
total_losses,19,2.286869764328003,0.7766741917590723
congestion_price_da,8,2.043700695037842,0.9828122859308075
congestion_price_rt,11,2.3522520065307617,0.9809652795160054
marginal_loss_price_da,21,2.84281063079834,0.9337459943057882
total_lmp_da,32,3.255255699157715,0.9392682508000741
da_as_total_mw_primary_reserve,11,1.8858544826507568,0.7864624047779799
da_as_total_mw_synchronized_reserve,8,1.6630728244781494,0.7997689721706093
da_as_total_mw_thirty_minutes_reserve,18,2.604794979095459,0.9011972151954009
