target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.56105375289917,0.9237048871894253
gross_actual_interchange_mw,17,2.2632079124450684,0.7988130922766691
total_gen,28,2.9313902854919434,0.8797149984464231
metered_load_mw,27,2.911576271057129,0.883410311077364
total_losses,19,2.7601635456085205,0.9374157743251696
congestion_price_da,8,2.0079309940338135,0.9656106958466099
congestion_price_rt,11,2.1677820682525635,0.9040353400099653
marginal_loss_price_da,21,2.837198495864868,0.9319026395438282
total_lmp_da,32,3.2320950031280518,0.9325854865389678
da_as_total_mw_primary_reserve,11,2.040229558944702,0.8508418120211444
da_as_total_mw_synchronized_reserve,8,1.7545527219772339,0.8437615036582625
da_as_total_mw_thirty_minutes_reserve,18,2.694394588470459,0.9321965526094288
