model,test_parent_mae,test_parent_bias,test_syn_mae,test_s1_spearman,pool_top30_recall,global_top30_recall,extreme_parent_error_mean,extreme_pair_error_mean,extreme_syn_est_mean,extreme_negative_count,truth_parent_exceeded_rate,truth_pair_exceeded_rate
uniform_k0,0.07181018526736184,-0.07177820781496017,0.019642793726542915,0.6823982101142174,0.8400227982569846,0.8424481447446787,-0.3667697027716448,-0.07920372695890683,0.004459920100703974,11,0.00223790016689425,0.005234410559854347
k0_residual_arith,0.03768272001198244,-0.037160699532648465,0.011348771863638252,0.8310399743339248,0.9432185964789361,0.9605288333274948,-0.03624658887664871,-0.03626945458301889,0.2920487616198122,0,0.0328098922773479,0.03944773175542406
