model,test_parent_mae,test_parent_bias,test_syn_mae,test_s1_spearman,pool_top30_recall,global_top30_recall,extreme_parent_error_mean,extreme_pair_error_mean,extreme_syn_est_mean,extreme_negative_count,truth_parent_exceeded_rate,truth_pair_exceeded_rate
uniform_k0,0.07181018526736184,-0.07177820781496017,0.019642793726542915,0.6823982101142174,0.8400227982569846,0.8424481447446787,-0.3667697027716448,-0.07920372695890683,0.004459920100703974,11,0.00223790016689425,0.005234410559854347
k0_residual_poly2,0.04506245919091871,-0.04495845523667797,0.012797973017073765,0.8302164271155259,0.9581034868398007,0.9581034868398007,-0.07147009708389156,-0.04696641704928752,0.26752221587883795,0,0.0074723107267485964,0.010317099074495524
