model,test_parent_mae,test_parent_bias,test_syn_mae,test_s1_spearman,pool_top30_recall,global_top30_recall,extreme_parent_error_mean,extreme_pair_error_mean,extreme_syn_est_mean,extreme_negative_count,truth_parent_exceeded_rate,truth_pair_exceeded_rate
k0_residual_linear,0.054896148737584326,-0.054798748564556236,0.014833552323104435,0.8009739887812786,0.9307590526057656,,-0.21567107481858758,-0.06345235144128387,0.13980717253613834,2,0.005044758003337885,0.008724017599757244
k0_residual_poly2,0.045062459192552695,-0.04495845523831196,0.012797973019466655,0.8302164271155259,0.9581034868398007,,-0.07147009708389156,-0.04696641704928752,0.26752221587883795,0,0.0074723107267485964,0.010317099074495524
k0_residual_arith,0.03768272001189488,-0.03716069953332108,0.011348771857920579,0.8310399743339248,0.9432185964789361,,-0.03624658887664871,-0.03626945458301889,0.2920487616198122,0,0.0328098922773479,0.03944773175542406
