S,size,conf,v_audit,v_full
"(34,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.144467294216156,0.13733690977096558
"(34,)",1,dam_as_total_procured__mw__ru__as_caiso,0.837721586227417,0.8308666348457336
"(34,)",1,dam_as_total_procured__mw__rd__as_caiso,0.6314149498939514,0.6098477244377136
"(34,)",1,dam_as_total_procured__mw__sr__as_caiso,0.027042508125305176,0.03587532043457031
"(34,)",1,dam_as_total_procured__mw__nr__as_caiso,0.016743183135986328,0.017453491687774658
"(38,)",1,actual_load__mw__ca_iso_tac,0.040112197399139404,0.04467141628265381
"(38,)",1,dam_schedule__mw__generation__caiso_totals,0.0336877703666687,0.03479409217834473
"(38,)",1,dam_schedule__mw__import__caiso_totals,0.22974568605422974,0.22448217868804932
"(38,)",1,dam_schedule__mw__export__caiso_totals,0.049880802631378174,0.051854729652404785
"(38,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.39164358377456665,0.41228365898132324
"(38,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2419642210006714,0.23789256811141968
"(38,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.10828930139541626,0.11440819501876831
"(38,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.12340378761291504,0.12468838691711426
"(38,)",1,dam_as_total_procured__mw__ru__as_caiso,0.12192094326019287,0.10611993074417114
"(38,)",1,dam_as_total_procured__mw__rd__as_caiso,0.36388325691223145,0.3555753827095032
"(38,)",1,dam_as_total_procured__mw__sr__as_caiso,0.03883880376815796,0.05430901050567627
"(38,)",1,dam_as_total_procured__mw__nr__as_caiso,0.02947068214416504,0.02432262897491455
"(42,)",1,actual_load__mw__ca_iso_tac,0.036631226539611816,0.050696372985839844
"(42,)",1,dam_schedule__mw__generation__caiso_totals,0.03806161880493164,0.048660337924957275
"(42,)",1,dam_schedule__mw__import__caiso_totals,0.025307297706604004,0.03565281629562378
"(42,)",1,dam_schedule__mw__export__caiso_totals,0.0456085205078125,0.04945558309555054
"(42,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.22376495599746704,0.23629093170166016
"(42,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.08791565895080566,0.09226411581039429
"(42,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.02704906463623047,0.02486884593963623
"(42,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0788235068321228,0.08309632539749146
"(42,)",1,dam_as_total_procured__mw__ru__as_caiso,0.049054861068725586,0.0470888614654541
"(42,)",1,dam_as_total_procured__mw__rd__as_caiso,0.09069406986236572,0.10736626386642456
"(42,)",1,dam_as_total_procured__mw__sr__as_caiso,0.0,0.00933903455734253
"(42,)",1,dam_as_total_procured__mw__nr__as_caiso,0.014073073863983154,0.011948466300964355
"(0, 3)",2,actual_load__mw__ca_iso_tac,0.8397716879844666,0.8389148712158203
"(0, 3)",2,dam_schedule__mw__generation__caiso_totals,0.7992920279502869,0.8057056069374084
"(0, 3)",2,dam_schedule__mw__import__caiso_totals,0.2633497714996338,0.25886523723602295
"(0, 3)",2,dam_schedule__mw__export__caiso_totals,0.45319825410842896,0.45546871423721313
"(0, 3)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5326880216598511,0.5649757385253906
"(0, 3)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1789265275001526,0.19220519065856934
"(0, 3)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.3983824849128723,0.3872455954551697
"(0, 3)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.13139218091964722,0.16742855310440063
"(0, 3)",2,dam_as_total_procured__mw__ru__as_caiso,0.1779736876487732,0.16464799642562866
"(0, 3)",2,dam_as_total_procured__mw__rd__as_caiso,0.30966830253601074,0.31294864416122437
"(0, 3)",2,dam_as_total_procured__mw__sr__as_caiso,0.12121021747589111,0.14306765794754028
"(0, 3)",2,dam_as_total_procured__mw__nr__as_caiso,0.21801012754440308,0.2208395004272461
"(0, 7)",2,actual_load__mw__ca_iso_tac,0.869229793548584,0.8605481386184692
"(0, 7)",2,dam_schedule__mw__generation__caiso_totals,0.8440748453140259,0.8495802879333496
"(0, 7)",2,dam_schedule__mw__import__caiso_totals,0.3807969093322754,0.3802177309989929
"(0, 7)",2,dam_schedule__mw__export__caiso_totals,0.568450927734375,0.5671787261962891
"(0, 7)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.7198809385299683,0.7454149723052979
"(0, 7)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.42184340953826904,0.4190596342086792
"(0, 7)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.40748316049575806,0.39424580335617065
"(0, 7)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.3020573854446411,0.3126847743988037
"(0, 7)",2,dam_as_total_procured__mw__ru__as_caiso,0.3474477529525757,0.3360532522201538
"(0, 7)",2,dam_as_total_procured__mw__rd__as_caiso,0.7191340923309326,0.7140307426452637
"(0, 7)",2,dam_as_total_procured__mw__sr__as_caiso,0.11810261011123657,0.1573898196220398
"(0, 7)",2,dam_as_total_procured__mw__nr__as_caiso,0.2196270227432251,0.2234012484550476
"(0, 11)",2,actual_load__mw__ca_iso_tac,0.8866297006607056,0.8822543621063232
"(0, 11)",2,dam_schedule__mw__generation__caiso_totals,0.850031852722168,0.8543511033058167
"(0, 11)",2,dam_schedule__mw__import__caiso_totals,0.38309407234191895,0.3819560408592224
"(0, 11)",2,dam_schedule__mw__export__caiso_totals,0.5644658803939819,0.5620648860931396
"(0, 11)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.729865550994873,0.750359296798706
"(0, 11)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.43838852643966675,0.4290392994880676
"(0, 11)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4102488160133362,0.3980119824409485
"(0, 11)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.29714465141296387,0.2977982759475708
"(0, 11)",2,dam_as_total_procured__mw__ru__as_caiso,0.39733797311782837,0.38067567348480225
"(0, 11)",2,dam_as_total_procured__mw__rd__as_caiso,0.7660150527954102,0.7586138248443604
"(0, 11)",2,dam_as_total_procured__mw__sr__as_caiso,0.12702935934066772,0.16360658407211304
"(0, 11)",2,dam_as_total_procured__mw__nr__as_caiso,0.21738111972808838,0.22624844312667847
"(0, 15)",2,actual_load__mw__ca_iso_tac,0.8756330013275146,0.8791515231132507
"(0, 15)",2,dam_schedule__mw__generation__caiso_totals,0.8321729898452759,0.8411402702331543
"(0, 15)",2,dam_schedule__mw__import__caiso_totals,0.3861883282661438,0.38494324684143066
"(0, 15)",2,dam_schedule__mw__export__caiso_totals,0.5509480834007263,0.5490046739578247
"(0, 15)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.7633037567138672,0.7779908776283264
"(0, 15)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4756368398666382,0.47050046920776367
"(0, 15)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.41689252853393555,0.40518897771835327
"(0, 15)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.30288881063461304,0.3000856637954712
"(0, 15)",2,dam_as_total_procured__mw__ru__as_caiso,0.41895002126693726,0.4039049744606018
"(0, 15)",2,dam_as_total_procured__mw__rd__as_caiso,0.783356249332428,0.7741400003433228
"(0, 15)",2,dam_as_total_procured__mw__sr__as_caiso,0.1269538402557373,0.1638641357421875
"(0, 15)",2,dam_as_total_procured__mw__nr__as_caiso,0.24233508110046387,0.24611389636993408
"(0, 19)",2,actual_load__mw__ca_iso_tac,0.7250374555587769,0.7249271869659424
"(0, 19)",2,dam_schedule__mw__generation__caiso_totals,0.6647960543632507,0.676437497138977
"(0, 19)",2,dam_schedule__mw__import__caiso_totals,0.2890510559082031,0.29665660858154297
"(0, 19)",2,dam_schedule__mw__export__caiso_totals,0.41337960958480835,0.4039607644081116
"(0, 19)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.9590104222297668,0.957789957523346
"(0, 19)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.35783958435058594,0.3385726809501648
"(0, 19)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4776308536529541,0.4775286912918091
"(0, 19)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.319827675819397,0.278131365776062
"(0, 19)",2,dam_as_total_procured__mw__ru__as_caiso,0.19449013471603394,0.17176342010498047
"(0, 19)",2,dam_as_total_procured__mw__rd__as_caiso,0.4272274971008301,0.4281628727912903
"(0, 19)",2,dam_as_total_procured__mw__sr__as_caiso,0.109963059425354,0.11702966690063477
"(0, 19)",2,dam_as_total_procured__mw__nr__as_caiso,0.2316218614578247,0.2329227328300476
"(0, 23)",2,actual_load__mw__ca_iso_tac,0.7066723108291626,0.7055784463882446
"(0, 23)",2,dam_schedule__mw__generation__caiso_totals,0.6459923982620239,0.6541039347648621
"(0, 23)",2,dam_schedule__mw__import__caiso_totals,0.28203052282333374,0.283932626247406
"(0, 23)",2,dam_schedule__mw__export__caiso_totals,0.38120484352111816,0.37158679962158203
"(0, 23)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.8767088055610657,0.8822931051254272
"(0, 23)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.46847647428512573,0.4582700729370117
"(0, 23)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.41738831996917725,0.41578376293182373
"(0, 23)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.5255845785140991,0.5122122764587402
"(0, 23)",2,dam_as_total_procured__mw__ru__as_caiso,0.1935785412788391,0.17570006847381592
"(0, 23)",2,dam_as_total_procured__mw__rd__as_caiso,0.43022584915161133,0.4337666630744934
"(0, 23)",2,dam_as_total_procured__mw__sr__as_caiso,0.08030855655670166,0.09175682067871094
"(0, 23)",2,dam_as_total_procured__mw__nr__as_caiso,0.22736430168151855,0.23062437772750854
"(0, 27)",2,actual_load__mw__ca_iso_tac,0.6961857080459595,0.6952979564666748
"(0, 27)",2,dam_schedule__mw__generation__caiso_totals,0.6454372406005859,0.6561475992202759
"(0, 27)",2,dam_schedule__mw__import__caiso_totals,0.2498219609260559,0.247702956199646
"(0, 27)",2,dam_schedule__mw__export__caiso_totals,0.3873494863510132,0.3765968084335327
"(0, 27)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5192795395851135,0.5430033206939697
"(0, 27)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1723378300666809,0.18376249074935913
"(0, 27)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.38463807106018066,0.3775750994682312
"(0, 27)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.13716232776641846,0.1615639328956604
"(0, 27)",2,dam_as_total_procured__mw__ru__as_caiso,0.13899379968643188,0.1243436336517334
"(0, 27)",2,dam_as_total_procured__mw__rd__as_caiso,0.2678046226501465,0.2720075845718384
"(0, 27)",2,dam_as_total_procured__mw__sr__as_caiso,0.0667681097984314,0.08214741945266724
"(0, 27)",2,dam_as_total_procured__mw__nr__as_caiso,0.212024986743927,0.21893036365509033
"(0, 31)",2,actual_load__mw__ca_iso_tac,0.6228456497192383,0.6202386617660522
"(0, 31)",2,dam_schedule__mw__generation__caiso_totals,0.5635743141174316,0.5800179243087769
"(0, 31)",2,dam_schedule__mw__import__caiso_totals,0.2120690941810608,0.2117394208908081
"(0, 31)",2,dam_schedule__mw__export__caiso_totals,0.29439055919647217,0.2900427579879761
"(0, 31)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.45682454109191895,0.4851701259613037
"(0, 31)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.08188039064407349,0.08810150623321533
"(0, 31)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.36526554822921753,0.3609502911567688
"(0, 31)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.08883082866668701,0.10008835792541504
"(0, 31)",2,dam_as_total_procured__mw__ru__as_caiso,0.07247406244277954,0.06351304054260254
"(0, 31)",2,dam_as_total_procured__mw__rd__as_caiso,0.12903010845184326,0.1332545280456543
"(0, 31)",2,dam_as_total_procured__mw__sr__as_caiso,0.038955867290496826,0.048805296421051025
"(0, 31)",2,dam_as_total_procured__mw__nr__as_caiso,0.199618399143219,0.20944517850875854
"(0, 35)",2,actual_load__mw__ca_iso_tac,0.7858705520629883,0.7917892932891846
"(0, 35)",2,dam_schedule__mw__generation__caiso_totals,0.736423909664154,0.75176602602005
"(0, 35)",2,dam_schedule__mw__import__caiso_totals,0.3716576099395752,0.37027132511138916
"(0, 35)",2,dam_schedule__mw__export__caiso_totals,0.4390491843223572,0.44325023889541626
"(0, 35)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.6822687387466431,0.6967468857765198
"(0, 35)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.42794281244277954,0.40320438146591187
"(0, 35)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.39919400215148926,0.3998728394508362
"(0, 35)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2609212398529053,0.2655143737792969
"(0, 35)",2,dam_as_total_procured__mw__ru__as_caiso,0.4086432456970215,0.41555994749069214
"(0, 35)",2,dam_as_total_procured__mw__rd__as_caiso,0.9783368706703186,0.9766061305999756
"(0, 35)",2,dam_as_total_procured__mw__sr__as_caiso,0.09192389249801636,0.123349130153656
"(0, 35)",2,dam_as_total_procured__mw__nr__as_caiso,0.20714372396469116,0.2090509533882141
"(0, 39)",2,actual_load__mw__ca_iso_tac,0.6403958797454834,0.6404087543487549
"(0, 39)",2,dam_schedule__mw__generation__caiso_totals,0.5911003351211548,0.608424186706543
"(0, 39)",2,dam_schedule__mw__import__caiso_totals,0.22017842531204224,0.22473174333572388
"(0, 39)",2,dam_schedule__mw__export__caiso_totals,0.33243948221206665,0.3236262798309326
"(0, 39)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.49222302436828613,0.5255242586135864
"(0, 39)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1300208568572998,0.13795483112335205
"(0, 39)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.38062238693237305,0.3810977339744568
"(0, 39)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1218913197517395,0.13476049900054932
"(0, 39)",2,dam_as_total_procured__mw__ru__as_caiso,0.13743656873703003,0.12183278799057007
"(0, 39)",2,dam_as_total_procured__mw__rd__as_caiso,0.19035524129867554,0.2024770975112915
"(0, 39)",2,dam_as_total_procured__mw__sr__as_caiso,0.058339715003967285,0.06615573167800903
"(0, 39)",2,dam_as_total_procured__mw__nr__as_caiso,0.21315443515777588,0.21888911724090576
"(0, 43)",2,actual_load__mw__ca_iso_tac,0.7342247366905212,0.7288452386856079
"(0, 43)",2,dam_schedule__mw__generation__caiso_totals,0.697166919708252,0.6982885599136353
"(0, 43)",2,dam_schedule__mw__import__caiso_totals,0.28847062587738037,0.28349602222442627
"(0, 43)",2,dam_schedule__mw__export__caiso_totals,0.37991756200790405,0.37892860174179077
"(0, 43)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5497147440910339,0.5755576491355896
"(0, 43)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.19361960887908936,0.19419068098068237
"(0, 43)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.3726179599761963,0.36352694034576416
"(0, 43)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.15017640590667725,0.16706621646881104
"(0, 43)",2,dam_as_total_procured__mw__ru__as_caiso,0.10108327865600586,0.09430563449859619
"(0, 43)",2,dam_as_total_procured__mw__rd__as_caiso,0.2566295266151428,0.27498704195022583
"(0, 43)",2,dam_as_total_procured__mw__sr__as_caiso,0.061287105083465576,0.08209443092346191
"(0, 43)",2,dam_as_total_procured__mw__nr__as_caiso,0.21186822652816772,0.2189883589744568
"(1, 5)",2,actual_load__mw__ca_iso_tac,0.8310062885284424,0.8335275650024414
"(1, 5)",2,dam_schedule__mw__generation__caiso_totals,0.8351688385009766,0.836504340171814
"(1, 5)",2,dam_schedule__mw__import__caiso_totals,0.14541345834732056,0.13882946968078613
"(1, 5)",2,dam_schedule__mw__export__caiso_totals,0.5752893686294556,0.5455641150474548
"(1, 5)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.37447911500930786,0.36803531646728516
"(1, 5)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.12369269132614136,0.11215007305145264
