S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(10, 20, 25, 34, 43)",strong,False,0.08553928693564228,1,0.8645613623162367,0.09619307518005371,1,0.8703898787498474,0.8724979162216187,0.0816199779510498,0,0.864547610282898,0.09619307518005371
"(23, 25, 26, 39, 42)",strong,False,0.0843334842245066,3,0.8737558166352374,0.09615451097488403,3,0.8754859566688538,0.8764453530311584,0.07887643575668335,3,0.8801506757736206,0.09615451097488403
"(8, 20, 26, 34, 38)",strong,False,0.07816837918330144,0,0.8565185363906901,0.07097059488296509,0,0.8565830588340759,0.8517781496047974,0.08328855037689209,0,0.8541879653930664,0.07097059488296509
"(5, 22, 26, 34, 43)",strong,False,0.0774195017650896,2,0.8561284286250195,0.06451976299285889,7,0.8559690117835999,0.8561263084411621,0.05919927358627319,7,0.8568252325057983,0.06437712907791138
"(9, 24, 25, 26, 33)",strong,False,0.07615354379790518,1,0.8595988899423341,0.08134740591049194,1,0.8698568344116211,0.8697028160095215,0.08336019515991211,1,0.8740346431732178,0.08134740591049194
"(4, 12, 13, 22, 26)",strong,False,0.07444609035254868,7,0.8223536761003499,0.03353482484817505,7,0.8382928371429443,0.8152618408203125,0.017754673957824707,8,0.8440146446228027,0.03353482484817505
"(19, 22, 24, 25, 39)",strong,False,0.07428950167265147,0,0.9753246227358013,0.07480621337890625,1,0.9749758243560791,0.9747790694236755,0.0812605619430542,1,0.9745933413505554,0.05740100145339966
"(8, 22, 25, 34, 43)",strong,False,0.07383355867133556,1,0.8489234491151711,0.07451963424682617,0,0.8498815894126892,0.8474185466766357,0.07182574272155762,0,0.8420547842979431,0.06979721784591675
"(3, 22, 23, 26, 28)",strong,False,0.07293578484645846,2,0.8950860351644055,0.07134991884231567,2,0.9107138514518738,0.9039677977561951,0.07310128211975098,2,0.9113208651542664,0.07134991884231567
"(0, 1, 14, 23, 25)",strong,False,0.07232487021460188,2,0.8938683808789281,0.07610112428665161,2,0.9104342460632324,0.9071423411369324,0.062061965465545654,2,0.9062097668647766,0.07610112428665161
"(10, 15, 22, 25, 26)",strong,False,0.07173850713116037,1,0.8107423144822933,0.09116703271865845,1,0.8319817781448364,0.8119917511940002,0.07588690519332886,0,0.8394262790679932,0.09116703271865845
"(1, 9, 19, 21, 36)",control,False,0.005946930373461168,6,0.9845130043152567,0.008502781391143799,6,0.9836944937705994,0.9841821193695068,0.011095225811004639,2,0.9835954308509827,0.008502781391143799
"(2, 4, 5, 13, 30)",control,False,0.009443530134417122,3,0.8819341839236553,0.00033658742904663086,5,0.880908727645874,0.8826252818107605,0.0009503364562988281,10,0.8759075999259949,-0.0036902427673339844
"(0, 19, 29, 39, 41)",control,False,0.011651540187392118,2,0.9644281453436513,0.032720744609832764,5,0.9654911160469055,0.962344765663147,0.02907586097717285,9,0.9644513130187988,0.004393577575683594
"(1, 12, 14, 30, 38)",control,False,0.002516383556858015,11,0.8602793763156096,0.0028815269470214844,2,0.8655329942703247,0.8655368685722351,0.0023573637008666992,2,0.8650662899017334,0.0002776980400085449
"(0, 2, 3, 22, 24)",control,False,0.031229096751630103,2,0.9072479032055709,0.05390357971191406,2,0.9223363995552063,0.9168341755867004,0.05766737461090088,2,0.9189689755439758,0.05390357971191406
"(12, 13, 21, 23, 42)",control,False,0.004704920516027222,6,0.9688517857586023,0.00975346565246582,6,0.9694168567657471,0.9690629243850708,0.010768234729766846,11,0.9718359708786011,0.00975346565246582
"(5, 10, 18, 20, 36)",control,False,0.0055676409788283365,6,0.8515149027274421,0.051430344581604004,2,0.8744857311248779,0.8667058348655701,0.04773682355880737,2,0.881100594997406,0.008231639862060547
"(1, 4, 23, 28, 40)",control,False,0.0036973917491643915,11,0.8842681310056786,0.0094984769821167,2,0.8920379281044006,0.8885909914970398,0.013695001602172852,2,0.8926886916160583,0.0022574663162231445
"(13, 14, 25, 34, 35)",control,False,0.01895643846793238,1,0.9815820695024606,0.02730637788772583,1,0.9784181118011475,0.979236364364624,0.03133624792098999,1,0.9776593446731567,0.02730637788772583
"(7, 15, 22, 37, 41)",control,False,0.024279133337476888,3,0.8595142549439928,0.02699214220046997,7,0.8696810603141785,0.8587244153022766,0.024349629878997803,7,0.8776136040687561,0.024171650409698486
