ix,conf,syn3_true,syn3_true_full,group
"(0, 2, 37)",dam_as_total_procured__mw__nr__as_caiso,0.007522463798523005,0.006494045257568304,triple_rand
"(0, 2, 37)",dam_as_total_procured__mw__rd__as_caiso,0.07196706533432001,0.08368301391601562,triple_rand
"(0, 2, 37)",dam_as_total_procured__mw__ru__as_caiso,0.079134225845337,0.0801973342895507,triple_rand
"(0, 2, 37)",dam_as_total_procured__mw__sr__as_caiso,0.010526001453399714,0.0173647403717041,triple_rand
"(0, 2, 37)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.050159990787506104,0.048591613769531306,triple_rand
"(0, 2, 37)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.030917882919311523,0.03366190195083618,triple_rand
"(0, 2, 37)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.017798960208892878,0.0327531099319458,triple_rand
"(0, 2, 37)",dam_schedule__mw__export__caiso_totals,0.08325767517089838,0.07455283403396612,triple_rand
"(0, 2, 37)",dam_schedule__mw__generation__caiso_totals,0.06235909461975098,0.05516141653060913,triple_rand
"(0, 2, 37)",dam_schedule__mw__import__caiso_totals,0.041587054729461725,0.037239015102386475,triple_rand
"(0, 2, 37)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0143200755119324,0.017806708812713706,triple_rand
"(0, 3, 34)",actual_load__mw__ca_iso_tac,0.03346461057662964,0.033842623233795166,triple_rand
"(0, 3, 34)",dam_as_total_procured__mw__nr__as_caiso,0.007033705711364802,0.006630301475524902,triple_rand
"(0, 3, 34)",dam_as_total_procured__mw__rd__as_caiso,0.03694850206375122,0.042679786682128906,triple_rand
"(0, 3, 34)",dam_as_total_procured__mw__ru__as_caiso,0.0002231597900390625,-0.00012934207916259766,triple_rand
"(0, 3, 34)",dam_as_total_procured__mw__sr__as_caiso,0.02532994747161861,0.0233524441719056,triple_rand
"(0, 3, 34)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0332325696945191,0.041060507297515814,triple_rand
"(0, 3, 34)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.033885061740875244,0.03939032554626465,triple_rand
"(0, 3, 34)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.01799416542053217,0.023173272609710638,triple_rand
"(0, 3, 34)",dam_schedule__mw__export__caiso_totals,0.04624438285827642,0.04360395669937139,triple_rand
"(0, 3, 34)",dam_schedule__mw__generation__caiso_totals,0.03974682092666626,0.03578603267669678,triple_rand
"(0, 3, 34)",dam_schedule__mw__import__caiso_totals,0.020170032978057806,0.020870029926300104,triple_rand
"(0, 3, 34)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.016793072223663302,0.030883729457855225,triple_rand
"(0, 3, 38)",actual_load__mw__ca_iso_tac,0.027839720249176025,0.025598347187042236,triple_rand
"(0, 3, 38)",dam_as_total_procured__mw__nr__as_caiso,0.0106732249259949,0.006885766983032199,triple_rand
"(0, 3, 38)",dam_as_total_procured__mw__rd__as_caiso,0.09241008758544927,0.08452033996582031,triple_rand
"(0, 3, 38)",dam_as_total_procured__mw__ru__as_caiso,0.05303472280502319,0.0480731725692749,triple_rand
"(0, 3, 38)",dam_as_total_procured__mw__sr__as_caiso,0.023049056529998793,0.01909422874450689,triple_rand
"(0, 3, 38)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0822927355766297,0.07103264331817627,triple_rand
"(0, 3, 38)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.040292203426361084,0.03958827257156372,triple_rand
"(0, 3, 38)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,-0.002764403820037842,0.004745900630950928,triple_rand
"(0, 3, 38)",dam_schedule__mw__export__caiso_totals,0.04776799678802496,0.046927809715270996,triple_rand
"(0, 3, 38)",dam_schedule__mw__generation__caiso_totals,0.03060591220855713,0.02892136573791504,triple_rand
"(0, 3, 38)",dam_schedule__mw__import__caiso_totals,0.03661465644836431,0.032418131828308105,triple_rand
"(0, 3, 38)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.023964107036590493,0.039695799350738525,triple_rand
"(0, 4, 21)",actual_load__mw__ca_iso_tac,0.07168728113174438,0.07310688495635986,triple_rand
"(0, 4, 21)",dam_as_total_procured__mw__nr__as_caiso,0.026907324790954673,0.021203100681304987,triple_rand
"(0, 4, 21)",dam_as_total_procured__mw__rd__as_caiso,0.025400996208190918,0.030372142791748047,triple_rand
"(0, 4, 21)",dam_as_total_procured__mw__ru__as_caiso,0.005354046821594238,0.015978455543518066,triple_rand
"(0, 4, 21)",dam_as_total_procured__mw__sr__as_caiso,0.02637445926666261,0.0354114174842835,triple_rand
"(0, 4, 21)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.03694695234298706,0.043273091316223145,triple_rand
"(0, 4, 21)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,-0.0011475682258608177,-0.0008696913719179467,triple_rand
"(0, 4, 21)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.02925330400466919,0.03230023384094238,triple_rand
"(0, 4, 21)",dam_schedule__mw__export__caiso_totals,0.007606387138366699,0.015233516693115234,triple_rand
"(0, 4, 21)",dam_schedule__mw__generation__caiso_totals,0.05809783935546875,0.05878746509552002,triple_rand
"(0, 4, 21)",dam_schedule__mw__import__caiso_totals,0.05433249473571783,0.04573643207550049,triple_rand
"(0, 4, 21)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.017435193061828613,0.023633778095245417,triple_rand
"(0, 4, 26)",actual_load__mw__ca_iso_tac,0.0353541374206543,0.040241360664367676,triple_rand
"(0, 4, 26)",dam_as_total_procured__mw__nr__as_caiso,0.020153462886810303,0.019249320030212402,triple_rand
"(0, 4, 26)",dam_as_total_procured__mw__rd__as_caiso,0.041513979434967097,0.054644107818603516,triple_rand
"(0, 4, 26)",dam_as_total_procured__mw__ru__as_caiso,0.02489036321640012,0.02813512086868289,triple_rand
"(0, 4, 26)",dam_as_total_procured__mw__sr__as_caiso,0.024277865886688302,0.03170460462570189,triple_rand
"(0, 4, 26)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.020053148269653293,0.038014769554138184,triple_rand
"(0, 4, 26)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.02857029438018799,0.03701424598693848,triple_rand
"(0, 4, 26)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.026994705200195312,0.03111529350280756,triple_rand
"(0, 4, 26)",dam_schedule__mw__export__caiso_totals,0.04706764221191406,0.05323535203933716,triple_rand
"(0, 4, 26)",dam_schedule__mw__generation__caiso_totals,0.03206431865692139,0.03400993347167969,triple_rand
"(0, 4, 26)",dam_schedule__mw__import__caiso_totals,0.01134419441223139,0.02647155523300171,triple_rand
"(0, 4, 26)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.014783620834350586,0.026377797126770103,triple_rand
"(0, 4, 31)",actual_load__mw__ca_iso_tac,-0.00026232004165649414,-0.0004279017448425293,triple_rand
"(0, 4, 31)",dam_as_total_procured__mw__nr__as_caiso,-0.0009683370590209961,0.0018092393875122903,triple_rand
"(0, 4, 31)",dam_as_total_procured__mw__rd__as_caiso,0.0015933513641357977,-0.00034815073013305664,triple_rand
"(0, 4, 31)",dam_as_total_procured__mw__ru__as_caiso,0.004285156726837214,0.0012825727462768,triple_rand
"(0, 4, 31)",dam_as_total_procured__mw__sr__as_caiso,0.0030782818794251043,0.0012588500976563055,triple_rand
"(0, 4, 31)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.00018286705017089844,0.0006549954414367953,triple_rand
"(0, 4, 31)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,-0.0010023713111877441,-0.0011951923370361328,triple_rand
"(0, 4, 31)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.0005251169204711914,0.0007868409156798761,triple_rand
"(0, 4, 31)",dam_schedule__mw__export__caiso_totals,-0.0035276412963867188,-0.0025613903999328613,triple_rand
"(0, 4, 31)",dam_schedule__mw__generation__caiso_totals,-0.0020226240158081055,-0.0017379522323608398,triple_rand
"(0, 4, 31)",dam_schedule__mw__import__caiso_totals,-0.0017768144607543945,-0.0018785595893859863,triple_rand
"(0, 4, 31)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0007615685462952215,5.424022674505036e-06,triple_rand
"(0, 5, 24)",actual_load__mw__ca_iso_tac,0.04085725545883179,0.04350191354751587,triple_rand
"(0, 5, 24)",dam_as_total_procured__mw__nr__as_caiso,0.008367598056793296,0.0150498747825622,triple_rand
"(0, 5, 24)",dam_as_total_procured__mw__rd__as_caiso,0.08862167596817011,0.07704514265060419,triple_rand
"(0, 5, 24)",dam_as_total_procured__mw__ru__as_caiso,0.04437869787216192,0.03668612241744998,triple_rand
"(0, 5, 24)",dam_as_total_procured__mw__sr__as_caiso,0.017346560955047594,0.010664403438568115,triple_rand
"(0, 5, 24)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0622137188911438,0.05308395624160761,triple_rand
"(0, 5, 24)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.010494410991668701,0.009289681911468506,triple_rand
"(0, 5, 24)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.034601747989654486,0.046163856983184814,triple_rand
"(0, 5, 24)",dam_schedule__mw__export__caiso_totals,0.017966389656066895,0.021386563777923584,triple_rand
"(0, 5, 24)",dam_schedule__mw__generation__caiso_totals,0.038264691829681396,0.0418015718460083,triple_rand
"(0, 5, 24)",dam_schedule__mw__import__caiso_totals,0.05519938468933111,0.05701804161071777,triple_rand
"(0, 5, 24)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.018901109695434515,0.030224382877349798,triple_rand
"(0, 5, 27)",actual_load__mw__ca_iso_tac,0.028495728969573975,0.03414499759674072,triple_rand
"(0, 5, 27)",dam_as_total_procured__mw__nr__as_caiso,0.015855610370635986,0.017714560031890814,triple_rand
"(0, 5, 27)",dam_as_total_procured__mw__rd__as_caiso,0.0889581441879273,0.10432302951812739,triple_rand
"(0, 5, 27)",dam_as_total_procured__mw__ru__as_caiso,0.04772013425827029,0.05666887760162348,triple_rand
"(0, 5, 27)",dam_as_total_procured__mw__sr__as_caiso,0.02352762222290039,0.029152154922485296,triple_rand
"(0, 5, 27)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.08271282911300659,0.10757976770400998,triple_rand
"(0, 5, 27)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.038273751735687256,0.045282065868377686,triple_rand
"(0, 5, 27)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.023798584938049316,0.02182036638259882,triple_rand
"(0, 5, 27)",dam_schedule__mw__export__caiso_totals,0.034207940101623535,0.03167462348937988,triple_rand
"(0, 5, 27)",dam_schedule__mw__generation__caiso_totals,0.020189940929412842,0.019633948802947998,triple_rand
"(0, 5, 27)",dam_schedule__mw__import__caiso_totals,0.03503173589706421,0.03280067443847651,triple_rand
"(0, 5, 27)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0653224587440491,0.0719261765480042,triple_rand
"(0, 6, 21)",actual_load__mw__ca_iso_tac,0.06256347894668579,0.058196306228637695,triple_rand
"(0, 6, 21)",dam_as_total_procured__mw__nr__as_caiso,0.017856895923614585,0.019077777862548884,triple_rand
"(0, 6, 21)",dam_as_total_procured__mw__rd__as_caiso,0.07602584362030029,0.07103925943374634,triple_rand
"(0, 6, 21)",dam_as_total_procured__mw__ru__as_caiso,0.042217910289764404,0.037761569023132324,triple_rand
"(0, 6, 21)",dam_as_total_procured__mw__sr__as_caiso,0.021064460277557304,0.020698964595794622,triple_rand
"(0, 6, 21)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0778927206993103,0.0695905089378357,triple_rand
"(0, 6, 21)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,-0.0021268725395201526,-0.0013642311096191406,triple_rand
"(0, 6, 21)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.05381888151168829,0.05920511484146124,triple_rand
"(0, 6, 21)",dam_schedule__mw__export__caiso_totals,0.019550442695617676,0.021392345428466797,triple_rand
"(0, 6, 21)",dam_schedule__mw__generation__caiso_totals,0.06201159954071045,0.05817687511444092,triple_rand
"(0, 6, 21)",dam_schedule__mw__import__caiso_totals,0.044944941997528076,0.0398978590965271,triple_rand
"(0, 6, 21)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.04010230302810669,0.055764019489288386,triple_rand
"(0, 6, 27)",actual_load__mw__ca_iso_tac,0.026646673679351807,0.02500021457672119,triple_rand
"(0, 6, 27)",dam_as_total_procured__mw__nr__as_caiso,0.017238855361938504,0.01885890960693362,triple_rand
"(0, 6, 27)",dam_as_total_procured__mw__rd__as_caiso,0.09157967567443853,0.09686005115509033,triple_rand
"(0, 6, 27)",dam_as_total_procured__mw__ru__as_caiso,0.04370301961898801,0.05220860242843631,triple_rand
"(0, 6, 27)",dam_as_total_procured__mw__sr__as_caiso,0.012582182884216295,0.01654005050659181,triple_rand
"(0, 6, 27)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.041621387004852295,0.05855202674865728,triple_rand
"(0, 6, 27)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.03203630447387695,0.027711093425750732,triple_rand
"(0, 6, 27)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.03136414289474493,0.028915703296661377,triple_rand
"(0, 6, 27)",dam_schedule__mw__export__caiso_totals,0.020992577075958252,0.025756537914276123,triple_rand
"(0, 6, 27)",dam_schedule__mw__generation__caiso_totals,0.018210530281066895,0.019208967685699463,triple_rand
"(0, 6, 27)",dam_schedule__mw__import__caiso_totals,0.02329516410827631,0.02379977703094488,triple_rand
"(0, 6, 27)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.017780244350433294,0.03532212972640991,triple_rand
"(0, 6, 37)",actual_load__mw__ca_iso_tac,0.07092738151550293,0.05923306941986084,triple_rand
"(0, 6, 37)",dam_as_total_procured__mw__nr__as_caiso,0.006190896034240778,0.010067701339721624,triple_rand
"(0, 6, 37)",dam_as_total_procured__mw__rd__as_caiso,0.05377554893493652,0.06553226709365839,triple_rand
"(0, 6, 37)",dam_as_total_procured__mw__ru__as_caiso,0.0768164396286011,0.06817024946212771,triple_rand
"(0, 6, 37)",dam_as_total_procured__mw__sr__as_caiso,0.0016018152236939032,0.020799279212951688,triple_rand
"(0, 6, 37)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.04388672113418579,0.05995267629623413,triple_rand
"(0, 6, 37)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.03802788257598877,0.039567768573760986,triple_rand
"(0, 6, 37)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.02305048704147339,0.018619954586029053,triple_rand
"(0, 6, 37)",dam_schedule__mw__export__caiso_totals,0.013028562068939209,0.018644630908966064,triple_rand
"(0, 6, 37)",dam_schedule__mw__generation__caiso_totals,0.040020644664764404,0.036766767501831055,triple_rand
"(0, 6, 37)",dam_schedule__mw__import__caiso_totals,0.09149032831192022,0.08053058385848999,triple_rand
"(0, 6, 37)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.01229757070541379,0.03156286478042608,triple_rand
"(0, 7, 41)",actual_load__mw__ca_iso_tac,0.0106123685836792,0.00947713851928711,triple_rand
"(0, 7, 41)",dam_as_total_procured__mw__nr__as_caiso,0.0031162500381468894,0.00345885753631589,triple_rand
"(0, 7, 41)",dam_as_total_procured__mw__rd__as_caiso,0.0017336606979370117,0.000850677490234375,triple_rand
"(0, 7, 41)",dam_as_total_procured__mw__ru__as_caiso,0.0010166764259338379,0.0031203031539916992,triple_rand
"(0, 7, 41)",dam_as_total_procured__mw__sr__as_caiso,0.002135038375854492,0.0018388032913208008,triple_rand
"(0, 7, 41)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.030688405036926325,0.027426898479461614,triple_rand
"(0, 7, 41)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.03745526075363159,0.030137836933135986,triple_rand
"(0, 7, 41)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.016773104667663574,0.014294743537902888,triple_rand
"(0, 7, 41)",dam_schedule__mw__export__caiso_totals,0.025885701179504395,0.02160590887069702,triple_rand
"(0, 7, 41)",dam_schedule__mw__generation__caiso_totals,0.006075084209442139,0.004885375499725342,triple_rand
"(0, 7, 41)",dam_schedule__mw__import__caiso_totals,0.0025023221969603937,0.0030890107154845636,triple_rand
"(0, 7, 41)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.038510441780090277,0.03969287872314453,triple_rand
"(0, 8, 10)",actual_load__mw__ca_iso_tac,0.01941138505935669,0.017268121242523193,triple_rand
"(0, 8, 10)",dam_as_total_procured__mw__nr__as_caiso,0.004710853099823026,0.006085574626922607,triple_rand
"(0, 8, 10)",dam_as_total_procured__mw__rd__as_caiso,0.019880294799804715,0.01722472906112671,triple_rand
"(0, 8, 10)",dam_as_total_procured__mw__ru__as_caiso,0.01918387413024901,0.021897137165069594,triple_rand
"(0, 8, 10)",dam_as_total_procured__mw__sr__as_caiso,0.0161806344985962,0.0128989219665527,triple_rand
"(0, 8, 10)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0201510787010193,0.0225286483764649,triple_rand
"(0, 8, 10)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.016127407550811823,0.00811755657196045,triple_rand
"(0, 8, 10)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.016255378723144587,0.01207888126373291,triple_rand
"(0, 8, 10)",dam_schedule__mw__export__caiso_totals,0.025523304939269964,0.023536086082458496,triple_rand
"(0, 8, 10)",dam_schedule__mw__generation__caiso_totals,0.021747350692749023,0.01831984519958496,triple_rand
"(0, 8, 10)",dam_schedule__mw__import__caiso_totals,0.02700680494308469,0.01951456069946292,triple_rand
"(0, 8, 10)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.008041918277740492,0.0066074728965759,triple_rand
"(0, 9, 22)",actual_load__mw__ca_iso_tac,0.00582432746887207,0.008749306201934814,triple_rand
"(0, 9, 22)",dam_as_total_procured__mw__nr__as_caiso,0.019575059413909995,0.019713938236236517,triple_rand
"(0, 9, 22)",dam_as_total_procured__mw__rd__as_caiso,0.00519716739654541,0.009880483150482178,triple_rand
"(0, 9, 22)",dam_as_total_procured__mw__ru__as_caiso,0.011964917182922363,0.013507485389709473,triple_rand
"(0, 9, 22)",dam_as_total_procured__mw__sr__as_caiso,0.009696066379547091,0.01013040542602539,triple_rand
"(0, 9, 22)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.05979651212692261,0.05238908529281616,triple_rand
"(0, 9, 22)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.07477325201034546,0.07338088750839233,triple_rand
"(0, 9, 22)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.03359174728393549,0.032729327678680475,triple_rand
"(0, 9, 22)",dam_schedule__mw__export__caiso_totals,0.008064985275268555,0.012426912784576416,triple_rand
"(0, 9, 22)",dam_schedule__mw__generation__caiso_totals,0.016314685344696045,0.018432557582855225,triple_rand
"(0, 9, 22)",dam_schedule__mw__import__caiso_totals,0.07509422302246099,0.07588118314743042,triple_rand
"(0, 9, 22)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1131815910339356,0.10130816698074341,triple_rand
"(0, 11, 35)",actual_load__mw__ca_iso_tac,0.0027676820755004883,0.007049679756164551,triple_rand
"(0, 11, 35)",dam_as_total_procured__mw__nr__as_caiso,0.0053065419197083075,3.141164779668637e-05,triple_rand
"(0, 11, 35)",dam_as_total_procured__mw__rd__as_caiso,0.0010794997215269886,0.0012541413307189941,triple_rand
"(0, 11, 35)",dam_as_total_procured__mw__ru__as_caiso,0.019965350627899225,0.02258366346359253,triple_rand
"(0, 11, 35)",dam_as_total_procured__mw__sr__as_caiso,0.005656301975250216,0.004292845726013184,triple_rand
"(0, 11, 35)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.04923802614212036,0.051135122776031494,triple_rand
"(0, 11, 35)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.019299864768981934,0.012599706649780273,triple_rand
"(0, 11, 35)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.03295403718948364,0.039794266223907415,triple_rand
"(0, 11, 35)",dam_schedule__mw__export__caiso_totals,0.023845791816711426,0.01682579517364502,triple_rand
"(0, 11, 35)",dam_schedule__mw__generation__caiso_totals,0.005556762218475342,0.0036600828170776367,triple_rand
"(0, 11, 35)",dam_schedule__mw__import__caiso_totals,0.008046746253967285,0.009083449840545599,triple_rand
"(0, 11, 35)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.027080535888671875,0.021527588367462103,triple_rand
"(0, 11, 37)",actual_load__mw__ca_iso_tac,0.04684215784072887,0.04652220010757435,triple_rand
"(0, 11, 37)",dam_as_total_procured__mw__nr__as_caiso,0.005934238433837891,0.0059416294097899836,triple_rand
"(0, 11, 37)",dam_as_total_procured__mw__rd__as_caiso,0.0030826926231384277,0.007329463958740234,triple_rand
"(0, 11, 37)",dam_as_total_procured__mw__ru__as_caiso,0.043900310993194525,0.03723770380020147,triple_rand
"(0, 11, 37)",dam_as_total_procured__mw__sr__as_caiso,0.026157021522522,0.016024649143218994,triple_rand
"(0, 11, 37)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.02787774801254278,0.022980213165283148,triple_rand
"(0, 11, 37)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.039496660232543945,0.030308187007904053,triple_rand
"(0, 11, 37)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.030572116374969427,0.029971480369567816,triple_rand
"(0, 11, 37)",dam_schedule__mw__export__caiso_totals,0.011434078216552734,0.009269237518310547,triple_rand
"(0, 11, 37)",dam_schedule__mw__generation__caiso_totals,0.026892542839050293,0.023664534091949463,triple_rand
"(0, 11, 37)",dam_schedule__mw__import__caiso_totals,0.08207815885543829,0.06906569004058838,triple_rand
"(0, 11, 37)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.031819641590118464,0.02338171005249018,triple_rand
"(0, 13, 27)",actual_load__mw__ca_iso_tac,0.007556319236755371,0.010824263095855713,triple_rand
"(0, 13, 27)",dam_as_total_procured__mw__nr__as_caiso,0.025695800781249972,0.021438479423522894,triple_rand
"(0, 13, 27)",dam_as_total_procured__mw__rd__as_caiso,0.011294722557067871,0.0108451247215271,triple_rand
"(0, 13, 27)",dam_as_total_procured__mw__ru__as_caiso,0.01515883207321167,0.017370343208312933,triple_rand
"(0, 13, 27)",dam_as_total_procured__mw__sr__as_caiso,0.01865178346633911,0.01222968101501462,triple_rand
"(0, 13, 27)",dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.04529893398284912,0.0321699976921081,triple_rand
"(0, 13, 27)",dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.00965958833694458,0.007798671722412109,triple_rand
"(0, 13, 27)",dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.02451902627944952,0.023226261138916016,triple_rand
"(0, 13, 27)",dam_schedule__mw__export__caiso_totals,-0.002735137939453125,-0.0008645057678222656,triple_rand
"(0, 13, 27)",dam_schedule__mw__generation__caiso_totals,0.009725451469421387,0.008462131023406982,triple_rand
"(0, 13, 27)",dam_schedule__mw__import__caiso_totals,0.008260488510131836,0.009584903717041071,triple_rand
"(0, 13, 27)",rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.007142543792724665,0.012614250183105413,triple_rand
"(0, 14, 25)",actual_load__mw__ca_iso_tac,0.016960203647613525,0.017995059490203857,triple_rand
"(0, 14, 25)",dam_as_total_procured__mw__nr__as_caiso,0.012035429477691706,0.014484405517578208,triple_rand
"(0, 14, 25)",dam_as_total_procured__mw__rd__as_caiso,0.02134168148040777,0.021249294281005804,triple_rand
