i,j,conf,synergy,synergy_full,v_pair,v_i,v_j
0,5,dam_schedule__mw__export__caiso_totals,0.06783252954483032,0.07384419441223145,0.6063693761825562,0.2964986562728882,0.5385368466377258
0,5,dam_schedule__mw__generation__caiso_totals,0.08542579412460327,0.08980405330657959,0.7829522490501404,0.5637332201004028,0.6975264549255371
0,5,dam_schedule__mw__import__caiso_totals,0.05998945236206049,0.05607658624649048,0.271161675453186,0.2111722230911255,0.0379299521446228
0,5,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06065511703491208,0.06275051832199098,0.1494736075401306,0.0888184905052185,0.050316572189331
0,6,actual_load__mw__ca_iso_tac,0.15497833490371704,0.1552656888961792,0.7781673669815063,0.6231890320777893,0.602130115032196
0,6,dam_as_total_procured__mw__nr__as_caiso,0.020949184894561795,0.017924249172210693,0.2187640070915222,0.1978148221969604,0.1441015601158142
0,6,dam_as_total_procured__mw__rd__as_caiso,0.2135490775108338,0.20501762628555298,0.3423033356666565,0.1287542581558227,0.1086385846138
0,6,dam_as_total_procured__mw__ru__as_caiso,0.09695404767990108,0.08789068460464469,0.1692072749137878,0.0722532272338867,0.0637857913970947
0,6,dam_as_total_procured__mw__sr__as_caiso,0.013360798358917195,0.023032903671264704,0.0797749757766723,0.0422374010086059,0.0664141774177551
0,6,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1548230648040771,0.13516038656234738,0.327923834323883,0.081757366657257,0.1731007695198059
0,6,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.13653099536895752,0.13641738891601562,0.5964350700378418,0.4599040746688843,0.2569296360015869
0,6,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.06620937585830688,0.07385718822479254,0.4345999956130981,0.3683906197547912,0.1289376020431518
0,6,dam_schedule__mw__export__caiso_totals,0.06082206964492798,0.06668061017990112,0.5823279619216919,0.2964986562728882,0.5215058922767639
0,6,dam_schedule__mw__generation__caiso_totals,0.10611903667449951,0.10178792476654053,0.7847871780395508,0.5637332201004028,0.6786681413650513
0,6,dam_schedule__mw__import__caiso_totals,0.0897336602210998,0.0804301500320434,0.3009058833122253,0.2111722230911255,0.1145534515380859
0,6,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.07018446922302249,0.0682443976402283,0.2291605472564697,0.0888184905052185,0.1589760780334472
0,7,actual_load__mw__ca_iso_tac,0.24604076147079468,0.24190747737884521,0.869229793548584,0.6231890320777893,0.2192399501800537
0,7,dam_as_total_procured__mw__nr__as_caiso,0.021812200546264704,0.015172362327575711,0.2196270227432251,0.1978148221969604,0.0355341434478759
0,7,dam_as_total_procured__mw__rd__as_caiso,0.03825289011001587,0.04082441329956055,0.7191340923309326,0.1287542581558227,0.6808812022209167
0,7,dam_as_total_procured__mw__ru__as_caiso,0.027864396572113093,0.029105603694915827,0.3474477529525757,0.0722532272338867,0.3195833563804626
0,7,dam_as_total_procured__mw__sr__as_caiso,0.049078345298767104,0.04952621459960939,0.1181026101112365,0.0422374010086059,0.0690242648124694
0,7,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.04366105794906611,0.04509025812149048,0.421843409538269,0.081757366657257,0.3781823515892029
0,7,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.21557998657226562,0.23160147666931152,0.7198809385299683,0.4599040746688843,0.5043009519577026
0,7,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.0390925407409668,0.03159075975418091,0.407483160495758,0.3683906197547912,0.1514380574226379
0,7,dam_schedule__mw__export__caiso_totals,0.2696033716201782,0.25486993789672857,0.568450927734375,0.2964986562728882,0.2988475561141968
0,7,dam_schedule__mw__generation__caiso_totals,0.28034162521362305,0.2704094648361206,0.8440748453140259,0.5637332201004028,0.2512952089309692
0,7,dam_schedule__mw__import__caiso_totals,0.1159818172454834,0.11575615406036383,0.3807969093322754,0.2111722230911255,0.264815092086792
0,7,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.029611170291900635,0.041797637939453125,0.3020573854446411,0.0888184905052185,0.2724462151527405
0,8,actual_load__mw__ca_iso_tac,0.0053253173828125,0.00821375846862793,0.6285143494606018,0.6231890320777893,0.0723847150802612
0,8,dam_as_total_procured__mw__nr__as_caiso,0.017970025539398193,0.01890766620635989,0.2157848477363586,0.1978148221969604,0.0323622226715087
0,8,dam_as_total_procured__mw__rd__as_caiso,0.012156307697296198,0.01560181379318229,0.1409105658531189,0.1287542581558227,0.0086205601692199
0,8,dam_as_total_procured__mw__ru__as_caiso,0.02192157506942749,0.02769947052001949,0.0941748023033142,0.0722532272338867,0.0283857583999633
0,8,dam_as_total_procured__mw__sr__as_caiso,0.009569048881530796,0.009904146194457994,0.0518064498901367,0.0422374010086059,0.0110542774200439
0,8,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.029092609882354806,0.028878748416900593,0.1108499765396118,0.081757366657257,0.034696340560913
0,8,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.0186922550201416,0.013223052024841309,0.4785963296890259,0.4599040746688843,0.0099251866340637
0,8,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.052676498889923096,0.06316184997558599,0.4210671186447143,0.3683906197547912,0.0042504072189331
0,8,dam_schedule__mw__export__caiso_totals,0.02475816011428833,0.0333484411239624,0.3212568163871765,0.2964986562728882,0.0546677112579345
0,8,dam_schedule__mw__generation__caiso_totals,0.008773088455200195,0.010720252990722656,0.572506308555603,0.5637332201004028,0.0775726437568664
0,8,dam_schedule__mw__import__caiso_totals,0.014651000499725314,0.00845235586166379,0.2258232235908508,0.2111722230911255,0.0113980174064636
0,8,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.008135437965392997,0.01311081647872929,0.0969539284706115,0.0888184905052185,0.0155156850814819
0,9,actual_load__mw__ca_iso_tac,0.261493980884552,0.2696218490600586,0.8846830129623413,0.6231890320777893,0.1253556013107299
0,9,dam_as_total_procured__mw__nr__as_caiso,0.03523045778274542,0.025057137012481717,0.2330452799797058,0.1978148221969604,0.0185081958770751
0,9,dam_as_total_procured__mw__rd__as_caiso,0.031243324279785156,0.041104257106781006,0.7776172161102295,0.1287542581558227,0.7463738918304443
0,9,dam_as_total_procured__mw__ru__as_caiso,0.001812577247619629,0.008974850177764837,0.4012600779533386,0.0722532272338867,0.399447500705719
0,9,dam_as_total_procured__mw__sr__as_caiso,0.0585058927536011,0.06264460086822511,0.1214414834976196,0.0422374010086059,0.0629355907440185
0,9,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.03223574161529541,0.040211021900177,0.4628155827522278,0.081757366657257,0.4305798411369324
0,9,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.1881777048110962,0.2084718942642212,0.7524793148040771,0.4599040746688843,0.564301609992981
0,9,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.0376004576683045,0.03146201372146612,0.4059910774230957,0.3683906197547912,0.1199502348899841
0,9,dam_schedule__mw__export__caiso_totals,0.25731873512268066,0.25871527194976807,0.5538173913955688,0.2964986562728882,0.2300381660461425
0,9,dam_schedule__mw__generation__caiso_totals,0.2681160569190979,0.26229286193847656,0.8318492770195007,0.5637332201004028,0.1573591828346252
0,9,dam_schedule__mw__import__caiso_totals,0.1054124236106872,0.10693061351776129,0.3830823898315429,0.2111722230911255,0.2776699662208557
0,9,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.036440968513488825,0.03681045770645147,0.2935475707054138,0.0888184905052185,0.257106602191925
0,10,actual_load__mw__ca_iso_tac,0.012983381748199463,0.014014244079589844,0.6361724138259888,0.6231890320777893,0.0
0,10,dam_as_total_procured__mw__nr__as_caiso,0.010309576988220215,0.009501516819000216,0.2081243991851806,0.1978148221969604,0.0191842913627624
0,10,dam_as_total_procured__mw__rd__as_caiso,0.018603384494781494,0.025115966796875,0.1473576426506042,0.1287542581558227,0.0165817141532897
0,10,dam_as_total_procured__mw__ru__as_caiso,0.02747446298599239,0.0330608487129211,0.0997276902198791,0.0722532272338867,0.0183297395706176
0,10,dam_as_total_procured__mw__sr__as_caiso,0.0028110146522521973,0.006828546524047796,0.0450484156608581,0.0422374010086059,0.0
0,10,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.013509988784790108,0.017560660839080797,0.0952673554420471,0.081757366657257,0.0112726092338562
0,10,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.028658747673034612,0.030924975872039795,0.4885628223419189,0.4599040746688843,0.0092979669570922
0,10,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.015628397464752197,0.017999410629272516,0.3840190172195434,0.3683906197547912,0.0052551627159118
0,10,dam_schedule__mw__export__caiso_totals,0.02226507663726801,0.018667519092559814,0.3187637329101562,0.2964986562728882,0.0203136205673217
0,10,dam_schedule__mw__generation__caiso_totals,0.007838129997253418,0.011541604995727539,0.5715713500976562,0.5637332201004028,0.0065835118293762
0,10,dam_schedule__mw__import__caiso_totals,0.010733962059020913,0.008388400077819796,0.2219061851501464,0.2111722230911255,0.0181912779808044
0,10,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.005242884159088093,0.007651984691619887,0.0940613746643066,0.0888184905052185,0.0010337233543395
0,11,actual_load__mw__ca_iso_tac,0.26344066858291626,0.2636137008666992,0.8866297006607056,0.6231890320777893,0.1398274302482605
0,11,dam_as_total_procured__mw__nr__as_caiso,0.019566297531127902,0.018019556999206515,0.2173811197280883,0.1978148221969604,0.00690758228302
0,11,dam_as_total_procured__mw__rd__as_caiso,0.03350520133972168,0.037712812423706055,0.7660150527954102,0.1287542581558227,0.7325098514556885
0,11,dam_as_total_procured__mw__ru__as_caiso,0.020640909671783392,0.021447360515594482,0.3973379731178283,0.0722532272338867,0.3766970634460449
0,11,dam_as_total_procured__mw__sr__as_caiso,0.0525405406951904,0.056761264801025405,0.1270293593406677,0.0422374010086059,0.0744888186454773
0,11,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.05185222625732422,0.053122758865356445,0.4383885264396667,0.081757366657257,0.3865363001823425
0,11,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.23784875869750977,0.25645941495895386,0.729865550994873,0.4599040746688843,0.4920167922973633
0,11,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.04185819625854498,0.035356938838958796,0.4102488160133362,0.3683906197547912,0.0874502062797546
0,11,dam_schedule__mw__export__caiso_totals,0.26796722412109375,0.27069830894470215,0.5644658803939819,0.2964986562728882,0.240441083908081
0,11,dam_schedule__mw__generation__caiso_totals,0.28629863262176514,0.27518028020858765,0.850031852722168,0.5637332201004028,0.1731520891189575
0,11,dam_schedule__mw__import__caiso_totals,0.11869245767593378,0.1194612979888916,0.3830940723419189,0.2111722230911255,0.2644016146659851
0,11,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06682699918746951,0.06483477354049691,0.2971446514129638,0.0888184905052185,0.2303176522254943
0,12,actual_load__mw__ca_iso_tac,0.013284265995025635,0.013390958309173584,0.6364732980728149,0.6231890320777893,0.0060507655143737
0,12,dam_as_total_procured__mw__nr__as_caiso,0.006569683551788302,0.0032726526260375977,0.2043845057487487,0.1978148221969604,0.0020939707756042
0,12,dam_as_total_procured__mw__rd__as_caiso,0.01604509353637701,0.014837443828582708,0.1447993516921997,0.1287542581558227,0.0066044330596923
0,12,dam_as_total_procured__mw__ru__as_caiso,0.021302700042724595,0.017266213893890395,0.0935559272766113,0.0722532272338867,0.0079531669616699
0,12,dam_as_total_procured__mw__sr__as_caiso,0.0061793923377991,0.006346404552459696,0.048416793346405,0.0422374010086059,0.0011243820190429
0,12,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0044900178909302035,0.0044924616813659946,0.0862473845481872,0.081757366657257,0.0022591352462768
0,12,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.003838658332824707,0.0037317276000976007,0.463742733001709,0.4599040746688843,0.0057404041290283
0,12,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.004345476627349909,0.00447916984558111,0.3727360963821411,0.3683906197547912,0.0049235224723815
0,12,dam_schedule__mw__export__caiso_totals,0.006307363510131836,0.0082061886787414,0.30280601978302,0.2964986562728882,0.0005793571472167
0,12,dam_schedule__mw__generation__caiso_totals,0.013260602951049805,0.011838436126708984,0.5769938230514526,0.5637332201004028,0.0063576102256774
0,12,dam_schedule__mw__import__caiso_totals,0.021581768989562905,0.01961898803710929,0.2327539920806884,0.2111722230911255,0.0212467908859252
0,12,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0058344006538390975,0.0081062912940979,0.0946528911590576,0.0888184905052185,0.000607430934906
0,13,actual_load__mw__ca_iso_tac,0.24952638149261475,0.24757057428359985,0.872715413570404,0.6231890320777893,0.1119425892829895
0,13,dam_as_total_procured__mw__nr__as_caiso,0.04192197322845462,0.03377670049667361,0.239736795425415,0.1978148221969604,0.0215206742286682
0,13,dam_as_total_procured__mw__rd__as_caiso,0.03894239664077759,0.04322260618209839,0.7643803358078003,0.1287542581558227,0.7254379391670227
0,13,dam_as_total_procured__mw__ru__as_caiso,0.031997025012970026,0.02795052528381342,0.3878871202468872,0.0722532272338867,0.3558900952339172
0,13,dam_as_total_procured__mw__sr__as_caiso,0.059708416461944594,0.0604568123817444,0.1223698854446411,0.0422374010086059,0.0626614689826965
0,13,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06809306144714361,0.07045209407806402,0.4684898257255554,0.081757366657257,0.4003967642784118
0,13,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.19416093826293945,0.21549326181411743,0.7263544797897339,0.4599040746688843,0.5321935415267944
0,13,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.04747390747070318,0.04006797075271612,0.4158645272254944,0.3683906197547912,0.1902094483375549
0,13,dam_schedule__mw__export__caiso_totals,0.2862318754196167,0.2901238203048706,0.5827305316925049,0.2964986562728882,0.2704415321350097
0,13,dam_schedule__mw__generation__caiso_totals,0.2963836193084717,0.28539520502090454,0.8601168394088745,0.5637332201004028,0.1546911001205444
0,13,dam_schedule__mw__import__caiso_totals,0.0997357964515686,0.10330063104629517,0.4110357761383056,0.2111722230911255,0.311299979686737
0,13,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.04219532012939453,0.04932981729507449,0.2941696643829345,0.0888184905052185,0.25197434425354
0,14,actual_load__mw__ca_iso_tac,0.009107887744903564,0.011039495468139648,0.6322969198226929,0.6231890320777893,0.0566531419754028
0,14,dam_as_total_procured__mw__nr__as_caiso,0.0194244384765625,0.0173045396804809,0.2172392606735229,0.1978148221969604,0.0285641551017761
0,14,dam_as_total_procured__mw__rd__as_caiso,0.029462993144989014,0.030021011829376193,0.1582172513008117,0.1287542581558227,0.0214437842369079
0,14,dam_as_total_procured__mw__ru__as_caiso,0.034471213817596394,0.03384900093078609,0.1067244410514831,0.0722532272338867,0.0301645994186401
0,14,dam_as_total_procured__mw__sr__as_caiso,0.012216091156005901,0.009223937988281194,0.0544534921646118,0.0422374010086059,0.0058503150939941
0,14,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0424041748046875,0.04122126102447511,0.1241615414619445,0.081757366657257,0.0447362661361694
0,14,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.019685447216033936,0.014732062816619873,0.4795895218849182,0.4599040746688843,0.01712566614151
0,14,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.05400246381759649,0.06866246461868292,0.4223930835723877,0.3683906197547912,0.0089392066001892
0,14,dam_schedule__mw__export__caiso_totals,0.04328864812850952,0.0465253591537475,0.3397873044013977,0.2964986562728882,0.0494356751441955
0,14,dam_schedule__mw__generation__caiso_totals,0.013401985168457031,0.012330770492553711,0.5771352052688599,0.5637332201004028,0.0676963925361633
0,14,dam_schedule__mw__import__caiso_totals,0.013454854488372803,0.006735146045684787,0.2246270775794983,0.2111722230911255,0.0059240460395812
0,14,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.015125393867492593,0.01778233051300049,0.1039438843727111,0.0888184905052185,0.0155706405639648
0,15,actual_load__mw__ca_iso_tac,0.25244396924972534,0.2605108618736267,0.8756330013275146,0.6231890320777893,0.0855326652526855
0,15,dam_as_total_procured__mw__nr__as_caiso,0.04452025890350342,0.0378850102424621,0.2423350811004638,0.1978148221969604,0.0272515416145324
0,15,dam_as_total_procured__mw__rd__as_caiso,0.0384405255317688,0.0459742546081543,0.783356249332428,0.1287542581558227,0.7449157238006592
0,15,dam_as_total_procured__mw__ru__as_caiso,0.02478998899459839,0.024880707263946533,0.4189500212669372,0.0722532272338867,0.3941600322723388
0,15,dam_as_total_procured__mw__sr__as_caiso,0.0634727478027344,0.0706250071525574,0.1269538402557373,0.0422374010086059,0.0634810924530029
0,15,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.03041291236877447,0.039934694766998236,0.4756368398666382,0.081757366657257,0.4452239274978637
0,15,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.16652512550354004,0.18562954664230347,0.7633037567138672,0.4599040746688843,0.5967786312103271
0,15,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.04850190877914429,0.042533934116363525,0.4168925285339355,0.3683906197547912,0.1801348328590393
0,15,dam_schedule__mw__export__caiso_totals,0.25444942712783813,0.2576380968093872,0.5509480834007263,0.2964986562728882,0.2200231552124023
0,15,dam_schedule__mw__generation__caiso_totals,0.26843976974487305,0.2619694471359253,0.8321729898452759,0.5637332201004028,0.1175723075866699
0,15,dam_schedule__mw__import__caiso_totals,0.09339100122451782,0.09386330842971802,0.3861883282661438,0.2111722230911255,0.292797327041626
0,15,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.044736027717590277,0.044171631336212214,0.302888810634613,0.0888184905052185,0.2581527829170227
0,16,actual_load__mw__ca_iso_tac,0.017300784587860107,0.018500149250030518,0.6404898166656494,0.6231890320777893,0.0012176632881164
0,16,dam_as_total_procured__mw__nr__as_caiso,0.015073359012603815,0.013368606567382812,0.2128881812095642,0.1978148221969604,0.0165913105010986
0,16,dam_as_total_procured__mw__rd__as_caiso,0.020587384700775202,0.026803493499755804,0.1493416428565979,0.1287542581558227,0.0076594948768615
0,16,dam_as_total_procured__mw__ru__as_caiso,0.03586339950561519,0.04128265380859379,0.1081166267395019,0.0722532272338867,0.0133395195007324
0,16,dam_as_total_procured__mw__sr__as_caiso,0.0037851929664611955,0.011960327625274596,0.0460225939750671,0.0422374010086059,0.0
0,16,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.011368155479431208,0.017573714256286593,0.0931255221366882,0.081757366657257,0.0
0,16,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.03439640998840332,0.037519633769989014,0.4943004846572876,0.4599040746688843,0.0223320126533508
0,16,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.015689969062805176,0.018406867980957087,0.3840805888175964,0.3683906197547912,0.0158873796463012
0,16,dam_schedule__mw__export__caiso_totals,0.02267134189605713,0.015223920345306396,0.3191699981689453,0.2964986562728882,0.0202178359031677
