i,j,conf,synergy,synergy_full,v_pair,v_i,v_j
3,23,actual_load__mw__ca_iso_tac,0.07019126415252686,0.07281136512756348,0.8348689675331116,0.7646777033805847,0.0797263979911804
3,23,dam_as_total_procured__mw__nr__as_caiso,0.021612703800201416,0.01803791522979739,0.2304515242576599,0.2088388204574585,0.0035656690597534
3,23,dam_as_total_procured__mw__rd__as_caiso,0.06549590826034551,0.07119560241699219,0.4333133101463318,0.10862797498703,0.3678174018859863
3,23,dam_as_total_procured__mw__ru__as_caiso,0.02575606107711792,0.03193074464797971,0.1992732286453247,0.071952223777771,0.1735171675682068
3,23,dam_as_total_procured__mw__sr__as_caiso,0.050169289112091,0.04856276512145999,0.1109631657600402,0.0607938766479492,0.0149680376052856
3,23,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.053918600082397405,0.049264430999755804,0.438464343547821,0.0736157894134521,0.3845457434654236
3,23,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.01586747169494629,0.013849318027496338,0.8771607875823975,0.4181773662567138,0.8612933158874512
3,23,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.05715775489807129,0.06656795740127558,0.3935592770576477,0.3364015221595764,0.3110743761062622
3,23,dam_schedule__mw__export__caiso_totals,0.1089165210723877,0.10665780305862421,0.4823314547538757,0.373414933681488,0.0448923707008361
3,23,dam_schedule__mw__generation__caiso_totals,0.08201432228088379,0.07637691497802734,0.8057928085327148,0.723778486251831,0.0546050667762756
3,23,dam_schedule__mw__import__caiso_totals,0.03382062911987313,0.035874307155609214,0.2528298497200012,0.1577278971672058,0.2190092206001281
3,23,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0661245584487915,0.0536351203918457,0.4950922131538391,0.0890218615531921,0.4289676547050476
3,24,actual_load__mw__ca_iso_tac,0.07717901468276978,0.0779457688331604,0.8418567180633545,0.7646777033805847,0.0748434066772461
3,24,dam_as_total_procured__mw__nr__as_caiso,0.036017179489135714,0.027251660823821994,0.2448559999465942,0.2088388204574585,0.0059100985527038
3,24,dam_as_total_procured__mw__rd__as_caiso,0.06181913614273071,0.06826466321945196,0.3915952444076538,0.10862797498703,0.3297761082649231
3,24,dam_as_total_procured__mw__ru__as_caiso,0.020756363868713407,0.03322058916091919,0.1735791563987732,0.071952223777771,0.1528227925300598
3,24,dam_as_total_procured__mw__sr__as_caiso,0.04919886589050291,0.0508460998535156,0.1099927425384521,0.0607938766479492,0.0159016847610473
3,24,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06322181224822998,0.058854103088378906,0.392109751701355,0.0736157894134521,0.328887939453125
3,24,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.028178811073303223,0.0278891921043396,0.8267279863357544,0.4181773662567138,0.7985491752624512
3,24,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.05411785840988159,0.06915712356567377,0.390519380569458,0.3364015221595764,0.2979516983032226
3,24,dam_schedule__mw__export__caiso_totals,0.11011248826980591,0.11752605438232422,0.4835274219512939,0.373414933681488,0.054514467716217
3,24,dam_schedule__mw__generation__caiso_totals,0.08972048759460449,0.08615362644195557,0.8134989738464355,0.723778486251831,0.0546143054962158
3,24,dam_schedule__mw__import__caiso_totals,0.049272358417510986,0.050619304180145264,0.2566867470741272,0.1577278971672058,0.2074143886566162
3,24,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06664609909057623,0.04718726873397833,0.4016505479812622,0.0890218615531921,0.335004448890686
3,25,actual_load__mw__ca_iso_tac,0.05402541160583496,0.050844669342041016,0.8187031149864197,0.7646777033805847,0.0110831260681152
3,25,dam_as_total_procured__mw__nr__as_caiso,0.015500545501708901,0.018707215785980197,0.2243393659591674,0.2088388204574585,0.0159469246864318
3,25,dam_as_total_procured__mw__rd__as_caiso,0.0958108901977539,0.10318261384963989,0.4164857864379883,0.10862797498703,0.3206748962402344
3,25,dam_as_total_procured__mw__ru__as_caiso,0.05092686414718631,0.056612789630889906,0.1784059405326843,0.071952223777771,0.127479076385498
3,25,dam_as_total_procured__mw__sr__as_caiso,0.01924628019332881,0.022156298160552992,0.080040156841278,0.0607938766479492,0.0
3,25,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.04320496320724493,0.054213941097259494,0.2718929052352905,0.0736157894134521,0.2286879420280456
3,25,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.1451734900474549,0.1447017788887024,0.5633508563041687,0.4181773662567138,0.2726473212242126
3,25,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.07880282402038569,0.09486371278762817,0.4152043461799621,0.3364015221595764,0.0734280347824096
3,25,dam_schedule__mw__export__caiso_totals,0.0581201314926148,0.06335031986236572,0.4315350651741028,0.373414933681488,0.0232999324798584
3,25,dam_schedule__mw__generation__caiso_totals,0.06227278709411621,0.05837440490722656,0.7860512733459473,0.723778486251831,0.0150330662727355
3,25,dam_schedule__mw__import__caiso_totals,0.11144554615020746,0.10339933633804319,0.2691734433174133,0.1577278971672058,0.1188825368881225
3,25,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0766059756278992,0.08432883024215701,0.2386664748191833,0.0890218615531921,0.1620604991912841
3,26,actual_load__mw__ca_iso_tac,0.02335578203201294,0.028041422367095947,0.7880334854125977,0.7646777033805847,0.1206252574920654
3,26,dam_as_total_procured__mw__nr__as_caiso,0.0175099968910217,0.013200104236602783,0.2263488173484802,0.2088388204574585,0.0295771360397338
3,26,dam_as_total_procured__mw__rd__as_caiso,0.08464938402175898,0.09153932332992556,0.2422556281089782,0.10862797498703,0.1576062440872192
3,26,dam_as_total_procured__mw__ru__as_caiso,0.07537966966629028,0.0665430426597595,0.1601008176803589,0.071952223777771,0.0847211480140686
3,26,dam_as_total_procured__mw__sr__as_caiso,0.017956316471099805,0.011178255081176688,0.078750193119049,0.0607938766479492,0.0
3,26,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0869014263153076,0.1075055599212646,0.1605172157287597,0.0736157894134521,0.0697352886199951
3,26,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.02417802810668951,0.04517102241516108,0.4423553943634033,0.4181773662567138,0.0439743995666503
3,26,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.0942031741142273,0.10515129566192627,0.4306046962738037,0.3364015221595764,0.1364737153053283
3,26,dam_schedule__mw__export__caiso_totals,0.15985184907913214,0.14590835571289062,0.5332667827606201,0.373414933681488,0.1354305148124694
3,26,dam_schedule__mw__generation__caiso_totals,0.04813659191131592,0.04888749122619629,0.771915078163147,0.723778486251831,0.1541942358016967
3,26,dam_schedule__mw__import__caiso_totals,0.0311625003814697,0.0353666543960571,0.1888903975486755,0.1577278971672058,0.0184375047683715
3,26,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.060298681259155315,0.07165658473968509,0.1493205428123474,0.0890218615531921,0.0316627025604248
3,27,actual_load__mw__ca_iso_tac,0.028564751148223877,0.028595924377441406,0.7932424545288086,0.7646777033805847,0.6440239548683167
3,27,dam_as_total_procured__mw__nr__as_caiso,0.0017403364181518,0.006117820739746094,0.2105791568756103,0.2088388204574585,0.1872068047523498
3,27,dam_as_total_procured__mw__rd__as_caiso,0.1341216564178467,0.13454759120941168,0.2427496314048767,0.10862797498703,0.106756567955017
3,27,dam_as_total_procured__mw__ru__as_caiso,0.0446160435676575,0.054760992527008,0.1241233944892883,0.071952223777771,0.0795073509216308
3,27,dam_as_total_procured__mw__sr__as_caiso,0.057414174079895,0.0542237162590027,0.1182080507278442,0.0607938766479492,0.0361665487289428
3,27,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.09761691093444828,0.09552592039108279,0.1712327003479004,0.0736157894134521,0.0524271130561828
3,27,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.0725690126419068,0.07273441553115845,0.4907463788986206,0.4181773662567138,0.3832433223724365
3,27,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.057401120662689153,0.05616277456283569,0.4031647443771362,0.3364015221595764,0.345763623714447
3,27,dam_schedule__mw__export__caiso_totals,0.03374886512756353,0.04269224405288691,0.4071637988090515,0.373414933681488,0.3420550227165222
3,27,dam_schedule__mw__generation__caiso_totals,0.03525352478027344,0.03718090057373047,0.7590320110321045,0.723778486251831,0.607823371887207
3,27,dam_schedule__mw__import__caiso_totals,0.05400395393371579,0.05649822950363159,0.2595414519309997,0.1577278971672058,0.2055374979972839
3,27,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06743633747100831,0.06254792213439939,0.1564581990242004,0.0890218615531921,0.0627556443214416
3,28,actual_load__mw__ca_iso_tac,0.034675776958465576,0.03125929832458496,0.8399723172187805,0.7646777033805847,0.8052965402603149
3,28,dam_as_total_procured__mw__nr__as_caiso,0.020110607147216797,0.018815398216247586,0.2289494276046753,0.2088388204574585,0.1813265085220337
3,28,dam_as_total_procured__mw__rd__as_caiso,0.2260637283325195,0.20876210927963257,0.3346917033195495,0.10862797498703,0.0575880408287048
3,28,dam_as_total_procured__mw__ru__as_caiso,0.0930345654487609,0.0926259756088257,0.1649867892265319,0.071952223777771,0.062145709991455
3,28,dam_as_total_procured__mw__sr__as_caiso,0.058753550052642795,0.06922072172164918,0.1427049040794372,0.0607938766479492,0.0839513540267944
3,28,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.11626631021499638,0.10983800888061529,0.1898820996284485,0.0736157894134521,0.0373184084892272
3,28,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.14916199445724493,0.1539406180381775,0.5673393607139587,0.4181773662567138,0.2481498122215271
3,28,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.06452310085296631,0.0592778325080871,0.4009246230125427,0.3364015221595764,0.2341114282608032
3,28,dam_schedule__mw__export__caiso_totals,0.06623667478561401,0.0706177949905396,0.4715402722358703,0.373414933681488,0.4053035974502563
3,28,dam_schedule__mw__generation__caiso_totals,0.02674126625061035,0.023633062839508057,0.8279281854629517,0.723778486251831,0.8011869192123413
3,28,dam_schedule__mw__import__caiso_totals,0.10450983047485352,0.09550440311431888,0.2622377276420593,0.1577278971672058,0.0895916819572448
3,28,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0526220202445984,0.0577437877655029,0.1416438817977905,0.0890218615531921,0.0640972852706909
3,29,actual_load__mw__ca_iso_tac,0.09245544672012329,0.10294091701507568,0.857133150100708,0.7646777033805847,0.3099349737167358
3,29,dam_as_total_procured__mw__nr__as_caiso,0.041453003883361816,0.037868857383728,0.2502918243408203,0.2088388204574585,0.0836238265037536
3,29,dam_as_total_procured__mw__rd__as_caiso,0.13263225555419927,0.1419380903244019,0.3560227155685425,0.10862797498703,0.2233904600143432
3,29,dam_as_total_procured__mw__ru__as_caiso,0.0476188063621521,0.0459535121917725,0.1299223899841308,0.071952223777771,0.0823035836219787
3,29,dam_as_total_procured__mw__sr__as_caiso,0.04640108346939081,0.0739085674285889,0.10719496011734,0.0607938766479492,0.0241289734840393
3,29,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0574439764022828,0.05320239067077642,0.2376936674118042,0.0736157894134521,0.1802496910095214
3,29,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.03512316942214966,0.03803151845932007,0.6584246158599854,0.4181773662567138,0.6233014464378357
3,29,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.03644454479217529,0.04551613330841059,0.3728460669517517,0.3364015221595764,0.3134984374046325
3,29,dam_schedule__mw__export__caiso_totals,0.18720436096191412,0.18843168020248413,0.5606192946434021,0.373414933681488,0.1241267323493957
3,29,dam_schedule__mw__generation__caiso_totals,0.11173629760742188,0.11069822311401367,0.8355147838592529,0.723778486251831,0.2709959149360657
3,29,dam_schedule__mw__import__caiso_totals,0.0243569016456604,0.024692893028259277,0.3008320927619934,0.1577278971672058,0.276475191116333
3,29,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.020492851734161405,0.029295563697814914,0.1842442154884338,0.0890218615531921,0.1637513637542724
3,30,actual_load__mw__ca_iso_tac,-7.539987564086914e-05,-0.0004900693893432617,0.7646023035049438,0.7646777033805847,0.0
3,30,dam_as_total_procured__mw__nr__as_caiso,0.0007833242416381003,-0.0005658864974976141,0.2096221446990966,0.2088388204574585,0.0
3,30,dam_as_total_procured__mw__rd__as_caiso,-0.0008386969566345076,-8.928775787349352e-05,0.1077892780303955,0.10862797498703,0.0
3,30,dam_as_total_procured__mw__ru__as_caiso,0.0008091330528259,0.0006989240646362999,0.0727613568305969,0.071952223777771,0.0012836456298828
3,30,dam_as_total_procured__mw__sr__as_caiso,0.0003212094306946009,-0.0015166401863098006,0.0611150860786438,0.0607938766479492,0.0
3,30,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0016251206398009976,0.0019083023071288924,0.0752409100532531,0.0736157894134521,3.761053085327149e-05
3,30,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,-0.0007162690162658136,0.000987231731414795,0.417461097240448,0.4181773662567138,0.0
3,30,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.00021892786026000977,0.0008274912834166925,0.3366204500198364,0.3364015221595764,0.0
3,30,dam_schedule__mw__export__caiso_totals,0.00017875432968139648,0.000856935977935791,0.3735936880111694,0.373414933681488,0.0
3,30,dam_schedule__mw__generation__caiso_totals,-0.001373887062072754,-0.001250624656677246,0.7224045991897583,0.723778486251831,0.0
3,30,dam_schedule__mw__import__caiso_totals,0.0011110305786132812,-5.4836273193414886e-05,0.1588389277458191,0.1577278971672058,0.0
3,30,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,-0.0016360282897948941,-0.0006996393203735074,0.0873858332633972,0.0890218615531921,0.0
3,31,actual_load__mw__ca_iso_tac,0.0017075538635253906,0.0005687475204467773,0.7663852572441101,0.7646777033805847,0.0
3,31,dam_as_total_procured__mw__nr__as_caiso,-0.0015464425086975098,-0.00015038251876831055,0.207292377948761,0.2088388204574585,0.0
3,31,dam_as_total_procured__mw__rd__as_caiso,0.003874123096466092,0.003004372119903606,0.1125020980834961,0.10862797498703,0.0022213459014892
3,31,dam_as_total_procured__mw__ru__as_caiso,0.0017479062080383023,0.0010397434234619002,0.0737001299858093,0.071952223777771,0.0003927946090698
3,31,dam_as_total_procured__mw__sr__as_caiso,0.003951370716094908,-0.0015437602996826033,0.0647452473640441,0.0607938766479492,0.0
3,31,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0013709068298339983,0.0016201138496398926,0.0749866962432861,0.0736157894134521,0.0001363158226013
3,31,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,-0.0011317133903502863,0.0005700588226317804,0.4170456528663635,0.4181773662567138,0.0002107620239257
3,31,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,-0.0008262991905212402,0.0008677840232849121,0.3355752229690552,0.3364015221595764,0.0005164742469787
3,31,dam_schedule__mw__export__caiso_totals,-0.001859903335571289,-0.0019529461860656738,0.3715550303459167,0.373414933681488,0.0
3,31,dam_schedule__mw__generation__caiso_totals,-0.0013045668601989746,-0.002532362937927246,0.7224739193916321,0.723778486251831,0.0
3,31,dam_schedule__mw__import__caiso_totals,-0.00011843442916870117,-8.654594421389494e-05,0.1576094627380371,0.1577278971672058,0.0
3,31,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,-0.001048684120178195,-0.00011694431304930253,0.0879731774330139,0.0890218615531921,0.0
3,32,actual_load__mw__ca_iso_tac,0.019682705402374268,0.016141057014465332,0.784360408782959,0.7646777033805847,0.0585078001022338
3,32,dam_as_total_procured__mw__nr__as_caiso,0.010979533195495605,0.01175922155380249,0.2198183536529541,0.2088388204574585,0.0185034275054931
3,32,dam_as_total_procured__mw__rd__as_caiso,0.0913507342338562,0.10563355684280401,0.3802927136421203,0.10862797498703,0.2889419794082641
3,32,dam_as_total_procured__mw__ru__as_caiso,0.05093109607696533,0.04808992147445679,0.3835893273353576,0.071952223777771,0.3326582312583923
3,32,dam_as_total_procured__mw__sr__as_caiso,0.022064805030822705,0.024566292762756292,0.0828586816787719,0.0607938766479492,0.0082930922508239
3,32,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.07828813791275029,0.08729898929595942,0.1952306628227234,0.0736157894134521,0.1169425249099731
3,32,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.10923993587493902,0.09722477197647095,0.5274173021316528,0.4181773662567138,0.1075119972229003
3,32,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.01652383804321289,0.015684545040130615,0.3529253602027893,0.3364015221595764,0.0088567733764648
3,32,dam_schedule__mw__export__caiso_totals,0.026513040065765436,0.019119620323181097,0.3999279737472534,0.373414933681488,0.0710024237632751
3,32,dam_schedule__mw__generation__caiso_totals,0.03065621852874756,0.02486366033554077,0.7544347047805786,0.723778486251831,0.0798181295394897
3,32,dam_schedule__mw__import__caiso_totals,0.053980410099029486,0.05497151613235471,0.2117083072662353,0.1577278971672058,0.052026629447937
3,32,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06843101978302,0.05870157480239871,0.1574528813362121,0.0890218615531921,0.0657891631126403
3,33,actual_load__mw__ca_iso_tac,0.09224838018417358,0.0918390154838562,0.8569260835647583,0.7646777033805847,0.1762734651565551
3,33,dam_as_total_procured__mw__nr__as_caiso,-0.0020105838775635043,-0.0014848113059998114,0.206828236579895,0.2088388204574585,0.0271242260932922
3,33,dam_as_total_procured__mw__rd__as_caiso,0.05471312999725342,0.05333757400512695,0.7445106506347656,0.10862797498703,0.6897975206375122
3,33,dam_as_total_procured__mw__ru__as_caiso,0.03539872169494629,0.032323300838470403,0.312451422214508,0.071952223777771,0.2770527005195617
3,33,dam_as_total_procured__mw__sr__as_caiso,0.0335707068443298,0.0455319881439209,0.094364583492279,0.0607938766479492,0.0291018486022949
3,33,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.07923382520675654,0.083644449710846,0.3478309512138366,0.0736157894134521,0.2685971260070801
3,33,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.2288255691528321,0.23168808221817017,0.6470029354095459,0.4181773662567138,0.2704521417617798
3,33,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.007733523845672607,0.010013103485107366,0.344135046005249,0.3364015221595764,0.0134972929954528
3,33,dam_schedule__mw__export__caiso_totals,0.07880884408950811,0.08267426490783691,0.4522237777709961,0.373414933681488,0.1487190723419189
3,33,dam_schedule__mw__generation__caiso_totals,0.09426742792129517,0.0888451337814331,0.8180459141731262,0.723778486251831,0.184925377368927
3,33,dam_schedule__mw__import__caiso_totals,0.15379983186721802,0.1524171233177185,0.3278825283050537,0.1577278971672058,0.1740826964378357
3,33,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.07821673154830933,0.09062075614929199,0.250093936920166,0.0890218615531921,0.1718772053718567
3,34,actual_load__mw__ca_iso_tac,0.050750732421875,0.04492640495300293,0.8154284358024597,0.7646777033805847,0.0803388953208923
3,34,dam_as_total_procured__mw__nr__as_caiso,0.004918813705444308,0.010141432285308782,0.2137576341629028,0.2088388204574585,0.0167431831359863
3,34,dam_as_total_procured__mw__rd__as_caiso,0.04531693458557129,0.05099910497665405,0.6767318844795227,0.10862797498703,0.6314149498939514
3,34,dam_as_total_procured__mw__ru__as_caiso,0.008394598960876465,0.00789022445678711,0.8461161851882935,0.071952223777771,0.837721586227417
3,34,dam_as_total_procured__mw__sr__as_caiso,0.031626343727111796,0.03462308645248409,0.092420220375061,0.0607938766479492,0.0270425081253051
3,34,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06408238410949707,0.07085996866226199,0.3152766227722168,0.0736157894134521,0.2511942386627197
3,34,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.19985240697860723,0.1812015175819397,0.618029773235321,0.4181773662567138,0.2738064527511596
3,34,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.01724463701248169,0.014168083667755071,0.3536461591720581,0.3364015221595764,0.0098565220832824
3,34,dam_schedule__mw__export__caiso_totals,0.08082234859466553,0.07878363132476801,0.4542372822761535,0.373414933681488,0.1249604821205139
3,34,dam_schedule__mw__generation__caiso_totals,0.07137078046798706,0.06376689672470093,0.7951492667198181,0.723778486251831,0.1071698665618896
3,34,dam_schedule__mw__import__caiso_totals,0.10839605331420898,0.10732042789459231,0.2661239504814148,0.1577278971672058,0.1291112303733825
3,34,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.07238978147506708,0.0874930024147034,0.2168570756912231,0.0890218615531921,0.144467294216156
3,35,actual_load__mw__ca_iso_tac,0.10428470373153687,0.10628676414489746,0.8689624071121216,0.7646777033805847,0.2591668367385864
3,35,dam_as_total_procured__mw__nr__as_caiso,0.0018000006675719937,0.0008513331413269043,0.2106388211250305,0.2088388204574585,0.0485943555831909
3,35,dam_as_total_procured__mw__rd__as_caiso,-0.0007904767990112305,-0.0010024309158324085,0.978297472000122,0.10862797498703,0.9790879487991332
3,35,dam_as_total_procured__mw__ru__as_caiso,0.0115509033203125,0.01595097780227661,0.4202086329460144,0.071952223777771,0.4086577296257019
3,35,dam_as_total_procured__mw__sr__as_caiso,0.0510201454162597,0.059738934040069594,0.1118140220642089,0.0607938766479492,0.0506210327148437
3,35,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.027669608592987005,0.045989155769348145,0.4127159714698791,0.0736157894134521,0.3850463628768921
3,35,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.2552292943000794,0.25249677896499634,0.6734066605567932,0.4181773662567138,0.4099663496017456
3,35,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.02683043479919428,0.030708670616149902,0.3632319569587707,0.3364015221595764,0.0639076828956604
3,35,dam_schedule__mw__export__caiso_totals,0.1161736249923706,0.1271002292633056,0.4895885586738586,0.373414933681488,0.2010608911514282
3,35,dam_schedule__mw__generation__caiso_totals,0.11925554275512695,0.11651551723480225,0.843034029006958,0.723778486251831,0.2710589170455932
3,35,dam_schedule__mw__import__caiso_totals,0.1081652045249939,0.11182296276092529,0.3392788171768188,0.1577278971672058,0.2311136126518249
3,35,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0387310981750488,0.0573003888130188,0.2635668516159057,0.0890218615531921,0.2248357534408569
3,36,actual_load__mw__ca_iso_tac,0.082145094871521,0.09151315689086914,0.8468227982521057,0.7646777033805847,0.3980749249458313
3,36,dam_as_total_procured__mw__nr__as_caiso,0.015851318836212158,0.0188587903976441,0.4795430898666382,0.2088388204574585,0.463691771030426
3,36,dam_as_total_procured__mw__rd__as_caiso,0.1354525089263916,0.1549031138420105,0.2440804839134216,0.10862797498703,0.0617979764938354
3,36,dam_as_total_procured__mw__ru__as_caiso,0.0837829113006591,0.0713441967964173,0.1557351350784301,0.071952223777771,0.0083862543106079
3,36,dam_as_total_procured__mw__sr__as_caiso,0.034990191459655706,0.0447804927825928,0.1853982806205749,0.0607938766479492,0.1504080891609192
3,36,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0952990055084229,0.1254817843437195,0.168914794921875,0.0736157894134521,0.0346896648406982
3,36,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.12445592880249029,0.15048223733901978,0.5426332950592041,0.4181773662567138,0.0790276527404785
3,36,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.03813701868057251,0.038949668407440186,0.3745385408401489,0.3364015221595764,0.0257976055145263
3,36,dam_schedule__mw__export__caiso_totals,0.05711370706558233,0.062726080417633,0.4305286407470703,0.373414933681488,0.1908712983131408
3,36,dam_schedule__mw__generation__caiso_totals,0.041375041007995605,0.045208752155303955,0.7651535272598267,0.723778486251831,0.2887893319129944
3,36,dam_schedule__mw__import__caiso_totals,0.09211093187332148,0.09068834781646731,0.2498388290405273,0.1577278971672058,0.0946092009544372
3,36,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0388649702072144,0.05658465623855591,0.1278868317604065,0.0890218615531921,0.0090545415878295
3,37,actual_load__mw__ca_iso_tac,0.08204424381256104,0.09139734506607056,0.8467219471931458,0.7646777033805847,0.3994399309158325
3,37,dam_as_total_procured__mw__nr__as_caiso,0.015869498252868597,0.019542574882507324,0.4799473881721496,0.2088388204574585,0.464077889919281
3,37,dam_as_total_procured__mw__rd__as_caiso,0.1351699829101562,0.15481853485107427,0.2437979578971862,0.10862797498703,0.0640732645988464
3,37,dam_as_total_procured__mw__ru__as_caiso,0.0838856101036071,0.0713892579078675,0.1558378338813781,0.071952223777771,0.010637879371643
3,37,dam_as_total_procured__mw__sr__as_caiso,0.03755611181259161,0.044978201389312716,0.185377299785614,0.0607938766479492,0.1478211879730224
3,37,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0953274369239807,0.1256101727485657,0.1689432263374328,0.0736157894134521,0.0352559685707092
3,37,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.12402546405792242,0.15035229921340942,0.5422028303146362,0.4181773662567138,0.0805770754814148
3,37,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.03869318962097168,0.03945726156234741,0.3750947117805481,0.3364015221595764,0.0242964029312133
3,37,dam_schedule__mw__export__caiso_totals,0.057500302791595514,0.06305408477783198,0.4309152364730835,0.373414933681488,0.1914403438568115
3,37,dam_schedule__mw__generation__caiso_totals,0.04127538204193115,0.045015037059783936,0.7650538682937622,0.723778486251831,0.2935021519660949
3,37,dam_schedule__mw__import__caiso_totals,0.092220664024353,0.09074503183364871,0.2499485611915588,0.1577278971672058,0.0941522717475891
3,37,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.038827538490295396,0.056686282157897894,0.1278494000434875,0.0890218615531921,0.010089635848999
3,38,actual_load__mw__ca_iso_tac,0.08431994915008545,0.08714145421981812,0.8489976525306702,0.7646777033805847,0.0401121973991394
3,38,dam_as_total_procured__mw__nr__as_caiso,0.006897270679473794,0.003920555114746094,0.2157360911369323,0.2088388204574585,0.029470682144165
3,38,dam_as_total_procured__mw__rd__as_caiso,0.051497697830200195,0.05599325895309443,0.4153809547424316,0.10862797498703,0.3638832569122314
3,38,dam_as_total_procured__mw__ru__as_caiso,0.03130376338958739,0.03748285770416261,0.1532247066497802,0.071952223777771,0.1219209432601928
3,38,dam_as_total_procured__mw__sr__as_caiso,0.0524222254753113,0.06018996238708499,0.1132161021232605,0.0607938766479492,0.0388388037681579
3,38,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.029869079589843694,0.03368514776229861,0.2718333005905151,0.0736157894134521,0.2419642210006714
3,38,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.15270465612411505,0.17582058906555176,0.5708820223808289,0.4181773662567138,0.3916435837745666
3,38,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.0024109482765197754,0.014717102050781194,0.3388124704360962,0.3364015221595764,0.1082893013954162
3,38,dam_schedule__mw__export__caiso_totals,0.0900353193283081,0.09444385766983032,0.4634502530097961,0.373414933681488,0.0498808026313781
3,38,dam_schedule__mw__generation__caiso_totals,0.082366943359375,0.07808208465576172,0.806145429611206,0.723778486251831,0.0336877703666687
