S,size,conf,v_audit,v_full
"(11,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4920167922973633,0.4938998818397522
"(11,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.38653630018234253,0.3759165406227112
"(11,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.08745020627975464,0.08316034078598022
"(11,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.23031765222549438,0.23296350240707397
"(11,)",1,dam_as_total_procured__mw__ru__as_caiso,0.3766970634460449,0.35922831296920776
"(11,)",1,dam_as_total_procured__mw__rd__as_caiso,0.7325098514556885,0.7209010124206543
"(11,)",1,dam_as_total_procured__mw__sr__as_caiso,0.0744888186454773,0.10684531927108765
"(11,)",1,dam_as_total_procured__mw__nr__as_caiso,0.0069075822830200195,0.015382349491119385
"(15,)",1,actual_load__mw__ca_iso_tac,0.08553266525268555,0.08990907669067383
"(15,)",1,dam_schedule__mw__generation__caiso_totals,0.11757230758666992,0.11607807874679565
"(15,)",1,dam_schedule__mw__import__caiso_totals,0.292797327041626,0.29107993841171265
"(15,)",1,dam_schedule__mw__export__caiso_totals,0.22002315521240234,0.2289438247680664
"(15,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5967786312103271,0.592361330986023
"(15,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.44522392749786377,0.4305657744407654
"(15,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.1801348328590393,0.1670573353767395
"(15,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2581527829170227,0.25591403245925903
"(15,)",1,dam_as_total_procured__mw__ru__as_caiso,0.39416003227233887,0.3790242671966553
"(15,)",1,dam_as_total_procured__mw__rd__as_caiso,0.7449157238006592,0.7281657457351685
"(15,)",1,dam_as_total_procured__mw__sr__as_caiso,0.06348109245300293,0.09323912858963013
"(15,)",1,dam_as_total_procured__mw__nr__as_caiso,0.02725154161453247,0.027985870838165283
"(19,)",1,actual_load__mw__ca_iso_tac,0.12771570682525635,0.1396123766899109
"(19,)",1,dam_schedule__mw__generation__caiso_totals,0.12447667121887207,0.14178311824798584
"(19,)",1,dam_schedule__mw__import__caiso_totals,0.24943089485168457,0.2571403384208679
"(19,)",1,dam_schedule__mw__export__caiso_totals,0.08754867315292358,0.08844953775405884
"(19,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.9568653702735901,0.9567927122116089
"(19,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.3177824020385742,0.31440114974975586
"(19,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4202159643173218,0.4348505139350891
"(19,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2809475064277649,0.2583951950073242
"(19,)",1,dam_as_total_procured__mw__ru__as_caiso,0.1635761857032776,0.14145857095718384
"(19,)",1,dam_as_total_procured__mw__rd__as_caiso,0.34300798177719116,0.344632625579834
"(19,)",1,dam_as_total_procured__mw__sr__as_caiso,0.024863779544830322,0.026726603507995605
"(19,)",1,dam_as_total_procured__mw__nr__as_caiso,0.0247839093208313,0.03628629446029663
"(23,)",1,actual_load__mw__ca_iso_tac,0.07972639799118042,0.08697491884231567
"(23,)",1,dam_schedule__mw__generation__caiso_totals,0.054605066776275635,0.06964588165283203
"(23,)",1,dam_schedule__mw__import__caiso_totals,0.21900922060012817,0.22362172603607178
"(23,)",1,dam_schedule__mw__export__caiso_totals,0.04489237070083618,0.05054515600204468
"(23,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.8612933158874512,0.8663904070854187
"(23,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.3845457434654236,0.3853347897529602
"(23,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.3110743761062622,0.3158310651779175
"(23,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4289676547050476,0.4284207820892334
"(23,)",1,dam_as_total_procured__mw__ru__as_caiso,0.1735171675682068,0.15234637260437012
"(23,)",1,dam_as_total_procured__mw__rd__as_caiso,0.36781740188598633,0.37108170986175537
"(23,)",1,dam_as_total_procured__mw__sr__as_caiso,0.014968037605285645,0.02046126127243042
"(23,)",1,dam_as_total_procured__mw__nr__as_caiso,0.003565669059753418,0.008373260498046875
"(27,)",1,actual_load__mw__ca_iso_tac,0.6440239548683167,0.6442970037460327
"(27,)",1,dam_schedule__mw__generation__caiso_totals,0.607823371887207,0.6174164414405823
"(27,)",1,dam_schedule__mw__import__caiso_totals,0.20553749799728394,0.2045167088508606
"(27,)",1,dam_schedule__mw__export__caiso_totals,0.3420550227165222,0.3297901749610901
"(27,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.3832433223724365,0.4006565809249878
"(27,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.05242711305618286,0.04919785261154175
"(27,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.345763623714447,0.33755701780319214
"(27,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06275564432144165,0.06791746616363525
"(27,)",1,dam_as_total_procured__mw__ru__as_caiso,0.07950735092163086,0.070931077003479
"(27,)",1,dam_as_total_procured__mw__rd__as_caiso,0.10675656795501709,0.10383868217468262
"(27,)",1,dam_as_total_procured__mw__sr__as_caiso,0.03616654872894287,0.04269373416900635
"(27,)",1,dam_as_total_procured__mw__nr__as_caiso,0.18720680475234985,0.19065117835998535
"(31,)",1,actual_load__mw__ca_iso_tac,0.0,0.0
"(31,)",1,dam_schedule__mw__generation__caiso_totals,0.0,0.0
"(31,)",1,dam_schedule__mw__import__caiso_totals,0.0,0.0
"(31,)",1,dam_schedule__mw__export__caiso_totals,0.0,0.0
"(31,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.00021076202392578125,0.0002523064613342285
"(31,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.00013631582260131836,0.0003376603126525879
"(31,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.0005164742469787598,0.0
"(31,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0,0.0
"(31,)",1,dam_as_total_procured__mw__ru__as_caiso,0.0003927946090698242,0.0
"(31,)",1,dam_as_total_procured__mw__rd__as_caiso,0.002221345901489258,0.002586960792541504
"(31,)",1,dam_as_total_procured__mw__sr__as_caiso,0.0,0.0006120800971984863
"(31,)",1,dam_as_total_procured__mw__nr__as_caiso,0.0,0.0005121827125549316
"(35,)",1,actual_load__mw__ca_iso_tac,0.2591668367385864,0.26793599128723145
"(35,)",1,dam_schedule__mw__generation__caiso_totals,0.27105891704559326,0.26563072204589844
"(35,)",1,dam_schedule__mw__import__caiso_totals,0.23111361265182495,0.2284550666809082
"(35,)",1,dam_schedule__mw__export__caiso_totals,0.20106089115142822,0.21250027418136597
"(35,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4099663496017456,0.38933390378952026
"(35,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.3850463628768921,0.3522300720214844
"(35,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.0639076828956604,0.06692487001419067
"(35,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.22483575344085693,0.2206527590751648
"(35,)",1,dam_as_total_procured__mw__ru__as_caiso,0.4086577296257019,0.4099615216255188
"(35,)",1,dam_as_total_procured__mw__rd__as_caiso,0.9790879487991333,0.9775118231773376
"(35,)",1,dam_as_total_procured__mw__sr__as_caiso,0.05062103271484375,0.08114904165267944
"(35,)",1,dam_as_total_procured__mw__nr__as_caiso,0.04859435558319092,0.044865310192108154
"(39,)",1,actual_load__mw__ca_iso_tac,0.013016879558563232,0.026253163814544678
"(39,)",1,dam_schedule__mw__generation__caiso_totals,0.03280073404312134,0.04751008749008179
"(39,)",1,dam_schedule__mw__import__caiso_totals,0.009329915046691895,0.012798309326171875
"(39,)",1,dam_schedule__mw__export__caiso_totals,0.04169416427612305,0.04611140489578247
"(39,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.06930285692214966,0.06956124305725098
"(39,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.03559595346450806,0.039518773555755615
"(39,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.021708905696868896,0.01731950044631958
"(39,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.009110808372497559,0.008823871612548828
"(39,)",1,dam_as_total_procured__mw__ru__as_caiso,0.07690632343292236,0.07132863998413086
"(39,)",1,dam_as_total_procured__mw__rd__as_caiso,0.0803520679473877,0.08939176797866821
"(39,)",1,dam_as_total_procured__mw__sr__as_caiso,0.015839874744415283,0.02194315195083618
"(39,)",1,dam_as_total_procured__mw__nr__as_caiso,0.0,0.0017430782318115234
"(43,)",1,actual_load__mw__ca_iso_tac,0.047999441623687744,0.045193612575531006
"(43,)",1,dam_schedule__mw__generation__caiso_totals,0.08179354667663574,0.07100528478622437
"(43,)",1,dam_schedule__mw__import__caiso_totals,0.15944522619247437,0.15599602460861206
"(43,)",1,dam_schedule__mw__export__caiso_totals,0.09377872943878174,0.08571100234985352
"(43,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.24407249689102173,0.26498204469680786
"(43,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.15509146451950073,0.15203124284744263
"(43,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.06180167198181152,0.06543326377868652
"(43,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.07233238220214844,0.06350058317184448
"(43,)",1,dam_as_total_procured__mw__ru__as_caiso,0.048350632190704346,0.04886060953140259
"(43,)",1,dam_as_total_procured__mw__rd__as_caiso,0.17107462882995605,0.195872962474823
"(43,)",1,dam_as_total_procured__mw__sr__as_caiso,0.01739668846130371,0.0313987135887146
"(43,)",1,dam_as_total_procured__mw__nr__as_caiso,0.0,0.0
"(0, 4)",2,actual_load__mw__ca_iso_tac,0.7582446336746216,0.7644988894462585
"(0, 4)",2,dam_schedule__mw__generation__caiso_totals,0.7801846265792847,0.78807532787323
"(0, 4)",2,dam_schedule__mw__import__caiso_totals,0.28000408411026,0.27676624059677124
"(0, 4)",2,dam_schedule__mw__export__caiso_totals,0.6278737783432007,0.6138414740562439
"(0, 4)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.503469705581665,0.5404318571090698
"(0, 4)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.14803463220596313,0.18071657419204712
"(0, 4)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.38000035285949707,0.3785628080368042
"(0, 4)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.13771378993988037,0.1528969407081604
"(0, 4)",2,dam_as_total_procured__mw__ru__as_caiso,0.14617878198623657,0.1391046643257141
"(0, 4)",2,dam_as_total_procured__mw__rd__as_caiso,0.29674386978149414,0.3035860061645508
"(0, 4)",2,dam_as_total_procured__mw__sr__as_caiso,0.06996166706085205,0.09525197744369507
"(0, 4)",2,dam_as_total_procured__mw__nr__as_caiso,0.2183493971824646,0.22004848718643188
"(0, 8)",2,actual_load__mw__ca_iso_tac,0.6285143494606018,0.626854419708252
"(0, 8)",2,dam_schedule__mw__generation__caiso_totals,0.572506308555603,0.5898910760879517
"(0, 8)",2,dam_schedule__mw__import__caiso_totals,0.22582322359085083,0.21990501880645752
"(0, 8)",2,dam_schedule__mw__export__caiso_totals,0.3212568163871765,0.3247150182723999
"(0, 8)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4785963296890259,0.4996548295021057
"(0, 8)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.11084997653961182,0.11641734838485718
"(0, 8)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.42106711864471436,0.4258168935775757
"(0, 8)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.09695392847061157,0.11333447694778442
"(0, 8)",2,dam_as_total_procured__mw__ru__as_caiso,0.09417480230331421,0.09072518348693848
"(0, 8)",2,dam_as_total_procured__mw__rd__as_caiso,0.1409105658531189,0.14889919757843018
"(0, 8)",2,dam_as_total_procured__mw__sr__as_caiso,0.05180644989013672,0.058585405349731445
"(0, 8)",2,dam_as_total_procured__mw__nr__as_caiso,0.21578484773635864,0.2271365523338318
"(0, 12)",2,actual_load__mw__ca_iso_tac,0.6364732980728149,0.6320316195487976
"(0, 12)",2,dam_schedule__mw__generation__caiso_totals,0.5769938230514526,0.591009259223938
"(0, 12)",2,dam_schedule__mw__import__caiso_totals,0.23275399208068848,0.23107165098190308
"(0, 12)",2,dam_schedule__mw__export__caiso_totals,0.30280601978302,0.29957276582717896
"(0, 12)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.463742733001709,0.49016350507736206
"(0, 12)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.08624738454818726,0.09203106164932251
"(0, 12)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.3727360963821411,0.3671342134475708
"(0, 12)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.09465289115905762,0.10832995176315308
"(0, 12)",2,dam_as_total_procured__mw__ru__as_caiso,0.09355592727661133,0.08029192686080933
"(0, 12)",2,dam_as_total_procured__mw__rd__as_caiso,0.1447993516921997,0.14813482761383057
"(0, 12)",2,dam_as_total_procured__mw__sr__as_caiso,0.04841679334640503,0.055027663707733154
"(0, 12)",2,dam_as_total_procured__mw__nr__as_caiso,0.20438450574874878,0.21150153875350952
"(0, 16)",2,actual_load__mw__ca_iso_tac,0.6404898166656494,0.6371408104896545
"(0, 16)",2,dam_schedule__mw__generation__caiso_totals,0.5704567432403564,0.5891232490539551
"(0, 16)",2,dam_schedule__mw__import__caiso_totals,0.21973443031311035,0.2181236743927002
"(0, 16)",2,dam_schedule__mw__export__caiso_totals,0.3191699981689453,0.3065904974937439
"(0, 16)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4943004846572876,0.5239514112472534
"(0, 16)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.09312552213668823,0.10511231422424316
"(0, 16)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.38408058881759644,0.3810619115829468
"(0, 16)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.09279763698577881,0.10645520687103271
"(0, 16)",2,dam_as_total_procured__mw__ru__as_caiso,0.10811662673950195,0.1043083667755127
"(0, 16)",2,dam_as_total_procured__mw__rd__as_caiso,0.1493416428565979,0.16010087728500366
"(0, 16)",2,dam_as_total_procured__mw__sr__as_caiso,0.04602259397506714,0.060641586780548096
"(0, 16)",2,dam_as_total_procured__mw__nr__as_caiso,0.2128881812095642,0.22159749269485474
"(0, 20)",2,actual_load__mw__ca_iso_tac,0.690642237663269,0.6832990646362305
"(0, 20)",2,dam_schedule__mw__generation__caiso_totals,0.6343410015106201,0.6452410221099854
"(0, 20)",2,dam_schedule__mw__import__caiso_totals,0.2610914707183838,0.2661970257759094
"(0, 20)",2,dam_schedule__mw__export__caiso_totals,0.39566171169281006,0.3884351849555969
"(0, 20)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.7970598936080933,0.7973612546920776
"(0, 20)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.17481935024261475,0.16310721635818481
"(0, 20)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.48637938499450684,0.48980069160461426
"(0, 20)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.15413737297058105,0.1401371955871582
"(0, 20)",2,dam_as_total_procured__mw__ru__as_caiso,0.15384310483932495,0.14172053337097168
"(0, 20)",2,dam_as_total_procured__mw__rd__as_caiso,0.28645890951156616,0.29670602083206177
"(0, 20)",2,dam_as_total_procured__mw__sr__as_caiso,0.09341549873352051,0.0982242226600647
"(0, 20)",2,dam_as_total_procured__mw__nr__as_caiso,0.24450135231018066,0.2434178590774536
"(0, 24)",2,actual_load__mw__ca_iso_tac,0.7249252200126648,0.7233234643936157
"(0, 24)",2,dam_schedule__mw__generation__caiso_totals,0.6662483215332031,0.6761282682418823
"(0, 24)",2,dam_schedule__mw__import__caiso_totals,0.28074634075164795,0.28476953506469727
"(0, 24)",2,dam_schedule__mw__export__caiso_totals,0.39321279525756836,0.3915511965751648
"(0, 24)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.8250303864479065,0.8407407999038696
"(0, 24)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4081791639328003,0.4073653817176819
"(0, 24)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4058191180229187,0.41353845596313477
"(0, 24)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4217594861984253,0.4184284806251526
"(0, 24)",2,dam_as_total_procured__mw__ru__as_caiso,0.1706288456916809,0.15368008613586426
"(0, 24)",2,dam_as_total_procured__mw__rd__as_caiso,0.3887956738471985,0.3990212082862854
"(0, 24)",2,dam_as_total_procured__mw__sr__as_caiso,0.08394169807434082,0.09227889776229858
"(0, 24)",2,dam_as_total_procured__mw__nr__as_caiso,0.24269640445709229,0.2369067668914795
"(0, 28)",2,actual_load__mw__ca_iso_tac,0.851594865322113,0.8487340211868286
"(0, 28)",2,dam_schedule__mw__generation__caiso_totals,0.832787036895752,0.838821291923523
"(0, 28)",2,dam_schedule__mw__import__caiso_totals,0.2810991406440735,0.2741627097129822
"(0, 28)",2,dam_schedule__mw__export__caiso_totals,0.4832937717437744,0.49129021167755127
"(0, 28)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.560912013053894,0.5823826789855957
"(0, 28)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2084828019142151,0.20465564727783203
"(0, 28)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4114985466003418,0.39914149045944214
"(0, 28)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.14150989055633545,0.161548912525177
"(0, 28)",2,dam_as_total_procured__mw__ru__as_caiso,0.1869320273399353,0.17225313186645508
"(0, 28)",2,dam_as_total_procured__mw__rd__as_caiso,0.3599083423614502,0.346440851688385
"(0, 28)",2,dam_as_total_procured__mw__sr__as_caiso,0.13674873113632202,0.1588461995124817
"(0, 28)",2,dam_as_total_procured__mw__nr__as_caiso,0.2217087745666504,0.22412365674972534
"(0, 32)",2,actual_load__mw__ca_iso_tac,0.6577027440071106,0.648851215839386
"(0, 32)",2,dam_schedule__mw__generation__caiso_totals,0.6174942255020142,0.6260536909103394
"(0, 32)",2,dam_schedule__mw__import__caiso_totals,0.26307588815689087,0.26264381408691406
"(0, 32)",2,dam_schedule__mw__export__caiso_totals,0.33474016189575195,0.32438749074935913
"(0, 32)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.557022213935852,0.569005012512207
"(0, 32)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2057613730430603,0.1861780285835266
"(0, 32)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.3812369704246521,0.377621054649353
"(0, 32)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.15443170070648193,0.15357178449630737
"(0, 32)",2,dam_as_total_procured__mw__ru__as_caiso,0.3820874094963074,0.3794712424278259
"(0, 32)",2,dam_as_total_procured__mw__rd__as_caiso,0.40109527111053467,0.3881545662879944
"(0, 32)",2,dam_as_total_procured__mw__sr__as_caiso,0.0691940188407898,0.07821398973464966
"(0, 32)",2,dam_as_total_procured__mw__nr__as_caiso,0.2104983925819397,0.21659821271896362
"(0, 36)",2,actual_load__mw__ca_iso_tac,0.7667673230171204,0.7825600504875183
"(0, 36)",2,dam_schedule__mw__generation__caiso_totals,0.6620005965232849,0.6931934356689453
"(0, 36)",2,dam_schedule__mw__import__caiso_totals,0.2760297656059265,0.275193989276886
"(0, 36)",2,dam_schedule__mw__export__caiso_totals,0.3874686360359192,0.39382970333099365
"(0, 36)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5472924709320068,0.5865298509597778
"(0, 36)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.15239566564559937,0.18318861722946167
"(0, 36)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4029410481452942,0.39088261127471924
"(0, 36)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.12191575765609741,0.1383013129234314
"(0, 36)",2,dam_as_total_procured__mw__ru__as_caiso,0.16270732879638672,0.15948259830474854
"(0, 36)",2,dam_as_total_procured__mw__rd__as_caiso,0.24027657508850098,0.2691447138786316
"(0, 36)",2,dam_as_total_procured__mw__sr__as_caiso,0.1894221305847168,0.19625282287597656
"(0, 36)",2,dam_as_total_procured__mw__nr__as_caiso,0.4852752685546875,0.4783526659011841
"(0, 40)",2,actual_load__mw__ca_iso_tac,0.6322637796401978,0.6338541507720947
"(0, 40)",2,dam_schedule__mw__generation__caiso_totals,0.5828350782394409,0.6035638451576233
"(0, 40)",2,dam_schedule__mw__import__caiso_totals,0.21513229608535767,0.22805601358413696
"(0, 40)",2,dam_schedule__mw__export__caiso_totals,0.31697118282318115,0.30748629570007324
"(0, 40)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5377157926559448,0.5669127106666565
"(0, 40)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.11420893669128418,0.13042700290679932
"(0, 40)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.3809266686439514,0.3716925382614136
"(0, 40)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.11170846223831177,0.12585097551345825
"(0, 40)",2,dam_as_total_procured__mw__ru__as_caiso,0.0944821834564209,0.08072018623352051
"(0, 40)",2,dam_as_total_procured__mw__rd__as_caiso,0.14109855890274048,0.16637617349624634
"(0, 40)",2,dam_as_total_procured__mw__sr__as_caiso,0.04398530721664429,0.06311887502670288
"(0, 40)",2,dam_as_total_procured__mw__nr__as_caiso,0.20858675241470337,0.2109748125076294
"(1, 2)",2,actual_load__mw__ca_iso_tac,0.8800650835037231,0.8792733550071716
"(1, 2)",2,dam_schedule__mw__generation__caiso_totals,0.8480924367904663,0.8500353097915649
"(1, 2)",2,dam_schedule__mw__import__caiso_totals,0.28324127197265625,0.2952764630317688
"(1, 2)",2,dam_schedule__mw__export__caiso_totals,0.5544267892837524,0.5466299057006836
"(1, 2)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.6682888865470886,0.6885680556297302
"(1, 2)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2887991666793823,0.3085915446281433
"(1, 2)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.33879584074020386,0.3431914448738098
"(1, 2)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2453550100326538,0.26470643281936646
"(1, 2)",2,dam_as_total_procured__mw__ru__as_caiso,0.20343512296676636,0.1855374574661255
"(1, 2)",2,dam_as_total_procured__mw__rd__as_caiso,0.4328082203865051,0.43745940923690796
"(1, 2)",2,dam_as_total_procured__mw__sr__as_caiso,0.14200890064239502,0.17309951782226562
"(1, 2)",2,dam_as_total_procured__mw__nr__as_caiso,0.20970135927200317,0.2098669409751892
"(1, 6)",2,actual_load__mw__ca_iso_tac,0.8421534299850464,0.844447135925293
"(1, 6)",2,dam_schedule__mw__generation__caiso_totals,0.8311890959739685,0.8345818519592285
"(1, 6)",2,dam_schedule__mw__import__caiso_totals,0.17889893054962158,0.1733343005180359
"(1, 6)",2,dam_schedule__mw__export__caiso_totals,0.5394060611724854,0.5230515003204346
"(1, 6)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.40963536500930786,0.42435938119888306
