S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(14, 15, 24, 26)",strong,False,0.13107602390497552,1,0.8564778668311058,0.15677988529205322,1,0.8629335165023804,0.8614672422409058,0.14793294668197632,1,0.8713156580924988,0.15677988529205322
"(8, 17, 24, 26)",strong,False,0.12076599964872203,1,0.8431521927533715,0.12835484743118286,1,0.8468521237373352,0.8467740416526794,0.11790716648101807,1,0.8558889627456665,0.12835484743118286
"(14, 15, 26, 37)",strong,False,0.11771449882721108,3,0.79608415424681,0.12327384948730469,3,0.8013718128204346,0.7868844270706177,0.105399489402771,3,0.8010586500167847,0.12327384948730469
"(8, 9, 24, 26)",strong,False,0.1169258485596597,1,0.8560241039556079,0.12371081113815308,1,0.8562358021736145,0.8562811613082886,0.12928557395935059,1,0.8634995818138123,0.12371081113815308
"(14, 15, 20, 36)",strong,False,0.11449175835198633,3,0.9156903080416429,0.11615324020385742,3,0.917874276638031,0.909045398235321,0.10928964614868164,3,0.9211586713790894,0.11615324020385742
"(14, 17, 24, 26)",strong,False,0.11302792163120601,1,0.8445140459006801,0.14116954803466797,1,0.8518947958946228,0.8467740416526794,0.13091063499450684,1,0.8604571223258972,0.14116954803466797
"(8, 15, 24, 26)",strong,False,0.11034351344103976,1,0.8525394615671534,0.1406416893005371,1,0.8619672060012817,0.8614672422409058,0.13003528118133545,1,0.8694391846656799,0.1406416893005371
"(8, 21, 26, 33)",strong,False,0.10960000910684453,1,0.955817131005325,0.12344682216644287,1,0.9522266387939453,0.9537777900695801,0.13768541812896729,1,0.9586230516433716,0.12344682216644287
"(14, 19, 26, 33)",strong,False,0.10899626594799794,1,0.9700559685527688,0.1274174451828003,1,0.9660120606422424,0.9651628732681274,0.12360632419586182,1,0.9666641354560852,0.1274174451828003
"(8, 9, 23, 26)",strong,False,0.10826416855400234,1,0.8926393330673488,0.13087141513824463,1,0.8909742832183838,0.8915141820907593,0.1243475079536438,1,0.894331693649292,0.13087141513824463
"(7, 18, 25, 28)",control,False,0.017268311451825724,4,0.8944891254133045,0.03049337863922119,4,0.8983685374259949,0.8884180784225464,0.023079633712768555,4,0.897539496421814,0.03049337863922119
"(2, 6, 13, 16)",control,False,0.0372797185227588,6,0.8578991333488348,0.050446391105651855,6,0.8608136177062988,0.8555565476417542,0.044590532779693604,6,0.860423743724823,0.050446391105651855
"(7, 19, 28, 36)",control,False,0.02198652553848579,8,0.9698350495856544,0.030828237533569336,6,0.9679124355316162,0.9670583605766296,0.02713906764984131,8,0.9676572680473328,0.024646461009979248
"(2, 15, 24, 30)",control,False,0.005075626506947706,6,0.8703714807315412,0.004121541976928711,3,0.8777494430541992,0.8784390687942505,0.0030097365379333496,3,0.8863390684127808,-0.0030449628829956055
"(0, 19, 20, 33)",control,False,0.0274473482039318,2,0.9827819225724146,0.0628708004951477,2,0.9810486435890198,0.9790952205657959,0.06417995691299438,2,0.9804250001907349,0.0628708004951477
"(8, 16, 34, 38)",control,False,0.018620785632580406,6,0.8507309440380858,0.03495556116104126,0,0.8503005504608154,0.8495503664016724,0.03754490613937378,6,0.843024730682373,0.029600143432617188
"(15, 19, 24, 37)",control,False,0.027563248386448747,5,0.9748989310947055,0.03587466478347778,5,0.9721970558166504,0.9680618047714233,0.02611255645751953,5,0.9730049967765808,0.03587466478347778
"(10, 12, 16, 39)",control,False,0.01068433342392383,0,0.1318872149325807,0.018615424633026123,7,0.15570300817489624,0.14619308710098267,0.01632791757583618,1,0.15042346715927124,0.01026827096939087
"(0, 29, 33, 38)",control,False,0.01428602016952285,1,0.8017060581284268,0.027417123317718506,3,0.8120534420013428,0.7996741533279419,0.0293462872505188,8,0.8170515298843384,0.015527486801147461
"(0, 4, 7, 37)",control,False,0.021453267498026674,4,0.9247694455451876,0.032265543937683105,2,0.9269808530807495,0.9251306056976318,0.03032684326171875,2,0.9225299954414368,0.02106165885925293
