S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(14, 15, 23, 26)",strong,False,0.1229251172075172,1,0.8993044615730115,0.14473921060562134,1,0.8972519040107727,0.8952089548110962,0.1359298825263977,1,0.9011319875717163,0.14473921060562134
"(14, 17, 23, 26)",strong,False,0.11999785483389458,1,0.8929233251988922,0.139318585395813,1,0.8906695246696472,0.8858055472373962,0.13126051425933838,1,0.8968281149864197,0.139318585395813
"(8, 13, 24, 26)",strong,False,0.11718358455555167,1,0.8414291193360424,0.1336226463317871,1,0.8427585363388062,0.8449183702468872,0.12363576889038086,1,0.8527235388755798,0.1336226463317871
"(13, 14, 24, 26)",strong,False,0.11479537216953695,1,0.8403160588253782,0.14504289627075195,1,0.8468467593193054,0.8449183702468872,0.13565188646316528,1,0.8565356135368347,0.14504289627075195
"(9, 14, 26, 37)",strong,False,0.11393616331621159,3,0.7919094705263323,0.11432385444641113,3,0.7898017168045044,0.782867968082428,0.09864526987075806,1,0.7800183296203613,0.11432385444641113
"(8, 9, 26, 37)",strong,False,0.11249317582942031,3,0.7825773690211532,0.11262595653533936,3,0.7897765040397644,0.782867968082428,0.09013712406158447,3,0.7802675366401672,0.11262595653533936
"(8, 9, 22, 26)",strong,False,0.10961997955717118,1,0.7570535893476097,0.12035322189331055,1,0.7640817761421204,0.7574701905250549,0.11183387041091919,1,0.772675096988678,0.12035322189331055
"(11, 14, 23, 26)",strong,False,0.109261098273571,1,0.8908693838228133,0.13860958814620972,1,0.8870769739151001,0.8864692449569702,0.1363682746887207,1,0.8912543654441833,0.13860958814620972
"(8, 19, 21, 33)",strong,False,0.10845451492390201,3,0.9821880169058653,0.05309861898422241,0,0.9822637438774109,0.9816542267799377,0.05075407028198242,0,0.9820688962936401,0.04032319784164429
"(8, 13, 23, 26)",strong,False,0.10791106784979587,1,0.8931028422757121,0.1388171911239624,1,0.8900054693222046,0.8897601962089539,0.12375307083129883,1,0.8950990438461304,0.1388171911239624
"(0, 3, 10, 43)",control,False,0.025700684593050305,3,0.8415280652133832,0.052642107009887695,4,0.8663190603256226,0.860946536064148,0.04620933532714844,4,0.8632213473320007,0.018045425415039062
"(18, 24, 28, 36)",control,False,0.03003727637321485,8,0.8953117717512282,0.04491513967514038,8,0.8985584378242493,0.891282320022583,0.03883999586105347,8,0.8993194103240967,0.04491513967514038
"(1, 20, 21, 37)",control,False,0.015611341068210827,0,0.964916525624112,0.04604405164718628,2,0.959625244140625,0.9606524705886841,0.048821330070495605,2,0.9655608534812927,0.023630917072296143
"(11, 22, 31, 33)",control,False,0.006736490880900892,0,0.8085621413066073,0.0065479278564453125,5,0.803268313407898,0.7995684146881104,0.004834771156311035,5,0.8026196360588074,-0.00014406442642211914
"(0, 18, 21, 25)",control,False,0.019169047692327634,6,0.9589947730988102,0.03867661952972412,2,0.9582284688949585,0.9567988514900208,0.03168410062789917,8,0.9638201594352722,0.015969038009643555
"(3, 12, 20, 33)",control,False,0.012682676951582095,5,0.8825993501062632,0.029647886753082275,5,0.8849005699157715,0.8778716325759888,0.021143734455108643,3,0.8826283812522888,0.029647886753082275
"(4, 9, 19, 42)",control,False,0.011714890775846087,8,0.970351111614836,0.018896520137786865,6,0.9651983976364136,0.9678272604942322,0.0204470157623291,6,0.9670820236206055,0.010063111782073975
"(0, 10, 36, 37)",control,False,0.003295666847291101,8,0.7755174520209152,0.0017003417015075684,8,0.7875412106513977,0.791004478931427,0.0009883642196655273,8,0.798608124256134,0.0017003417015075684
"(17, 27, 31, 33)",control,False,0.005558456245919885,3,0.8582506146082065,0.002865016460418701,11,0.8532272577285767,0.8553965091705322,0.0023391246795654297,9,0.8604466915130615,-0.004457652568817139
"(21, 30, 37, 41)",control,False,0.001330779456200748,9,0.9609994122100416,0.005711495876312256,2,0.9578619003295898,0.9595062136650085,0.0030615925788879395,2,0.9627809524536133,-0.0007793307304382324
