S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(9, 21, 36)",strong,False,0.3738000173711724,1,,0.28203898668289185,1,0.9607915282249451,0.9562040567398071,0.2837129831314087,1,0.9651535153388977,0.28203898668289185
"(17, 21, 37)",strong,False,0.3152129713504571,1,,0.27105605602264404,1,0.9594153165817261,0.957865834236145,0.2518039345741272,1,0.9637417197227478,0.27105605602264404
"(13, 20, 36)",strong,False,0.2948391056254804,1,,0.294209361076355,1,0.8727696537971497,0.8517594337463379,0.2689409852027893,1,0.8729292154312134,0.294209361076355
"(11, 20, 36)",strong,False,0.2891441043555394,1,,0.28978270292282104,1,0.8717471361160278,0.8491724729537964,0.2615184783935547,1,0.873371422290802,0.28978270292282104
"(17, 20, 36)",strong,False,0.2790521776142219,1,,0.28107893466949463,1,0.8757340312004089,0.8517864942550659,0.2548168897628784,1,0.8798573017120361,0.28107893466949463
"(0, 31, 42)",control,False,0.0201807848151588,7,,0.00536954402923584,3,0.6371470093727112,0.6359453201293945,0.0051094889640808105,3,0.6406880617141724,-0.0001341104507446289
"(17, 24, 34)",control,False,0.0236039637147654,0,,0.025493502616882324,11,0.8425735831260681,0.8407214283943176,0.03120255470275879,11,0.8422154188156128,0.019907057285308838
"(0, 28, 40)",control,False,0.0241058875209964,7,,0.053580403327941895,4,0.8504948616027832,0.851594865322113,0.050869882106781006,4,0.8495653867721558,0.028569519519805908
"(11, 12, 32)",control,False,0.0015697645889417,4,,0.011193573474884033,6,0.7387908697128296,0.7379184365272522,0.018257439136505127,6,0.7268471717834473,0.007868170738220215
"(0, 7, 9)",control,False,0.0310484742976803,5,,0.031255900859832764,7,0.8943367600440979,0.8846830129623413,0.04125869274139404,5,0.8928292989730835,0.030609309673309326
