S,size,conf,v_audit,v_full
"(0,)",1,actual_load__mw__ca_iso_tac,0.6231890320777893,0.618640661239624
"(0,)",1,dam_schedule__mw__generation__caiso_totals,0.5637332201004028,0.579170823097229
"(0,)",1,dam_schedule__mw__import__caiso_totals,0.2111722230911255,0.2114526629447937
"(0,)",1,dam_schedule__mw__export__caiso_totals,0.2964986562728882,0.2913665771484375
"(0,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4599040746688843,0.4864317774772644
"(0,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.08175736665725708,0.08753859996795654
"(0,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.36839061975479126,0.36265504360198975
"(0,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0888184905052185,0.10022366046905518
"(0,)",1,dam_as_total_procured__mw__ru__as_caiso,0.07225322723388672,0.06302571296691895
"(0,)",1,dam_as_total_procured__mw__rd__as_caiso,0.12875425815582275,0.1332973837852478
"(0,)",1,dam_as_total_procured__mw__sr__as_caiso,0.04223740100860596,0.04868125915527344
"(0,)",1,dam_as_total_procured__mw__nr__as_caiso,0.19781482219696045,0.20822888612747192
"(4,)",1,actual_load__mw__ca_iso_tac,0.5219427347183228,0.5313617587089539
"(4,)",1,dam_schedule__mw__generation__caiso_totals,0.6293920874595642,0.627689003944397
"(4,)",1,dam_schedule__mw__import__caiso_totals,0.012446105480194092,0.01430201530456543
"(4,)",1,dam_schedule__mw__export__caiso_totals,0.5553781986236572,0.5410306453704834
"(4,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.016684234142303467,0.02542853355407715
"(4,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.03021717071533203,0.03546881675720215
"(4,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.09649556875228882,0.10545569658279419
"(4,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.014327049255371094,0.014752805233001709
"(4,)",1,dam_as_total_procured__mw__ru__as_caiso,0.04603302478790283,0.046944379806518555
"(4,)",1,dam_as_total_procured__mw__rd__as_caiso,0.11202812194824219,0.10661816596984863
"(4,)",1,dam_as_total_procured__mw__sr__as_caiso,0.051351308822631836,0.06586223840713501
"(4,)",1,dam_as_total_procured__mw__nr__as_caiso,0.10314935445785522,0.0937989354133606
"(8,)",1,actual_load__mw__ca_iso_tac,0.07238471508026123,0.054641902446746826
"(8,)",1,dam_schedule__mw__generation__caiso_totals,0.07757264375686646,0.05679053068161011
"(8,)",1,dam_schedule__mw__import__caiso_totals,0.011398017406463623,0.010594308376312256
"(8,)",1,dam_schedule__mw__export__caiso_totals,0.05466771125793457,0.04923123121261597
"(8,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.00992518663406372,0.013949990272521973
"(8,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.034696340560913086,0.04192173480987549
"(8,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.0042504072189331055,0.006448149681091309
"(8,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.015515685081481934,0.021328747272491455
"(8,)",1,dam_as_total_procured__mw__ru__as_caiso,0.02838575839996338,0.03007805347442627
"(8,)",1,dam_as_total_procured__mw__rd__as_caiso,0.00862056016921997,0.019052624702453613
"(8,)",1,dam_as_total_procured__mw__sr__as_caiso,0.011054277420043945,0.011442601680755615
"(8,)",1,dam_as_total_procured__mw__nr__as_caiso,0.03236222267150879,0.02702510356903076
"(12,)",1,actual_load__mw__ca_iso_tac,0.006050765514373779,0.006618142127990723
"(12,)",1,dam_schedule__mw__generation__caiso_totals,0.00635761022567749,0.00457608699798584
"(12,)",1,dam_schedule__mw__import__caiso_totals,0.021246790885925293,0.01724863052368164
"(12,)",1,dam_schedule__mw__export__caiso_totals,0.0005793571472167969,0.0002789497375488281
"(12,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.00574040412902832,0.004783213138580322
"(12,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0022591352462768555,0.0017927289009094238
"(12,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.004923522472381592,0.004425466060638428
"(12,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0006074309349060059,0.0024742484092712402
"(12,)",1,dam_as_total_procured__mw__ru__as_caiso,0.007953166961669922,0.0034302473068237305
"(12,)",1,dam_as_total_procured__mw__rd__as_caiso,0.006604433059692383,0.006030738353729248
"(12,)",1,dam_as_total_procured__mw__sr__as_caiso,0.0011243820190429688,0.006409704685211182
"(12,)",1,dam_as_total_procured__mw__nr__as_caiso,0.002093970775604248,0.003678441047668457
"(16,)",1,actual_load__mw__ca_iso_tac,0.001217663288116455,0.003661930561065674
"(16,)",1,dam_schedule__mw__generation__caiso_totals,0.007728219032287598,0.007994771003723145
"(16,)",1,dam_schedule__mw__import__caiso_totals,0.010183990001678467,0.009154915809631348
"(16,)",1,dam_schedule__mw__export__caiso_totals,0.020217835903167725,0.01632624864578247
"(16,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.02233201265335083,0.022128582000732422
"(16,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0,0.0009665489196777344
"(16,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.01588737964630127,0.011205971240997314
"(16,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0,0.0001533031463623047
"(16,)",1,dam_as_total_procured__mw__ru__as_caiso,0.013339519500732422,0.011108577251434326
"(16,)",1,dam_as_total_procured__mw__rd__as_caiso,0.007659494876861572,0.00939929485321045
"(16,)",1,dam_as_total_procured__mw__sr__as_caiso,0.0,0.000756680965423584
"(16,)",1,dam_as_total_procured__mw__nr__as_caiso,0.016591310501098633,0.020558476448059082
"(20,)",1,actual_load__mw__ca_iso_tac,0.09180235862731934,0.0989719033241272
"(20,)",1,dam_schedule__mw__generation__caiso_totals,0.09187722206115723,0.10127198696136475
"(20,)",1,dam_schedule__mw__import__caiso_totals,0.19297200441360474,0.2036750316619873
"(20,)",1,dam_schedule__mw__export__caiso_totals,0.07244008779525757,0.07060915231704712
"(20,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.7754765748977661,0.7729616165161133
"(20,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.12289077043533325,0.10913300514221191
"(20,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.42879170179367065,0.44280552864074707
"(20,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.13771134614944458,0.10987222194671631
"(20,)",1,dam_as_total_procured__mw__ru__as_caiso,0.12957370281219482,0.11599975824356079
"(20,)",1,dam_as_total_procured__mw__rd__as_caiso,0.22649061679840088,0.23684245347976685
"(20,)",1,dam_as_total_procured__mw__sr__as_caiso,0.013678908348083496,0.01872342824935913
"(20,)",1,dam_as_total_procured__mw__nr__as_caiso,0.014049947261810303,0.021421074867248535
"(24,)",1,actual_load__mw__ca_iso_tac,0.0748434066772461,0.07725667953491211
"(24,)",1,dam_schedule__mw__generation__caiso_totals,0.05461430549621582,0.06257861852645874
"(24,)",1,dam_schedule__mw__import__caiso_totals,0.2074143886566162,0.2174772024154663
"(24,)",1,dam_schedule__mw__export__caiso_totals,0.05451446771621704,0.05745136737823486
"(24,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.7985491752624512,0.8131349086761475
"(24,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.328887939453125,0.3368722200393677
"(24,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.29795169830322266,0.31052088737487793
"(24,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.33500444889068604,0.34803760051727295
"(24,)",1,dam_as_total_procured__mw__ru__as_caiso,0.15282279253005981,0.1313188076019287
"(24,)",1,dam_as_total_procured__mw__rd__as_caiso,0.3297761082649231,0.33929741382598877
"(24,)",1,dam_as_total_procured__mw__sr__as_caiso,0.015901684761047363,0.02469402551651001
"(24,)",1,dam_as_total_procured__mw__nr__as_caiso,0.005910098552703857,0.008677065372467041
"(28,)",1,actual_load__mw__ca_iso_tac,0.8052965402603149,0.8065426349639893
"(28,)",1,dam_schedule__mw__generation__caiso_totals,0.8011869192123413,0.8082982301712036
"(28,)",1,dam_schedule__mw__import__caiso_totals,0.08959168195724487,0.08104598522186279
"(28,)",1,dam_schedule__mw__export__caiso_totals,0.40530359745025635,0.40867531299591064
"(28,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.2481498122215271,0.256805956363678
"(28,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.037318408489227295,0.029703974723815918
"(28,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.23411142826080322,0.23015600442886353
"(28,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06409728527069092,0.06689918041229248
"(28,)",1,dam_as_total_procured__mw__ru__as_caiso,0.06214570999145508,0.06101459264755249
"(28,)",1,dam_as_total_procured__mw__rd__as_caiso,0.057588040828704834,0.058009445667266846
"(28,)",1,dam_as_total_procured__mw__sr__as_caiso,0.08395135402679443,0.09301328659057617
"(28,)",1,dam_as_total_procured__mw__nr__as_caiso,0.1813265085220337,0.1830843687057495
"(32,)",1,actual_load__mw__ca_iso_tac,0.05850780010223389,0.056915223598480225
"(32,)",1,dam_schedule__mw__generation__caiso_totals,0.07981812953948975,0.08128607273101807
"(32,)",1,dam_schedule__mw__import__caiso_totals,0.05202662944793701,0.04731684923171997
"(32,)",1,dam_schedule__mw__export__caiso_totals,0.07100242376327515,0.06641256809234619
"(32,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.10751199722290039,0.07665598392486572
"(32,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.11694252490997314,0.0862378478050232
"(32,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.008856773376464844,0.005147576332092285
"(32,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.06578916311264038,0.05358767509460449
"(32,)",1,dam_as_total_procured__mw__ru__as_caiso,0.33265823125839233,0.33360642194747925
"(32,)",1,dam_as_total_procured__mw__rd__as_caiso,0.28894197940826416,0.26614153385162354
"(32,)",1,dam_as_total_procured__mw__sr__as_caiso,0.008293092250823975,0.013416111469268799
"(32,)",1,dam_as_total_procured__mw__nr__as_caiso,0.018503427505493164,0.0215265154838562
"(36,)",1,actual_load__mw__ca_iso_tac,0.3980749249458313,0.42420411109924316
"(36,)",1,dam_schedule__mw__generation__caiso_totals,0.2887893319129944,0.3240991234779358
"(36,)",1,dam_schedule__mw__import__caiso_totals,0.09460920095443726,0.09479904174804688
"(36,)",1,dam_schedule__mw__export__caiso_totals,0.19087129831314087,0.20787835121154785
"(36,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.07902765274047852,0.08431297540664673
"(36,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.03468966484069824,0.034528493881225586
"(36,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.025797605514526367,0.027920663356781006
"(36,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.00905454158782959,0.011582493782043457
"(36,)",1,dam_as_total_procured__mw__ru__as_caiso,0.00838625431060791,0.008386850357055664
"(36,)",1,dam_as_total_procured__mw__rd__as_caiso,0.06179797649383545,0.0729706883430481
"(36,)",1,dam_as_total_procured__mw__sr__as_caiso,0.1504080891609192,0.15256351232528687
"(36,)",1,dam_as_total_procured__mw__nr__as_caiso,0.463691771030426,0.45709264278411865
"(40,)",1,actual_load__mw__ca_iso_tac,0.0010564327239990234,0.0
"(40,)",1,dam_schedule__mw__generation__caiso_totals,0.0010736584663391113,0.0
"(40,)",1,dam_schedule__mw__import__caiso_totals,0.007811188697814941,0.03408390283584595
"(40,)",1,dam_schedule__mw__export__caiso_totals,0.011370360851287842,0.004434525966644287
"(40,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.1784006953239441,0.19126790761947632
"(40,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.05889701843261719,0.0668606162071228
"(40,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.04738450050354004,0.04604059457778931
"(40,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.03404402732849121,0.04387819766998291
"(40,)",1,dam_as_total_procured__mw__ru__as_caiso,0.04040592908859253,0.033822596073150635
"(40,)",1,dam_as_total_procured__mw__rd__as_caiso,0.03331202268600464,0.044991374015808105
"(40,)",1,dam_as_total_procured__mw__sr__as_caiso,0.0,0.010955750942230225
"(40,)",1,dam_as_total_procured__mw__nr__as_caiso,0.0,0.00043463706970214844
"(0, 1)",2,actual_load__mw__ca_iso_tac,0.8596641421318054,0.8595431447029114
"(0, 1)",2,dam_schedule__mw__generation__caiso_totals,0.8318625092506409,0.8370934128761292
"(0, 1)",2,dam_schedule__mw__import__caiso_totals,0.2811574935913086,0.27890896797180176
"(0, 1)",2,dam_schedule__mw__export__caiso_totals,0.4921497702598572,0.49388474225997925
"(0, 1)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5421440601348877,0.5783262252807617
"(0, 1)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.17672759294509888,0.20117753744125366
"(0, 1)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.40775924921035767,0.39654505252838135
"(0, 1)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.12588047981262207,0.1533617377281189
"(0, 1)",2,dam_as_total_procured__mw__ru__as_caiso,0.16715335845947266,0.1574019193649292
"(0, 1)",2,dam_as_total_procured__mw__rd__as_caiso,0.32993578910827637,0.3361402153968811
"(0, 1)",2,dam_as_total_procured__mw__sr__as_caiso,0.12729960680007935,0.15302878618240356
"(0, 1)",2,dam_as_total_procured__mw__nr__as_caiso,0.22101420164108276,0.22429275512695312
"(0, 5)",2,actual_load__mw__ca_iso_tac,0.7804450988769531,0.7759937047958374
"(0, 5)",2,dam_schedule__mw__generation__caiso_totals,0.7829522490501404,0.7860870361328125
"(0, 5)",2,dam_schedule__mw__import__caiso_totals,0.27116167545318604,0.2675292491912842
"(0, 5)",2,dam_schedule__mw__export__caiso_totals,0.6063693761825562,0.5800807476043701
"(0, 5)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5753564238548279,0.5878293514251709
"(0, 5)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2000943422317505,0.1803799867630005
"(0, 5)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4318804144859314,0.4345727562904358
"(0, 5)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.14947360754013062,0.16297417879104614
"(0, 5)",2,dam_as_total_procured__mw__ru__as_caiso,0.16556012630462646,0.1458645462989807
"(0, 5)",2,dam_as_total_procured__mw__rd__as_caiso,0.30306345224380493,0.2846824526786804
"(0, 5)",2,dam_as_total_procured__mw__sr__as_caiso,0.09915941953659058,0.12070155143737793
"(0, 5)",2,dam_as_total_procured__mw__nr__as_caiso,0.21058887243270874,0.2197217345237732
"(0, 9)",2,actual_load__mw__ca_iso_tac,0.8846830129623413,0.8882625102996826
"(0, 9)",2,dam_schedule__mw__generation__caiso_totals,0.8318492770195007,0.8414636850357056
"(0, 9)",2,dam_schedule__mw__import__caiso_totals,0.38308238983154297,0.3828527331352234
"(0, 9)",2,dam_schedule__mw__export__caiso_totals,0.5538173913955688,0.5500818490982056
"(0, 9)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.7524793148040771,0.7698571681976318
"(0, 9)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4628155827522278,0.4609140157699585
"(0, 9)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4059910774230957,0.3941170573234558
"(0, 9)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2935475707054138,0.2997856140136719
"(0, 9)",2,dam_as_total_procured__mw__ru__as_caiso,0.4012600779533386,0.39040273427963257
"(0, 9)",2,dam_as_total_procured__mw__rd__as_caiso,0.7776172161102295,0.771270215511322
"(0, 9)",2,dam_as_total_procured__mw__sr__as_caiso,0.12144148349761963,0.15791893005371094
"(0, 9)",2,dam_as_total_procured__mw__nr__as_caiso,0.2330452799797058,0.2332860231399536
"(0, 13)",2,actual_load__mw__ca_iso_tac,0.872715413570404,0.8662112355232239
"(0, 13)",2,dam_schedule__mw__generation__caiso_totals,0.8601168394088745,0.8645660281181335
"(0, 13)",2,dam_schedule__mw__import__caiso_totals,0.41103577613830566,0.40713590383529663
"(0, 13)",2,dam_schedule__mw__export__caiso_totals,0.5827305316925049,0.5814903974533081
"(0, 13)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.7263544797897339,0.7454859018325806
"(0, 13)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4684898257255554,0.461475670337677
"(0, 13)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4158645272254944,0.4027230143547058
"(0, 13)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.29416966438293457,0.2889847755432129
"(0, 13)",2,dam_as_total_procured__mw__ru__as_caiso,0.3878871202468872,0.37048447132110596
"(0, 13)",2,dam_as_total_procured__mw__rd__as_caiso,0.7643803358078003,0.7555609345436096
"(0, 13)",2,dam_as_total_procured__mw__sr__as_caiso,0.12236988544464111,0.1597403883934021
"(0, 13)",2,dam_as_total_procured__mw__nr__as_caiso,0.23973679542541504,0.2420055866241455
"(0, 17)",2,actual_load__mw__ca_iso_tac,0.8817138075828552,0.877887487411499
"(0, 17)",2,dam_schedule__mw__generation__caiso_totals,0.8567531108856201,0.8613759875297546
"(0, 17)",2,dam_schedule__mw__import__caiso_totals,0.39259612560272217,0.3928620219230652
"(0, 17)",2,dam_schedule__mw__export__caiso_totals,0.571164608001709,0.5672264099121094
"(0, 17)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.7334126234054565,0.7517979741096497
"(0, 17)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.45268499851226807,0.4457855224609375
"(0, 17)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4069797992706299,0.3945215940475464
"(0, 17)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2739686965942383,0.27228158712387085
"(0, 17)",2,dam_as_total_procured__mw__ru__as_caiso,0.4103531241416931,0.3939048647880554
"(0, 17)",2,dam_as_total_procured__mw__rd__as_caiso,0.7730637788772583,0.7660133242607117
"(0, 17)",2,dam_as_total_procured__mw__sr__as_caiso,0.13133692741394043,0.16895365715026855
"(0, 17)",2,dam_as_total_procured__mw__nr__as_caiso,0.24030697345733643,0.24487519264221191
"(0, 21)",2,actual_load__mw__ca_iso_tac,0.7660431265830994,0.7655535340309143
"(0, 21)",2,dam_schedule__mw__generation__caiso_totals,0.7174279689788818,0.7300336956977844
"(0, 21)",2,dam_schedule__mw__import__caiso_totals,0.31480133533477783,0.328885555267334
"(0, 21)",2,dam_schedule__mw__export__caiso_totals,0.4407479166984558,0.43495064973831177
"(0, 21)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.9543888568878174,0.960064172744751
"(0, 21)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.5474029183387756,0.5324843525886536
"(0, 21)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.44101303815841675,0.44088977575302124
"(0, 21)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4431036114692688,0.38262152671813965
"(0, 21)",2,dam_as_total_procured__mw__ru__as_caiso,0.21117782592773438,0.19495970010757446
"(0, 21)",2,dam_as_total_procured__mw__rd__as_caiso,0.5020333528518677,0.5022389888763428
"(0, 21)",2,dam_as_total_procured__mw__sr__as_caiso,0.11860799789428711,0.13077276945114136
"(0, 21)",2,dam_as_total_procured__mw__nr__as_caiso,0.23421615362167358,0.23356592655181885
"(0, 25)",2,actual_load__mw__ca_iso_tac,0.678385317325592,0.6727064251899719
"(0, 25)",2,dam_schedule__mw__generation__caiso_totals,0.6292054653167725,0.6385393142700195
"(0, 25)",2,dam_schedule__mw__import__caiso_totals,0.3091370463371277,0.30142098665237427
"(0, 25)",2,dam_schedule__mw__export__caiso_totals,0.34554892778396606,0.341972291469574
"(0, 25)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.6002533435821533,0.614288330078125
"(0, 25)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.27356231212615967,0.2695881128311157
"(0, 25)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.46566206216812134,0.47535377740859985
"(0, 25)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2333623766899109,0.23484951257705688
"(0, 25)",2,dam_as_total_procured__mw__ru__as_caiso,0.16870862245559692,0.1482422947883606
"(0, 25)",2,dam_as_total_procured__mw__rd__as_caiso,0.41004419326782227,0.4026370644569397
"(0, 25)",2,dam_as_total_procured__mw__sr__as_caiso,0.06020081043243408,0.07067865133285522
"(0, 25)",2,dam_as_total_procured__mw__nr__as_caiso,0.21572893857955933,0.22510600090026855
"(0, 29)",2,actual_load__mw__ca_iso_tac,0.7125284671783447,0.7111249566078186
"(0, 29)",2,dam_schedule__mw__generation__caiso_totals,0.6552767753601074,0.6671891212463379
"(0, 29)",2,dam_schedule__mw__import__caiso_totals,0.29193633794784546,0.303397536277771
