S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(9, 14, 20, 36)",strong,False,0.126366778709612,3,0.8866009971297094,0.10638320446014404,3,0.9004936218261719,0.8890507817268372,0.10265052318572998,3,0.9050021171569824,0.10638320446014404
"(11, 14, 26, 36)",strong,False,0.12469389222497584,3,0.7239859449223689,0.11300265789031982,1,0.7824419736862183,0.7698105573654175,0.09338635206222534,1,0.7719959020614624,0.1030958890914917
"(14, 15, 20, 36)",strong,False,0.12357106210515378,3,0.9035775522511992,0.11615324020385742,3,0.917874276638031,0.909045398235321,0.10928964614868164,3,0.9211586713790894,0.11615324020385742
"(9, 14, 26, 36)",strong,False,0.12348041719224523,3,0.7681112316288286,0.11299073696136475,3,0.7934037446975708,0.7832297086715698,0.10166263580322266,1,0.7823258638381958,0.11299073696136475
"(14, 15, 26, 36)",strong,False,0.12314405928955607,3,0.7714399985162463,0.11846834421157837,3,0.8011090755462646,0.7869253158569336,0.10540956258773804,3,0.8005502223968506,0.11846834421157837
"(8, 17, 26, 37)",strong,False,0.12298253459298103,3,0.7404851090294189,0.114013671875,1,0.788539707660675,0.7806084752082825,0.08921706676483154,1,0.7804476022720337,0.09764325618743896
"(0, 1, 3, 22)",strong,False,0.12115946668058852,7,0.8732104250367724,0.09121161699295044,7,0.8955139517784119,0.8950824737548828,0.0937051773071289,7,0.8932663798332214,0.09121161699295044
"(8, 11, 26, 36)",strong,False,0.12100778504452347,3,0.7158121208664303,0.10116368532180786,1,0.777173638343811,0.7698105573654175,0.08398425579071045,3,0.7690632939338684,0.09546458721160889
"(8, 20, 21, 29)",strong,False,0.11947062804505726,1,0.9584070898478151,0.11902177333831787,1,0.9602641463279724,0.9598869681358337,0.10629010200500488,1,0.9640318751335144,0.11902177333831787
"(9, 14, 21, 37)",strong,False,0.11934495807793988,3,0.9614415271734893,0.09338068962097168,3,0.9603160619735718,0.9608898162841797,0.10271817445755005,3,0.9653454422950745,0.09338068962097168
