S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(0, 3, 5, 20, 28)",strong,False,0.10624261749409303,5,0.8560828610346387,0.038710713386535645,7,0.8927308917045593,0.8883234858512878,0.038037002086639404,7,0.894309401512146,0.02976548671722412
"(0, 3, 6, 20, 28)",strong,False,0.10056876602278886,5,0.8541221046506127,0.03712493181228638,7,0.8958244323730469,0.8893517851829529,0.04117780923843384,7,0.8966633677482605,0.03517770767211914
"(8, 19, 21, 29, 34)",strong,False,0.09437184405325993,1,0.9820510103663014,0.04235726594924927,3,0.9821856617927551,0.9834499955177307,0.04540735483169556,3,0.9815003871917725,0.02999359369277954
"(14, 19, 21, 29, 34)",strong,False,0.09266327165332133,1,0.9822415409803084,0.042113661766052246,3,0.9836527109146118,0.9826324582099915,0.04768401384353638,3,0.9827187657356262,0.02980947494506836
"(0, 3, 6, 22, 27)",strong,False,0.09204784017878342,5,0.8207143106472868,0.03325629234313965,8,0.8788053393363953,0.8691926002502441,0.04130852222442627,7,0.8775138854980469,0.027288079261779785
"(3, 4, 5, 24, 29)",strong,False,0.09088130821072604,9,0.8740062143455347,0.05526459217071533,9,0.9054620862007141,0.8976517915725708,0.056342244148254395,9,0.9065800309181213,0.05526459217071533
"(0, 4, 5, 20, 29)",strong,False,0.08993224436450897,9,0.8503500044755451,0.07257163524627686,5,0.8789430856704712,0.859018862247467,0.06316429376602173,9,0.8819135427474976,0.06093782186508179
"(14, 21, 34, 36, 38)",strong,False,0.08945152313027416,3,0.9606392362671354,0.035959720611572266,2,0.961776852607727,0.9598224759101868,0.04068976640701294,2,0.9653995037078857,0.02790689468383789
"(8, 19, 21, 29, 33)",strong,False,0.08811228348311684,1,0.9819759377234383,0.02754342555999756,1,0.9806094169616699,0.9822637438774109,0.02598780393600464,3,0.9802575707435608,0.02754342555999756
"(9, 17, 26, 33, 38)",strong,False,0.0869033195405714,1,0.8271279699362769,0.07558685541152954,1,0.8314899802207947,0.8290945291519165,0.07357829809188843,1,0.8251694440841675,0.07558685541152954
