target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.850037693977356,0.9507313042565194
gross_actual_interchange_mw,10,2.040360450744629,0.8861172848520239
total_gen,23,2.790529727935791,0.8899808246365607
metered_load_mw,21,2.735673427581787,0.89855584366375
total_losses,14,2.416128635406494,0.9155271499004288
congestion_price_da,4,1.3710474967956543,0.9890017122251588
congestion_price_rt,9,2.027008533477783,0.9225313399394085
marginal_loss_price_da,16,2.566587448120117,0.9257007458526882
total_lmp_da,25,2.9302005767822266,0.9103179918107608
da_as_total_mw_primary_reserve,8,1.728590965270996,0.8312765377739776
da_as_total_mw_synchronized_reserve,7,1.6377723217010498,0.8416484813012276
da_as_total_mw_thirty_minutes_reserve,15,2.570204734802246,0.9490978910790283
