数据集,K,条目数,exact_M均值,est_M均值,MAE,认证下界比_top1,认证下界比_top3,下界比提升,top3优于top1占比,召回_L3大于M减002,召回_L1大于M减002
pjm,0,492,0.14429637789726257,0.13996638357639313,0.010653230361640453,1.0,1.0,0.0,0.0,1.0,1.0
pjm,1,492,0.24169595539569855,0.24257878959178925,0.028051042929291725,0.8975402116775513,0.959646999835968,0.06210682913661003,0.4613821138211382,0.8272357723577236,0.6097560975609756
pjm,2,492,0.28733086585998535,0.2799641788005829,0.029696457087993622,0.8216174840927124,0.9084314703941345,0.08681408315896988,0.6158536585365854,0.5894308943089431,0.3516260162601626
caiso,0,492,0.18195797502994537,0.18129950761795044,0.006527555640786886,1.0,1.0,0.0,0.0,1.0,1.0
caiso,1,492,0.25501543283462524,0.24870142340660095,0.009288283996284008,0.9858673810958862,0.995503306388855,0.009635977447032928,0.3150406504065041,0.991869918699187,0.967479674796748
caiso,2,492,0.28169146180152893,0.2705300748348236,0.014131840318441391,0.9527101516723633,0.9742292761802673,0.021519087255001068,0.4898373983739837,0.8861788617886179,0.741869918699187
