估计器,K,M_MAE,认证下界比_top1,认证下界比_top3,见证召回_top1,见证召回_top3
"主口径 φ+x,x²（三种子集成）",0,0.010653230361640453,1.0,1.0,1.0,1.0
"主口径 φ+x,x²（三种子集成）",1,0.028051042929291725,0.8975402116775513,0.959646999835968,0.6097560975609756,0.8272357723577236
"主口径 φ+x,x²（三种子集成）",2,0.029696457087993622,0.8216174840927124,0.9084314703941345,0.3516260162601626,0.5894308943089431
"元训练 φ+x,x²（L1x）",0,0.010584400035440922,1.0,1.0,1.0,1.0
"元训练 φ+x,x²（L1x）",1,0.022959142923355103,0.9358125925064087,0.9669694304466248,0.7459349593495935,0.8658536585365854
"元训练 φ+x,x²（L1x）",2,0.03184313699603081,0.8588649034500122,0.9142663478851318,0.4349593495934959,0.6097560975609756
