target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.45314359664917,0.8847845253685682
gross_actual_interchange_mw,17,2.117166042327881,0.7472667198781456
total_gen,28,2.958099603652954,0.8877305083226781
metered_load_mw,27,2.9481732845306396,0.8945143234910241
total_losses,19,2.7657370567321777,0.9393086684089298
congestion_price_da,8,2.0319032669067383,0.9771389222441451
congestion_price_rt,11,2.1672983169555664,0.903833600049724
marginal_loss_price_da,21,2.8999435901641846,0.9525118140803229
total_lmp_da,32,3.239779472351074,0.9348027556669515
da_as_total_mw_primary_reserve,11,2.0335750579833984,0.848066669571517
da_as_total_mw_synchronized_reserve,8,1.7758606672286987,0.8540084593068699
da_as_total_mw_thirty_minutes_reserve,18,2.771195650100708,0.9587678963891475
