target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.747976541519165,0.8982822471879086
gross_actual_interchange_mw,10,1.683027982711792,0.7309297657804927
total_gen,23,2.712322473526001,0.865038264062704
metered_load_mw,21,2.6605143547058105,0.8738691893810581
total_losses,14,2.507380962371826,0.9501047719707442
congestion_price_da,4,1.3468737602233887,0.9715640472888768
congestion_price_rt,9,2.01137638092041,0.9154168407122405
marginal_loss_price_da,16,2.582406520843506,0.9314062702950618
total_lmp_da,25,2.926805257797241,0.9092631766610884
da_as_total_mw_primary_reserve,8,1.7000185251235962,0.817536098538394
da_as_total_mw_synchronized_reserve,7,1.61690092086792,0.8309227030101475
da_as_total_mw_thirty_minutes_reserve,15,2.5107223987579346,0.9271328861392745
