field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-2.12166428565979,-2.3698542416734747,False
gross_actual_interchange_mw,0.2460934792895835,-0.263730525970459,-0.5098240052600425,False
total_gen,0.9906449538219424,0.9077727049589157,-0.08287224886302669,True
metered_load_mw,0.9762308832723112,0.9642184339463711,-0.012012449325940144,True
total_losses,0.6540839836602339,0.41572320461273193,-0.23836077904750197,True
congestion_price_da,0.0475838272605031,0.16066479682922363,0.11308096956872053,True
congestion_price_rt,0.4561738508473963,0.46052485704421997,0.004351006196823659,True
marginal_loss_price_da,0.4407231017762543,0.46470850706100464,0.02398540528475035,True
total_lmp_da,0.9299314144617218,0.9130174219608307,-0.016913992500891095,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9621828533709049,-0.013044965586856638,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.929318256676197,-0.012524854369449723,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.28364402055740356,-0.1732600174471005,True
