target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.4006917476654053,0.7198131672962409
gross_actual_interchange_mw,10,1.8765671253204346,0.8149827474477127
total_gen,23,2.56465482711792,0.8179427708999708
metered_load_mw,21,2.3985373973846436,0.7878205683969857
total_losses,14,1.8704074621200562,0.7087407466031586
congestion_price_da,4,0.8190435767173767,0.5908150532010593
congestion_price_rt,9,1.9459381103515625,0.8856346003150477
marginal_loss_price_da,16,1.9640231132507324,0.7083716014195337
total_lmp_da,25,2.665198564529419,0.827990487840129
da_as_total_mw_primary_reserve,8,0.7905713319778442,0.38018444670447277
da_as_total_mw_synchronized_reserve,7,0.35324811935424805,0.18153362298137993
da_as_total_mw_thirty_minutes_reserve,15,2.109555721282959,0.7789943186519747
