目标,规则依据,M0均值,M1均值,M2均值,M3均值,背景升级均值_M2减M0,K饱和_M1除M2,K饱和_M2除M3,最强单字段V,全部规模≤4集合最大V,τ0.5_单字段即危险,τ0.5_K2关键,τ0.5_单看安全组合危险,τ0.5_危险小组合,τ0.5_单字段定级后仍暴露,τ0.5_最少扣留,τ0.7_单字段即危险,τ0.7_K2关键,τ0.7_单看安全组合危险,τ0.7_危险小组合,τ0.7_单字段定级后仍暴露,τ0.7_最少扣留,τ0.9_单字段即危险,τ0.9_K2关键,τ0.9_单看安全组合危险,τ0.9_危险小组合,τ0.9_单字段定级后仍暴露,τ0.9_最少扣留,V_MAE,V_MAE_单种子,M2_MAE,M2排序Spearman,认证下界比_top1,认证下界比_top3
total_gen,附表 6.57 发电总出力（次日披露）,0.25733664631843567,0.30721959471702576,0.33524656295776367,0.33650025725364685,0.07790987938642502,0.9163988828659058,0.9962743520736694,0.9742300510406494,0.9870254993438721,2,24,22,179,177,11,2,20,18,39,37,5,2,2,0,2,0,2,0.0532793253660202,0.058561086654663086,0.04276576265692711,0.8721739130434782,0.8641079068183899,0.9287583827972412
net_actual_interchange_mw,附表 6.65 联络线输电情况（次日披露）,0.12012195587158203,0.19793270528316498,0.22128941118717194,0.22757859528064728,0.1011674702167511,0.8944517374038696,0.9723647832870483,0.41262826323509216,0.7483632564544678,0,24,24,102,102,3,0,3,3,1,1,1,0,0,0,0,0,0,0.05410471931099892,0.058248911052942276,0.023561954498291016,0.9452173913043478,0.9061596393585205,0.9792510271072388
