目标,字段,r2,M0,M1,M2,M3,估计M2,升级_M2减M0,K2见证
total_gen,forecast_load_mw_latest_available,0.9727023839950562,0.9742300510406494,0.9742300510406494,0.9742300510406494,0.9742300510406494,0.9743026494979858,0.0,∅
total_gen,forecast_load_mw_day_ahead,0.9656765460968018,0.9679668545722961,0.9679668545722961,0.9679668545722961,0.9679668545722961,0.9682976007461548,0.0,∅
total_gen,rmccp,0.006450748536735773,0.046159327030181885,0.08909040689468384,0.14066198468208313,0.14066198468208313,0.1004764586687088,0.09450265765190125,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,rmpcp,0.000537182844709605,0.08140446245670319,0.10085028409957886,0.1637120544910431,0.1637120544910431,0.0754447877407074,0.0823075920343399,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,total_pjm_reg_purchases,0.0049643185921013355,0.13202106952667236,0.1531415581703186,0.21029983460903168,0.21029983460903168,0.1638193577528,0.07827876508235931,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,total_pjm_self_sched_reg,0.005209726747125387,0.012285232543945312,0.07156795263290405,0.13703744113445282,0.13703744113445282,0.09254832565784454,0.12475220859050751,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,total_pjm_assigned_reg,0.002398170530796051,0.018811404705047607,0.07809412479400635,0.14850230515003204,0.1559896171092987,0.08734500408172607,0.12969090044498444,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,da_as_mcp_primary_reserve,0.060773815959692,0.11111116409301758,0.12378230690956116,0.1489109992980957,0.1489109992980957,0.18134275078773499,0.037799835205078125,total_pjm_self_sched_reg + total_pjm_assigned_reg
total_gen,da_as_mcp_synchronized_reserve,0.07690487056970596,0.11257882416248322,0.1516706645488739,0.1661612093448639,0.17241385579109192,0.21830156445503235,0.053582385182380676,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw
total_gen,da_as_as_req_mw_primary_reserve,0.13733886182308197,0.23923856019973755,0.4035465121269226,0.4035465121269226,0.4035465121269226,0.3685096800327301,0.16430795192718506,da_as_total_mw_thirty_minutes_reserve
total_gen,da_as_as_req_mw_thirty_minutes_reserve,0.13323351740837097,0.16888335347175598,0.3336182236671448,0.3356921076774597,0.3356921076774597,0.33913081884384155,0.16680875420570374,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve
total_gen,da_as_ss_mw_primary_reserve,0.007687737233936787,0.07712064683437347,0.11885970830917358,0.13310736417770386,0.13310736417770386,0.09990367293357849,0.05598671734333038,rmccp + total_pjm_self_sched_reg
total_gen,da_as_nsr_mw_primary_reserve,0.0072292969562113285,0.41533318161964417,0.41533318161964417,0.4537307620048523,0.4537307620048523,0.17961274087429047,0.03839758038520813,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,system_energy_price_da,0.3088853359222412,0.38238683342933655,0.4208422899246216,0.46808600425720215,0.46808600425720215,0.45895206928253174,0.0856991708278656,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve
total_gen,total_lmp_rt,0.1416780799627304,0.28425079584121704,0.30311086773872375,0.3225454092025757,0.3225454092025757,0.3339136838912964,0.03829461336135864,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve
total_gen,marginal_loss_price_rt,0.15424783527851105,0.32749444246292114,0.3535165786743164,0.36019957065582275,0.3646422028541565,0.36183565855026245,0.03270512819290161,total_pjm_self_sched_reg + total_pjm_assigned_reg
total_gen,gross_sched_interchange_mw,0.06863594800233841,0.09154725074768066,0.12324190139770508,0.16524581611156464,0.16524581611156464,0.12116492539644241,0.07369856536388397,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
